identifier,smiles,bus
WIGDOH,NCCN1CCNCC1,[]
WIHNAD,N=C(N)N,[]
WIHSEN,N=CN,[7]
WIHSUD,N=CN,[7]
WIHTAK,N=CN,[7]
WIHTEO,N=CN,[7]
WIHTIS,N=CN,[7]
WIJDUP,c1cc(-c2ccncc2)ccn1,[26]
WIJFAY,NCCNCCNCCNCCN,"[14, 12]"
WIJFEC,NCCNCCNCCN,"[14, 12]"
WIJFIG,NCCNCCNCCN,"[14, 12]"
WIJLIK,c1c[nH]cn1,"[12, 1]"
WIJTOY,CC1CNCCN1,"[4, 1]"
WILWUK,NCc1ccccc1,[]
WIMZAV,CC(C)(C)CC(C)(C)N,[0]
WINDIG,NCCN(CCN)CCN,[]
WINFOP,c1cc(Cn2ccnc2-c2nccn2Cc2ccncc2)ccn1,[]
WIPDEF,NCCN(CCN)CCN,[1]
WISCEI,Nc1ccncc1,[5]
WISWED,Cc1ccncc1,[0]
WISWON,Cc1ncc[nH]1,[0]
WISWUT,Cn1ccnc1,[0]
WISXAA,Cc1cnc[nH]1,"[0, 4]"
WITJAN,CNC,[5]
WIVZOS,NCCNCCNCCN,"[14, 12]"
WIWPAV,CC(N)c1ccccc1,[2]
WIWPEZ,CC(N)c1ccccc1,[2]
WIWPID,CC(N)c1ccccc1,[2]
WIWPOJ,CC(N)c1ccccc1,[2]
WIXDIR,NCCN,[]
WIXDOX,c1c[nH]cn1,[]
WIXRUQ,C1CNCCN1,[1]
WIXVEH,CCCNCCC,[8]
WOBFAW,CC(C)NC(C)C,[4]
WOBFEA,CC(C)NC(C)C,[4]
WOBFOK,N=C(N)N,[4]
WOBVUE,CC(C)(CN)CN,[]
WOCJII,C1CN2CCN1CC2,[4]
WOCJOO,C1CN2CCN1CC2,[4]
WOCJUU,C1CN2CCN1CC2,[4]
WOCKAB,C1CN2CCN1CC2,[4]
WOCLIJ,NCCCCCN,[1]
WOCNEH,NCCN,[]
WODFIH,NCCN,[4]
WODPIO,NCCNCCNCCN,[1]
WOFKOS,N=C(N)N,[6]
WOFVOE,NCCN,[13]
WOFVUK,N=C(N)N,[13]
WOFWAR,CC(C)(C)N,[13]
WOFWEV,N=C(N)N,[13]
WOGDIH,CCN(CC)CC,[]
WOGDII,CNC,[2]
WOGDOO,CNC,[2]
WOGHOP,NCCCN1CCN(CCCN)CC1,"[4, 1]"
WOGHUV,C1CNCCN1,[1]
WOGKUY,CN,[6]
WOGLAF,CN,[1]
WOJQOD,N=C(N)N,[6]
WONRUM,NCCN,[1]
WOPVUT,c1ccncc1,[30]
WOPWAA,c1cc(-c2ccncc2)ccn1,[30]
WOQFOX,NCCN,[12]
WOQLUL,CN(C)CCN,[0]
WOQYUW,C1CNCCN1,"[4, 1]"
WORJOF,Cc1cccc(C)c1N,[1]
WORJUL,Cc1cccc(C)c1N,[1]
WORKAS,Cc1cccc(C)c1N,[1]
WOSBOV,C1CNCCN1,"[12, 1]"
WOSBUB,C1CNCCN1,"[12, 1]"
WOSMUO,NCCCN,[7]
WOVSUX,c1ccc2[nH]cnc2c1,[]
WOVVUB,Nc1ccccc1,[3]
WOVWEM,Cc1cccc(N)c1,[3]
WOWGUK,NCCCCCCN,[1]
WOXRIK,C1CNCCN1,[1]
WOXROQ,NCCN,[1]
WOXSAD,C1CCCNCC1,[1]
WOYHID,CCN(CC)CCN,[5]
WOYJID,NCCN,[1]
WOYJOJ,NCCCN,[1]
WOYPUX,CNC,[]
WOYXIT,CNC,[]
WOYXOZ,CNC,[]
WOYYAM,CNC,[26]
WOZLAY,c1ccncc1,[1]
WOZLEC,c1ccncc1,[1]
WUCROB,C1CN2CCN1CC2,[]
WUDBUU,c1ncn(CCCCCCn2cncn2)n1,[1]
WUDCAB,c1cn(CCCCCCn2ccnc2)cn1,[1]
WUDCEF,c1cn(CCCCCCn2ccnc2)cn1,[1]
WUDCIJ,c1cn(CCCCCCn2ccnc2)cn1,[1]
WUDYAV,NCCCN1CCN(CCCN)CC1,[1]
WUFBOR,c1cc(CCCc2ccncc2)ccn1,[1]
WUGCAC,C1CNCCN1,[1]
WUGFEJ,NCCCCCCN,[]
WUJHUF,c1cc(-c2ccncc2)ccn1,[]
WUKBIN,NCCN,[1]
WUKYUW,C1CCNC1,[]
WULPAV,CNC,[5]
WULQIF,CN(C)c1ccncc1,[]
WULQOL,CCNCC,[]
WUNJOE,C1CNCCN(CCN(CCN2CCNCCNCCNCC2)CCN2CCNCCNCCNCC2)CCNCCN1,[17]
WURNUS,C1CNCCN1,[2]
WURPAA,CC1CNCCN1,[2]
WURPEE,C1CN2CCN1CC2,[2]
WUSGIC,CN(C)CCCNCCCN(C)C,"[4, 1]"
WUSGOI,C1CNCCNC1,"[4, 1]"
WUTVUC,NCCN(CCN)CCN,[4]
WUWZOD,C1CN2CCN1CC2,"[12, 1]"
WUXMAD,CNCCN,[1]
WUXMEH,NCCCN,[1]
WUXMIL,CN(C)CCN,[1]
WUXRIR,CNC,[1]
WUXROX,CNC,[1]
WUZPUD,C(=Cc1ccncc1)c1ccncc1,[]
XABGUD,C1CNCCNC1,[1]
XABHAK,C1CNCCNC1,[1]
XABHEO,C1CNCCNC1,[1]
XACHUG,c1ccc2ncccc2c1,[1]
XACJAO,c1ccc2ncccc2c1,[1]
XACLOF,CCN,[7]
XACLUL,CCNCC,[7]
XACPEW,C1CNCCN1,"[4, 1]"
XACPOG,NCCN,[1]
XACPUM,NCCN,[1]
XACQAT,NCCCCN,[1]
XACQEX,N=C(N)N,[1]
XACQIB,C1CNCCN1,"[6, 4]"
XACQOH,C1CNCCN1,"[4, 1]"
XACTOK,C1CNCCN1,[2]
XAGLEY,Nc1ccccn1,[6]
XAGYUC,NCCN,"[14, 12]"
XAHWUZ,C1CNCCN1,[1]
XAJHUL,c1ccncc1,[1]
XAJJAT,c1c[nH]cn1,[1]
XAJZOY,CN(C)CCCCCCN(C)C,[1]
XAKBUH,CNCCCN,[1]
XAKCUH,NCCNCCNCCN,[1]
XAKDES,NCCNCCNCCN,[1]
XAKDIW,NCCNCCNCCN,[1]
XAKVEL,NCCN,[2]
XAKVUB,NCCN,[1]
XAMCUJ,N=C(N)N,[3]
XAPJOP,NCCN,[4]
XAPVIU,c1ccc(Nc2ccccn2)nc1,[]
XAQTEO,CC(N)CN,[1]
XAQTIS,CC(C)(N)CN,[1]
XAQTOY01,CC(N)CN,[1]
XAQYAP,N=C(N)N,[1]
XAVCUT,N=C(N)NN,[2]
XAVZEC,CC1CNCC(C)N1,"[4, 1]"
XAWBEE,NCCNCCN,[0]
XAWQAO,CCCN,[1]
XAXBAB,N=CN,[7]
XAXBEF,N=C(N)N,[7]
XAXJOX,NCCNCCN,[1]
XAXNUF,C1CNCCN1,[6]
XEBXOR,NCCN,[]
XEBXUX,NCCN,[]
XECJEW,CC1(N)CCC(N)C1(C)C,[1]
XECPAY,Nc1cccnc1,[4]
XEDGUI,NCCN,[]
XEDHIX,CN,[]
XEDWAF,N=C(N)N,[5]
XEHDEV,CCCCN,[0]
XEHZIW,CN(C)c1ccncc1,[]
XEJTUB,NCCN,[]
XEKZAQ,NCCN,[]
XELPEL,NCCN,[5]
XEMYUL,N=C(N)N,"[3, 4]"
XEMZIA,CCCCN,[13]
XENFEE,C1CNCCNC1,[17]
XENJAC,C1CNCCN1,[]
XENPIQ,CNC,[5]
XENYIA,C1CNCCN1,[2]
XEQFAB,CCNCC,[1]
XEQFEF,CCNCC,[1]
XESGIM,NCCCN,[1]
XESGOS,NCCCN,[1]
XESLIR,C1CNCCN1,[1]
XESZAX,C1CNCCN1,[1]
XETVOH,c1cc(-c2nc(-c3ccncc3)nc(-c3ccncc3)n2)ccn1,[]
XEVVEA,C1CN2CCN1CC2,"[0, 4]"
XEVVIE,NCCN(CCN)CCN,"[0, 4]"
XEVVUQ,NCCCNCCNCCCN,"[0, 4]"
XEVWAX,NCCN,"[0, 4]"
XEVWIF,N=C(N)N,[]
XEVWOL,N=C(N)N,[]
XEWZUU,c1ccc(Nc2ccccn2)nc1,[22]
XEXREX,NCCNCCN,[1]
XEXRUN,CN(C)CCN(C)C,[4]
XEXSAU,N=C(N)N,[4]
XIBFUM,Cc1ncc[nH]1,[]
XIBGAT,N=C(N)CCCC(=N)N,[]
XICCES,NCc1ccc(CN)cc1,[]
XICJUR,CNC,[7]
XICKEC,CCNCC,[7]
XICKOM,CN,[7]
XIFZEU,c1cc(CCCc2ccncc2)ccn1,[1]
XIFZIY,c1cc(CCCc2ccncc2)ccn1,[1]
XIFZOE,c1cc(CCCc2ccncc2)ccn1,[1]
XIGFAU,C1CNCCN1,[3]
XIHFEC,CNC,[3]
XIHFIG,CNC,[3]
XIHFOM,CNC,[3]
XIHFUS,CNC,[3]
XIHGAZ,CNC,[3]
XIHGED,CNC,[3]
XINBAA,Nc1ccccc1,[6]
XIQHIO,NCCN,[1]
XIRLER,CNC,[]
XIRYAZ,N=C(N)N,[]
XISGUB,NCCN,[]
XISKUF,NCCCN,[1]
XISLAM,NCCCN,[1]
XISVON,c1ccc2[nH]cnc2c1,[1]
XISZUU,CN1CCN(C)CC1,[1]
XITZIK,c1cc(CCCc2ccncc2)ccn1,"[4, 1]"
XIVBIP,CCCNCCC,[4]
XIWKUJ,NCCN1CCNCC1,[1]
XIWLAQ,NCCN1CCNCC1,[1]
XIWNAU,c1c[nH]cn1,"[3, 8]"
XIWYEH,C1CNCCN1,[1]
XIWYIL,C1CN2CCN1CC2,[1]
XIYYEL,CNC,[4]
XIZCIS,NCCCCCCN,[1]
XIZHET,NCCN,[1]
XMOPYC10,c1ccncc1,[]
XOCLAD,NCCNCCN,[1]
XODXIZ,N=C(N)N,[7]
XODYIA,Nc1ccncc1,[]
XOGPAL,c1ccc(C2C(c3ccccn3)C(c3ccccn3)C2c2ccccn2)nc1,[]
XOGPEP,c1cc(C2C(c3ccncc3)C(c3ccncc3)C2c2ccncc2)ccn1,[]
XOGPIT,c1ccc(C2C(c3ccncc3)C(c3ccccn3)C2c2ccncc2)nc1,[]
XOJZIF,NCCN,"[4, 1]"
XOJZOL,N=C(N)N,"[4, 1]"
XOJZUR,Nc1ccncc1,[1]
XOKPEV,CNC,[11]
XOLMAM,c1c[nH]cn1,[10]
XOLXII,C1CN2CCC1C2,[]
XOLXOO,C1CN2CCC1C2,[]
XOPGOZ,Nc1nc(N)nc(N)n1,[4]
XORCAI,NCCN,[1]
XORDEN,NCCNCCNCCN,[1]
XOSPEB,NCCN,[0]
XOSPUQ,CNCCNC,[1]
XOSQOL,CNC,[1]
XOSQUR,CNC,[1]
XOTGUI,CC(N)CN,"[4, 7]"
XOTYEL,NCCN,[]
XOWKAV,NCCN,[1]
XOXHEX,NCCN,[1]
XOXHIB,NCCN,[1]
XOXKAW,NCCN,[1]
XOZZES,CC1CNCC(C)N1,[]
XOZZIW,CN1CCN(C)CC1,[]
XUCKAJ,N=C(N)N,[10]
XUDMIS,c1ccncc1,[]
XUGJIU,CNC,[10]
XUGMAO,CNC,[1]
XUGMES,CNC,[1]
XUGWAY,C1N2CN3CN1CN(C2)C3,[]
XUJCIP,NCCNCCN,[0]
XULNAU,NCCNCCN,"[12, 1]"
XULRIG,Cc1ncc[nH]1,[8]
XULROM,c1ccc(-c2ncc[nH]2)cc1,[8]
XUNLUP,NCCCCCCN,[]
XUPJUP,c1cc(CCCc2ccncc2)ccn1,[]
XUQWEL,C1CNCCN1,[2]
XUQWIP,NCCN,[2]
XURCIY,Nc1cccc(N)n1,[4]
XUSJAW,C1CN2CCN1CC2,[3]
XUSJEA,NCCN,[3]
XUVGUQ,NCCCCCCN,[1]
XUWSUD,NCCNCCN,[1]
XUWTAK,NCCNCCN,[1]
XUWTEO,NCCNCCN,[1]
XUWTIS,NC1CCC(N)CC1,[]
XUWYUK,NC1CCC(N)CC1,[6]
XUXHON,c1cc(-c2ccncc2)ccn1,[1]
XUYLAG,Cc1n[nH]c(C)c1Cc1c(C)n[nH]c1C,[]
XUYRAK,N=C(N)N,[]
XUZFII,C1CNCCN1,[2]
XUZMUB,CN(C)CCN(C)C,[]
YABTIG,CC1(N)CCC(N)C1(C)C,[2]
YABTOM,CC1(N)CCC(N)C1(C)C,[2]
YABTUS,CC1(N)CCC(N)C1(C)C,[2]
YABVAA,CC1(N)CCC(N)C1(C)C,[2]
YABVAB,NC1CCCCC1N,[]
YABVEE,CC1(N)CCC(N)C1(C)C,[2]
YABVII,CC1(N)CCC(N)C1(C)C,[2]
YADDEN,c1cc(-c2ccncc2)ccn1,[1]
YADFIS,CNC,[1]
YADWIL,Nc1ccnc2ncnn12,[4]
YAGRON,C1CN2CCN1CC2,[1]
YALPOS,CN(C)c1ccccc1,[1]
YANVIV,CNN,[7]
YANWAO,CNN,[7]
YANWOC,CNN,[7]
YANXIX,CNN,[7]
YAPLEH,Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N,[]
YAPNUY,c1ccc(-c2ccccn2)nc1,[4]
YAQBUN,NCCN(CCN)CCN,[1]
YAQCAU,NCCCN,"[12, 1]"
YAQCEA,CC(CN)CCCN,[1]
YAQCIE,NCCN,[1]
YASJAF,NCCCCN,[]
YATQIV,c1c[nH]cn1,[]
YAXBAB,Nc1ccccn1,[1]
YEBKOG,CC(N)CN,[4]
YEBKUM,CC(N)CN,[4]
YEBLAT,NCCCN,[4]
YECPII,CN,[]
YECQUS,NCCN,[1]
YECTUX,CN,[5]
YEDDEQ,C1CNCCN1,[1]
YEDZOX,NCCCN,[]
YEFDUJ,NCc1ccccc1,[10]
YEGPIL,c1ccc2[nH]cnc2c1,[6]
YEGPOR,c1ccc2[nH]cnc2c1,[1]
YEGSEL,NCCCN1CCC1,[13]
YEGSOV,NCCCN1CCC1,[2]
YEGSUB,C1CNC1,[13]
YEGVAJ,CC(N)CN,[1]
YEHBOF,Nc1nc(N)nc(N)n1,[1]
YEHBUL,Nc1nc(N)nc(N)n1,[5]
YEJFAU,NCCN,[1]
YEJWAN,CNC,[]
YEJWER,CNC,[]
YEJWIV,CNC,[]
YEKDEA,c1cc(CCCc2ccncc2)ccn1,[]
YEKWET,c1nc[nH]n1,[1]
YEMTAO,c1c[nH]cn1,[12]
YEMZUO,C1CNCCN1,[12]
YENSOA,CN1CCN(C)CC1,[0]
YEPBIH,N=C(N)N,[15]
YEPFUU,C1CN2CCN1CC2,[6]
YEWKAP,CCNC,[7]
YEXWII,NCCCCCCN,[]
YEYHIU,c1ccc2[nH]c(CCCCc3nc4ccccc4[nH]3)nc2c1,[]
YEYYEJ,NCCCCN,[]
YEZKAS,C1CNCCNC1,"[2, 4]"
YEZRIF,NCCNCCN,[]
YIDHID,CC(N)c1ccccc1,[4]
YIDVUE,NCCNCCNCCN,[2]
YIHVOB,NCCCNCCNCCCN,[0]
YIJHAC,C1CNCCNC1,[1]
YIKLIP,Cc1ccc(N)cc1,[]
YIKQIS,c1cc(-c2ccncc2)ccn1,[1]
YIMJEK,c1c[nH]cn1,[6]
YIQKUE,C1CN2CCN1CC2,"[12, 1]"
YIQRUO,CCCCN,[1]
YIQSAV,CCNCC,"[5, 1]"
YIQSEZ,CNCCNC,"[5, 1]"
YIQSID,CCCCNCC,"[5, 1]"
YIQSOJ,CCNC1CCCCC1,"[5, 1]"
YIQSUP,CCNC(C)C,"[5, 1]"
YIQTAW,CCCNCC,"[5, 1]"
YIQTEA,CCCCNC,"[5, 1]"
YIQTIE,CCNC,"[5, 1]"
YIQTOK,CNCC(C)C,"[5, 1]"
YIQTUQ,CCCCCNC,"[5, 1]"
YIVFER,C1CN2CCN1CC2,[1]
YIVTUU,c1cc(CCCc2ccncc2)ccn1,[1]
YIVVAC,C(=Cc1ccncc1)c1ccncc1,[1]
YIXZEL,NCCNCCN,[1]
YIYSAD,CN(C)c1ccncc1,[5]
YOKVUR,CN(C)C(=N)NC(=N)N,[]
YOKWAY,CN(C)C(=N)NC(=N)N,[]
YOKWEC,CN(C)C(=N)NC(=N)N,[]
YOKXEC,CC1CNCCN1,[]
YOMVIG,c1c[nH]cn1,[1]
YONYOQ,CNC,[]
YOQXEJ,CN(C)CCN(C)C,"[14, 12]"
YORPUS,Cc1ncc[nH]1,[]
YORRII,c1ccncc1,[0]
YOTHOG,NCCN1CCNCC1,[]
YOTHUM,NCCCCCN,[]
YOVMII,CN(C)c1ccncc1,[0]
YOVMOO,CN(C)c1ccncc1,[0]
YOXXEP,NCCN,[]
YUFWAZ,CNC,[7]
YUFWED,CNC,[7]
YUGDAI,C1CN2CCN1CC2,[4]
YUGDEM,C1CN2CCN1CC2,[4]
YUGFEO,C1CN2CCN1CC2,[4]
YUHLIW,NCCN,[]
YUHWUV,Cc1cccc(-c2ccccn2)n1,[10]
YUJVOQ,CNC,[4]
YUJWAD,CNC,[4]
YUKTUU,N=C(N)N,[7]
YUKVAC,N=C(N)N,[7]
YUKVEG,N=C(N)N,[7]
YUKVIK,N=C(N)N,[7]
YUKVOQ,N=C(N)N,[7]
YUKVUW,N=C(N)N,[7]
YULBAJ,CCNCC,[1]
YUMHUK,NCCNCCN,[1]
YUMJAS,NCCNCCN,[1]
YUMJOG,c1cc(-c2ccncc2)ccn1,[5]
YUMZIQ,c1cc(CCCc2ccncc2)ccn1,[5]
YUNBEQ,N=C(N)N,[4]
YUNBIU,Nc1ccccn1,[4]
YUSTOX,CNC,[]
YUSVAL,CNC,[]
YUWVAN,C1CN2CCN1CC2,[1]
YUWVOB,CN,[]
YUWVUH,c1cc(-c2ccncc2)ccn1,[10]
YUWWAO,c1cc(-c2ccncc2)ccn1,[10]
YUXMEL,CCCN,[26]
YUXMIP,NCCCN,[26]
YUXMOV,NCCCCN,[26]
YUXMUB,NCCCCCCN,[26]
YUXNAI,C1CNCCN1,[26]
YUXNEM,C1CNCCN1,[26]
YUZSUH,C1CNCCN1,[1]
ZACCUB,CN(C)CCN(C)C,[1]
ZADHUK,CN(C)c1ccncc1,[]
ZAHDEU,Nc1ncnc2[nH]cnc12,[]
ZAJZES,NCCCCCCN,[0]
ZAKZUG,C1CNCCN1,[1]
ZALBAP,NCCCN1CCN(CCCN)CC1,[1]
ZALBET,C1CN2CCN1CC2,[1]
ZALBIX,C1CN2CCN1CC2,[1]
ZAQZOG,NCCN,[1]
ZASHUY,c1ccc(-c2cc[nH]n2)nc1,[]
ZAXYUS,C1CNCCN1,[]
ZAYRUO,c1cc(-c2ccncc2)ccn1,[5]
ZAYSAV,c1cc(-c2ccncc2)ccn1,[5]
ZAZNUL,NCCCCCCN,[1]
ZEBPOO,c1c[nH]cn1,[0]
ZECCUF,Nc1ccccc1,[]
ZEDMOM,CNC,[2]
ZEDNIH,CNC,[2]
ZEDNON,NCCN,[2]
ZEDNUT,NCCN,[2]
ZEDPAB,NCCN,[2]
ZEDPEF,NCCN,[2]
ZEDPIJ,NCCN,[2]
ZEDPOP,NCCN,[2]
ZEFMAA,c1cc(-c2ccncc2)ccn1,[4]
ZEHBUJ,C1CNCCN1,[1]
ZEHCAQ,C1CNCCN1,[1]
ZEJRAH,c1c[nH]cn1,[4]
ZENSUJ,c1cn(-c2cc(-n3ccnc3)cc(-n3ccnc3)c2)cn1,[]
ZEQMAL,c1ccc2[nH]c(CCCCc3nc4ccccc4[nH]3)nc2c1,[4]
ZEQMIR,N=C(N)N,[15]
ZERGOS,CCCN(CCC)CCC,[]
ZESLAK,CCCCCCN,[]
ZESQIX,c1ccc(-c2ccncc2)nc1,[]
ZESQOD,c1ccc(N=c2cccc[nH]2)nc1,[]
ZESQUJ,c1cc(-c2ccncc2)ccn1,[]
ZETMET,Cc1cccc(N2CCNCC2)c1C,[1]
ZEXCOU,NCCN,[1]
ZICKIH,CNC,[]
ZICKON,CNC,[]
ZIGLOT,CNC,[7]
ZILDUV,NCCCCCCN,[1]
ZILFAD,NCCCCCCN,[1]
ZILFEH,NCCCCCCN,[1]
ZITSEA,C1CNCCN1,[]
ZITWAD,CNC,[5]
ZIWKEV,NCCN,[]
ZIWKIZ,C1CNCCN1,[]
ZIXDAO,CN,[7]
ZIXDES,CNC,[7]
ZIXDIW,CN,[7]
ZOBPIR,CNC,[1]
ZOCHAD,C1N2CN3CN1CN(C2)C3,[]
ZODMUD,CNC,"[13, 3]"
ZODQOB,CNC,"[13, 3]"
ZODTOD,CC(N)CN,[]
ZOGRAO,NCCN,[1]
ZOHFUA,c1c[nH]cn1,[1]
ZOHNIV,c1cc(-c2ccncc2)ccn1,[2]
ZOLJEP,NCCCN,[]
ZOPDIT,NCCN,"[14, 12]"
ZOQFIW,NC1CCC(N)CC1,[1]
ZOQFOC,C1CNCCN1,[1]
ZOTTUX,C1CCNC1,[1]
ZOZBAR,NCCN,[2]
ZOZBEV,CCN(CC)CC,[]
ZUCQOF,CCC1=C(CC)c2nc1c1[nH]c(c(CC)c1CC)c1[nH]c(c3nc(c4[nH]c(c(CC)c4CC)c4[nH]c(c(CC)c4CC)c4[nH]c(c(CC)c4CC)c4[nH]c2c(CC)c4CC)C(CC)=C3CC)c(CC)c1CC,[]
ZULVAF,NCCN1CCNCC1,[1]
ZULVEJ,CN(C)CCCN,[1]
ZUNRAD,Cc1c(Cn2ccnc2)c(C)c(Cn2ccnc2)c(C)c1Cn1ccnc1,[]
ZUNREH,Cc1c(Cn2ccnc2)c(C)c(Cn2ccnc2)c(C)c1Cn1ccnc1,[]
ZURJII,C1CCNCC1,[4]
ZUSXOA,C1CN2CCN1CC2,[]
ZUSZAQ,N=C(N)N,[8]
ZUTBUN,CN1CCNCC1,[1]
ZUWVUI,CN1CCN(C)CC1,[0]
ZUWWAP,C1CNCCN1,[0]
ZUZHEH,C1CNCCN1,[]
