smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54,encoded_mdes_55,encoded_mdes_56,encoded_mdes_57,encoded_mdes_58,encoded_mdes_59,encoded_mdes_60,encoded_mdes_61,encoded_mdes_62,encoded_mdes_63,encoded_mdes_64,encoded_mdes_65,encoded_mdes_66,encoded_mdes_67,encoded_mdes_68,encoded_mdes_69,encoded_mdes_70,encoded_mdes_71,encoded_mdes_72,encoded_mdes_73,encoded_mdes_74,encoded_mdes_75,encoded_mdes_76,encoded_mdes_77,encoded_mdes_78,encoded_mdes_79,encoded_mdes_80,encoded_mdes_81,encoded_mdes_82,encoded_mdes_83,encoded_mdes_84,encoded_mdes_85
CN1CCN(C)CC1,-0.040612783,0.050236117,0.04374873,-0.07802811,0.06724732,-6.9490634e-06,8.907681e-05,0.021955196,-0.11498801,-0.01014299,0.01655968,0.030417483,-0.016072191,-0.08031379,-0.013257487,-0.11519365,0.091780774,0.033835977,0.039846927,0.045622304,-0.07960325,-0.0055806525,-0.07919037,-0.08780181,0.091659516,0.013852401,-0.11242508,0.05074709,-0.07240102,-0.0109130405,0.028606445,-0.02832856,-0.03692221,0.0056267167,0.032165654,-0.0393624,0.011513395,0.021306606,0.067726575,-0.03188386,0.003076896,-0.04329007,0.05851817,-0.09546578,-0.01989473,0.06413724,-0.010790626,0.09390095,-0.026456576,-0.04484651,0.057825297,0.012630685,0.07352266,0.0048666187,0.0382125,-0.07408267,-0.1299909,-0.05943954,0.08490224,0.025832139,0.06663838,0.1017004,-0.00831192,-0.13011222,0.07110807,0.01468799,0.06837181,0.05432058,-0.11859434,-0.017844701,0.031890914,0.049505554,-0.05316029,-0.046559054,-0.015870519,0.035097405,0.022548554,0.11472166,-0.0031172484,0.002629769,-0.0060542375,0.01737044,0.0077401297,-0.06089347,-0.043290205,-0.048755378
NCCCN,-0.04060688,0.050237603,0.043752097,-0.0780207,0.06725076,1.0398217e-06,8.6653046e-05,0.021962363,-0.11498963,-0.0101435715,0.016563328,0.030413384,-0.01607037,-0.080308355,-0.013254508,-0.11520145,0.09179641,0.033848427,0.03984223,0.045619905,-0.07960253,-0.005587183,-0.079186335,-0.08780096,0.09165895,0.013859597,-0.11242151,0.050748307,-0.07239679,-0.010913178,0.028608887,-0.028328117,-0.036923826,0.0056314715,0.03215277,-0.039371658,0.011503682,0.021301076,0.06772352,-0.031890478,0.0030711144,-0.04329108,0.05851464,-0.09546915,-0.019891914,0.06414037,-0.010795659,0.093897074,-0.02645531,-0.044844266,0.057809584,0.012639729,0.07351352,0.004866708,0.038221605,-0.074081734,-0.1299954,-0.059447613,0.084905304,0.02582839,0.066637546,0.101693556,-0.008317225,-0.13011238,0.07111956,0.014687353,0.06836184,0.054314904,-0.11859289,-0.017844597,0.031891126,0.049505077,-0.053154983,-0.046565093,-0.015860934,0.03509593,0.022555118,0.11472391,-0.0031187627,0.0026218127,-0.0060587376,0.017366178,0.007738957,-0.06089152,-0.043287177,-0.048759617
C1CNCCN1,-0.040610287,0.050235197,0.043755412,-0.078026116,0.067247376,-2.863817e-07,8.667121e-05,0.021958636,-0.11498911,-0.010144521,0.016563706,0.030416075,-0.016070783,-0.08031053,-0.013253722,-0.11519692,0.091787204,0.03384389,0.039844103,0.04562223,-0.07960125,-0.00557998,-0.07919133,-0.08779893,0.09166325,0.013857202,-0.11242246,0.05074861,-0.072399914,-0.0109102465,0.028607676,-0.028330818,-0.036921352,0.0056303996,0.032157183,-0.03936661,0.011507809,0.021303978,0.06772584,-0.031888723,0.0030707195,-0.043292392,0.058514655,-0.095467895,-0.01989574,0.06413719,-0.010792804,0.093899965,-0.026456472,-0.04484816,0.05781588,0.012633986,0.07351824,0.0048689283,0.038214214,-0.07408162,-0.12999415,-0.059443153,0.08490753,0.025831103,0.06664118,0.10169543,-0.00831604,-0.13010874,0.07111339,0.014690164,0.06836354,0.054316334,-0.11859381,-0.017844215,0.03188934,0.049504507,-0.053160414,-0.046563145,-0.015867345,0.035096157,0.022553146,0.11472064,-0.0031173434,0.002624073,-0.0060570277,0.017368192,0.0077389525,-0.060891997,-0.043286122,-0.04875754
Cc1ccncc1,-0.04062487,0.05023341,0.04374387,-0.078023605,0.06724059,1.13938e-05,8.2091894e-05,0.021945845,-0.114988305,-0.0101367,0.016541053,0.03042157,-0.016066793,-0.08031322,-0.01324467,-0.11517631,0.09178005,0.033846203,0.039852627,0.045627516,-0.07960082,-0.0056020096,-0.07918303,-0.08779745,0.09166136,0.013856338,-0.112416044,0.050740317,-0.072394535,-0.01090554,0.028614698,-0.028332047,-0.03692246,0.005595108,0.032149866,-0.039349936,0.011512678,0.021311393,0.06772505,-0.03188294,0.003070727,-0.04329578,0.058514282,-0.09547134,-0.019908467,0.06413901,-0.0107802935,0.093889065,-0.026442312,-0.04483697,0.05783235,0.012624595,0.07353264,0.004872028,0.038199455,-0.074094,-0.12999284,-0.059430923,0.08488774,0.02584723,0.066635124,0.10169756,-0.008315381,-0.13010311,0.07109901,0.014685244,0.06838079,0.054304946,-0.118588105,-0.017842362,0.031894155,0.049512353,-0.05317574,-0.04655017,-0.015879687,0.03510925,0.022550367,0.11472596,-0.0031327382,0.0026220446,-0.0060427785,0.017376013,0.007744491,-0.060889747,-0.04327871,-0.04875255
NCCN,-0.04060366,0.050237034,0.0437541,-0.078022435,0.06724622,1.8901192e-06,8.87732e-05,0.021964384,-0.1149893,-0.010148265,0.016566765,0.030411638,-0.016069986,-0.08030704,-0.013253411,-0.1152011,0.0917965,0.033846866,0.039842065,0.045624886,-0.0795958,-0.005586343,-0.07918882,-0.08780104,0.0916613,0.01386076,-0.112421095,0.050743096,-0.07239434,-0.010913858,0.028607322,-0.028333,-0.036926743,0.0056292713,0.03214911,-0.039370716,0.01150598,0.021301525,0.06772452,-0.031891868,0.0030699521,-0.04328719,0.05851412,-0.095472604,-0.019892398,0.06414036,-0.010796932,0.09390232,-0.026452597,-0.044845194,0.057808228,0.012644541,0.07351323,0.0048646927,0.03822107,-0.07408182,-0.12999603,-0.059447348,0.08490534,0.025828715,0.066637814,0.10169847,-0.008315682,-0.13011089,0.07111758,0.0146894185,0.068364546,0.05431641,-0.11859595,-0.017845115,0.031889495,0.049504694,-0.053155445,-0.046564735,-0.015861735,0.03509754,0.022555407,0.11472264,-0.0031201802,0.002619017,-0.006059509,0.017363725,0.0077401814,-0.06089358,-0.04328718,-0.048761584
NCCCCN,-0.04060945,0.050239168,0.043750964,-0.07802072,0.06725081,-1.8971041e-06,8.726958e-05,0.021959761,-0.11499117,-0.010142899,0.01656124,0.030414376,-0.016070373,-0.080310255,-0.013256328,-0.115199596,0.09179575,0.0338489,0.039843697,0.04561873,-0.079605654,-0.0055862777,-0.07918816,-0.08780035,0.09165644,0.013859326,-0.112423085,0.050750073,-0.07239705,-0.010915007,0.028607074,-0.028326768,-0.036922894,0.0056328983,0.03215613,-0.039371002,0.011502791,0.021299561,0.06772345,-0.031888865,0.0030727088,-0.04329415,0.058515925,-0.09546512,-0.01989055,0.064141914,-0.010795191,0.09389396,-0.026457481,-0.04484583,0.05781175,0.012636677,0.073514745,0.004867796,0.038220488,-0.0740815,-0.1299971,-0.059448395,0.08490507,0.025828127,0.06663754,0.10169079,-0.008317731,-0.1301124,0.071119964,0.014685002,0.06836292,0.05431477,-0.11859135,-0.017844034,0.03189328,0.049505245,-0.05315404,-0.046565883,-0.015861712,0.035094805,0.02255407,0.11472325,-0.0031192005,0.0026243115,-0.0060576536,0.017367717,0.00773846,-0.06089068,-0.043287076,-0.048756547
NCCCCCN,-0.040611736,0.05023858,0.04375156,-0.078020856,0.067251086,-1.439359e-06,8.7352935e-05,0.02195811,-0.11499005,-0.01014046,0.016562212,0.030414114,-0.016071994,-0.080312155,-0.013257375,-0.11519851,0.09179534,0.033849336,0.0398441,0.045617506,-0.07960853,-0.005587751,-0.079187825,-0.087798744,0.091656014,0.0138598755,-0.112424135,0.050750766,-0.07239738,-0.010915391,0.028608527,-0.028325558,-0.03692068,0.0056347037,0.032157682,-0.03937069,0.011501219,0.02129962,0.06772281,-0.031888947,0.0030727014,-0.0432954,0.05851553,-0.095462926,-0.019890862,0.06414237,-0.010794121,0.093891576,-0.02645759,-0.04484541,0.057813425,0.012634678,0.073516324,0.0048689805,0.038220346,-0.07408201,-0.12999633,-0.059447646,0.08490686,0.025827408,0.06663755,0.1016889,-0.008320317,-0.13011341,0.07111869,0.01468533,0.06836216,0.05431352,-0.11859061,-0.017846735,0.03189453,0.04950518,-0.053153824,-0.046567198,-0.015862148,0.035094716,0.022554152,0.114722714,-0.003119193,0.0026264563,-0.006057281,0.017370025,0.007737053,-0.06088971,-0.04328789,-0.048755467
CNC,-0.04060642,0.050240453,0.043749984,-0.07802731,0.06724223,-3.6368147e-06,8.77236e-05,0.02196337,-0.11498419,-0.010149337,0.016568348,0.030410744,-0.016069788,-0.08030823,-0.013254186,-0.115193576,0.09180073,0.03384991,0.039842483,0.045625605,-0.07960026,-0.005585974,-0.07919339,-0.087798595,0.09166471,0.013859372,-0.11242524,0.05074517,-0.0723903,-0.010918049,0.028599003,-0.028332256,-0.036933877,0.005632088,0.032157067,-0.039377518,0.011504728,0.0213017,0.067726865,-0.031883545,0.0030685738,-0.043291166,0.05851464,-0.09547326,-0.019893423,0.064136535,-0.010794011,0.09389736,-0.026451554,-0.044847317,0.057813138,0.012645534,0.07351798,0.00487094,0.038223766,-0.07407652,-0.12999764,-0.059448645,0.08490062,0.025824718,0.066635996,0.10169844,-0.00831157,-0.13011271,0.071119696,0.0146933375,0.06836949,0.054316975,-0.11859959,-0.017842956,0.031887703,0.049501672,-0.053149797,-0.046566,-0.015860204,0.03509432,0.02255516,0.114723325,-0.003130002,0.002623709,-0.00605819,0.017366108,0.007739424,-0.06089569,-0.043282554,-0.048761323
Cc1cccc(C)n1,-0.040625542,0.0502344,0.04374477,-0.07802223,0.06724404,8.360948e-06,8.152006e-05,0.021945162,-0.11498524,-0.010133629,0.016544098,0.030418623,-0.016069729,-0.080312714,-0.013248084,-0.11518055,0.09178071,0.033845253,0.039851766,0.045623045,-0.07960503,-0.00560515,-0.07918161,-0.087799616,0.09165968,0.013854723,-0.112417586,0.050744385,-0.07239921,-0.010905033,0.028615715,-0.028327387,-0.03691987,0.005603186,0.032152865,-0.039354064,0.011511097,0.02131268,0.067726284,-0.031886563,0.0030712932,-0.043294095,0.05851551,-0.09546988,-0.019907368,0.06413944,-0.010781291,0.09388848,-0.026444517,-0.04483512,0.0578307,0.012624158,0.07353088,0.004869409,0.03820502,-0.07409029,-0.12999168,-0.0594336,0.08488998,0.025843306,0.06663458,0.101696506,-0.008317899,-0.13010615,0.07110001,0.0146868,0.06837639,0.05430477,-0.11858761,-0.017844876,0.031896494,0.049511228,-0.053174477,-0.046550836,-0.015878081,0.03510735,0.022550493,0.114726424,-0.0031293035,0.0026224423,-0.006042745,0.017376103,0.007743716,-0.06088982,-0.043280974,-0.04875538
c1ccncc1,-0.040625475,0.05023268,0.043750137,-0.078026384,0.06723661,1.0991469e-05,7.8892335e-05,0.02194565,-0.1149867,-0.01013614,0.016540809,0.030422825,-0.01606508,-0.080313064,-0.013245134,-0.11517489,0.09178094,0.033844627,0.03985012,0.04562883,-0.07960065,-0.0055941306,-0.07918784,-0.08779586,0.09166576,0.013858244,-0.11241747,0.050740246,-0.07239812,-0.01090627,0.028607987,-0.02833442,-0.036924712,0.0055995933,0.03215345,-0.039352506,0.011511665,0.021310857,0.06772838,-0.03188442,0.0030710287,-0.04330204,0.058508247,-0.09547071,-0.019906051,0.06413694,-0.010784017,0.09388751,-0.026440449,-0.044842243,0.057830792,0.0126231825,0.073535874,0.0048726536,0.038199842,-0.07409362,-0.12999585,-0.05943154,0.08489568,0.025847815,0.06664106,0.10169518,-0.008315533,-0.13009998,0.07110408,0.014685755,0.06837798,0.054304488,-0.11859105,-0.017841829,0.031890836,0.04951056,-0.053174388,-0.046552107,-0.015881669,0.03510858,0.022550125,0.11472096,-0.0031345598,0.0026200665,-0.006039329,0.017375527,0.0077483593,-0.060890593,-0.043275386,-0.048752446
CCN,-0.040604394,0.050240725,0.043751016,-0.07802229,0.06724584,2.9057264e-06,8.733617e-05,0.021962613,-0.114983305,-0.010146151,0.016567446,0.030408058,-0.016071439,-0.08030682,-0.013252711,-0.1151964,0.091802016,0.033852503,0.03984244,0.045625195,-0.0795974,-0.0055945963,-0.07918689,-0.08779903,0.09166296,0.013862446,-0.11242059,0.050743323,-0.07238988,-0.010915251,0.028609002,-0.028332353,-0.036929592,0.0056257737,0.032148283,-0.039372336,0.0115030855,0.021301534,0.06772448,-0.03188898,0.0030671954,-0.04328954,0.058514968,-0.09547294,-0.019895677,0.064140595,-0.010795494,0.09389557,-0.026449561,-0.044842027,0.057811745,0.012644442,0.07351655,0.004867971,0.03822199,-0.07408127,-0.12999743,-0.059447944,0.084898785,0.025828253,0.066635355,0.10169624,-0.00831664,-0.13011205,0.071116485,0.01469203,0.068366975,0.05431346,-0.11859412,-0.017846255,0.031891398,0.049503457,-0.05315436,-0.04656625,-0.0158614,0.03509865,0.022555752,0.11472403,-0.0031256285,0.0026206803,-0.0060594454,0.017366562,0.0077396203,-0.06089365,-0.043285254,-0.048762474
NCCCCCCN,-0.04061347,0.050237834,0.043752972,-0.07802021,0.06725104,-2.9141083e-06,8.725049e-05,0.02195605,-0.11499078,-0.010139224,0.016562125,0.030415056,-0.016073082,-0.08031434,-0.01325967,-0.115197785,0.09179245,0.033848092,0.039843757,0.045614958,-0.07961197,-0.005587559,-0.07918825,-0.087798476,0.091654025,0.013859366,-0.112425014,0.050752215,-0.072399616,-0.0109157115,0.028608557,-0.028325673,-0.03691756,0.0056393454,0.03216118,-0.039370462,0.011500919,0.021299403,0.06772335,-0.031890005,0.0030739084,-0.04329668,0.058515016,-0.09545961,-0.019890184,0.064143956,-0.010794334,0.0938901,-0.026460312,-0.04484581,0.057814743,0.012631704,0.07351693,0.0048692115,0.03821949,-0.0740812,-0.12999511,-0.059448484,0.08490881,0.025826523,0.06663835,0.10168771,-0.008322269,-0.130113,0.07111794,0.014683821,0.06836106,0.054312333,-0.11858998,-0.017847579,0.03189661,0.049504407,-0.05315439,-0.046568677,-0.015863195,0.035093423,0.02255284,0.11472198,-0.003116874,0.002628427,-0.006055452,0.017372038,0.007736392,-0.060888976,-0.04328895,-0.048753165
N=C(N)N,-0.040614143,0.050218552,0.04375066,-0.07802281,0.067241326,8.061528e-06,9.353878e-05,0.0219607,-0.11498415,-0.010130478,0.016569836,0.030414455,-0.016080432,-0.08032171,-0.013260368,-0.115191,0.09177881,0.033826835,0.039847445,0.045627683,-0.07959838,-0.005609177,-0.07917993,-0.087798916,0.091652736,0.0138593,-0.11242441,0.050718874,-0.07239717,-0.010908581,0.028629305,-0.02833229,-0.0369151,0.0056132255,0.032150555,-0.039351866,0.011506567,0.021307372,0.06771597,-0.031887982,0.0030746832,-0.043273844,0.058512136,-0.09545494,-0.019903574,0.0641481,-0.010786968,0.09391031,-0.026448797,-0.044833206,0.057829425,0.012628218,0.07352015,0.0048634186,0.038209647,-0.07409109,-0.12997195,-0.05942618,0.084907144,0.025837135,0.06662969,0.10170576,-0.00832358,-0.13011628,0.07108695,0.014691315,0.068380445,0.05430521,-0.11859326,-0.017856898,0.03190302,0.049507562,-0.053166214,-0.0465581,-0.015874706,0.0350997,0.022543514,0.11472576,-0.0031140652,0.0026306408,-0.0060528666,0.017379574,0.00773716,-0.060889896,-0.04330274,-0.048760414
C1CN2CCN1CC2,-0.04061423,0.05022469,0.043751046,-0.078033835,0.06724066,2.8964132e-06,8.360902e-05,0.02195464,-0.11498812,-0.010140854,0.016556691,0.030416477,-0.01607439,-0.08031636,-0.013251895,-0.11519381,0.09177784,0.033824563,0.03984958,0.045625385,-0.07959676,-0.0055883117,-0.079185694,-0.08780354,0.091661096,0.013846911,-0.112424366,0.05073402,-0.072408825,-0.010906611,0.028605165,-0.028323606,-0.036926433,0.005619244,0.03216182,-0.039360873,0.011517195,0.021321902,0.06772904,-0.031883467,0.0030746795,-0.043282308,0.058519565,-0.0954667,-0.019896867,0.06413162,-0.010788117,0.093910694,-0.02644227,-0.044845372,0.057830766,0.01263624,0.07353156,0.0048599765,0.038214356,-0.07407735,-0.12998596,-0.059435576,0.08490716,0.025835134,0.06664121,0.10170294,-0.008314226,-0.13011599,0.07110623,0.01468896,0.06837803,0.054313608,-0.11859631,-0.017847866,0.031890385,0.04950295,-0.05316414,-0.0465494,-0.015877195,0.0350985,0.022554023,0.114723414,-0.0031164866,0.0026310673,-0.006051846,0.017368546,0.007734594,-0.06089228,-0.043286353,-0.048760034
c1cnc2cccnc2c1,-0.040635034,0.050219715,0.043746863,-0.078033805,0.067224525,1.0353979e-05,7.096212e-05,0.021933299,-0.11499176,-0.0101227,0.01652314,0.030437522,-0.01605589,-0.080321625,-0.013248777,-0.115156844,0.09175874,0.033830825,0.039844602,0.04563572,-0.079605475,-0.005592089,-0.07918617,-0.087800965,0.09166773,0.0138475755,-0.112417564,0.05073113,-0.07240832,-0.01090648,0.028608575,-0.028337277,-0.03692279,0.0055879666,0.032170333,-0.03934049,0.011529472,0.021323327,0.067736745,-0.031889476,0.0030760542,-0.043301992,0.058493115,-0.09547269,-0.019911814,0.06413129,-0.010788997,0.09388609,-0.026439786,-0.044840995,0.057841633,0.012607998,0.07355833,0.004869923,0.038182214,-0.07411015,-0.12998632,-0.05942037,0.08489845,0.02586101,0.06663796,0.101703,-0.008316498,-0.13009354,0.0710956,0.014680528,0.068386376,0.054295707,-0.118599765,-0.01784056,0.031887315,0.04951272,-0.05319101,-0.046538796,-0.015890095,0.035116404,0.022544835,0.1147212,-0.003134599,0.0026200656,-0.0060156323,0.017382648,0.0077593485,-0.060897484,-0.043280557,-0.04874662
CCCN(CCC)CCC,-0.040617224,0.050239537,0.043748133,-0.07802707,0.06724897,-8.980744e-06,8.9788344e-05,0.021950398,-0.11497917,-0.010138078,0.016567761,0.030412946,-0.016080499,-0.08031852,-0.013258433,-0.11519802,0.09178774,0.033844907,0.039846405,0.045616597,-0.079610854,-0.005588809,-0.07918895,-0.087795846,0.09165984,0.013855216,-0.112427264,0.050754547,-0.07239525,-0.010918086,0.028614473,-0.028329842,-0.036917172,0.0056380345,0.03216554,-0.039365564,0.01150471,0.021303259,0.067726515,-0.03188587,0.003075745,-0.043290894,0.058523323,-0.09546404,-0.0198969,0.06413723,-0.01079105,0.093894206,-0.026457865,-0.044843715,0.057828978,0.012634172,0.073519446,0.0048702806,0.038217098,-0.07407795,-0.12999286,-0.05944331,0.08490197,0.02582756,0.06663738,0.10169412,-0.008317031,-0.13011879,0.07110971,0.014695206,0.068365805,0.054319713,-0.11859514,-0.017850097,0.0318997,0.049501125,-0.053155586,-0.04656787,-0.015864149,0.03509493,0.022552853,0.114726886,-0.0031180643,0.0026323916,-0.0060582235,0.01737826,0.0077327765,-0.060892105,-0.043294337,-0.048757683
CC1CNCCN1,-0.040614594,0.05023489,0.04375072,-0.07802242,0.067249894,6.784685e-07,8.632522e-05,0.02195285,-0.11498612,-0.010138781,0.016558535,0.030416572,-0.016072907,-0.08031424,-0.013253687,-0.11519223,0.0917846,0.03384832,0.039848484,0.04562038,-0.079605624,-0.0055902265,-0.07918659,-0.087795824,0.09165971,0.013857761,-0.11242333,0.050751496,-0.072395526,-0.010910915,0.028613046,-0.028329954,-0.036919147,0.0056206435,0.032156125,-0.039360978,0.011505781,0.021303426,0.0677237,-0.031885132,0.003070373,-0.043296486,0.05851668,-0.09546496,-0.01989871,0.06413983,-0.010789277,0.09389211,-0.026455212,-0.04484666,0.057823922,0.012628221,0.07352327,0.0048727132,0.03821188,-0.07408567,-0.12999234,-0.059439607,0.08490124,0.02583468,0.066638604,0.10169108,-0.008318424,-0.13011059,0.071107864,0.014689053,0.06836767,0.054311983,-0.118589655,-0.017845921,0.031895287,0.049507022,-0.053162694,-0.04656256,-0.01587068,0.035099573,0.02255244,0.11472225,-0.0031205285,0.0026282035,-0.006055843,0.017372955,0.00773551,-0.06088863,-0.04328517,-0.048754856
c1cc(-c2ccncc2)ccn1,-0.04063844,0.050218746,0.043744426,-0.07803469,0.06722208,1.14114955e-05,6.898772e-05,0.021928523,-0.11499307,-0.010124807,0.016519202,0.030438052,-0.016055468,-0.08032509,-0.013244178,-0.11515711,0.09175673,0.033824384,0.03984718,0.045641534,-0.07959901,-0.005593803,-0.079187416,-0.087801635,0.09166948,0.013850983,-0.1124152,0.05072166,-0.072408825,-0.010903321,0.028605694,-0.02833568,-0.03692365,0.0055827643,0.03216526,-0.039336596,0.01152733,0.021327738,0.06774166,-0.031890612,0.0030775815,-0.043304972,0.058493324,-0.095467865,-0.019914137,0.06413317,-0.010791166,0.09388594,-0.026435588,-0.044844925,0.057843335,0.012602624,0.07356332,0.004866522,0.038176257,-0.074104466,-0.12998912,-0.059420016,0.08490018,0.025866497,0.06664334,0.10170241,-0.008317236,-0.1300934,0.07109397,0.014677099,0.0683922,0.054292165,-0.11859694,-0.017839704,0.031889968,0.049508277,-0.053192794,-0.04653552,-0.015893366,0.03511502,0.022547599,0.11471741,-0.0031326804,0.0026201922,-0.0060099177,0.017388169,0.007762208,-0.060900673,-0.04328314,-0.048748635
C1CC2CCC1CNC2,-0.040621743,0.050232086,0.043744415,-0.07802914,0.06725581,-3.908295e-06,9.0335496e-05,0.021946646,-0.11498885,-0.0101366,0.01656134,0.030418476,-0.016078461,-0.08031538,-0.013256216,-0.11519798,0.09178214,0.033835314,0.03985142,0.045618497,-0.07961076,-0.0055901855,-0.079183854,-0.087799504,0.09165807,0.013852054,-0.112424,0.050751038,-0.07240648,-0.010906946,0.028612744,-0.0283175,-0.03691709,0.0056268293,0.032163866,-0.039360914,0.0115085,0.021312747,0.06772388,-0.031887136,0.0030762628,-0.043287747,0.058525056,-0.09545878,-0.019896897,0.0641351,-0.0107846055,0.0938969,-0.0264525,-0.044843197,0.057827607,0.012628229,0.073527016,0.004865177,0.03821899,-0.074081704,-0.12998983,-0.05943375,0.08490757,0.025833702,0.06663644,0.101694584,-0.008315064,-0.13012378,0.071105555,0.014688824,0.068368316,0.054316655,-0.11858797,-0.017852047,0.031897753,0.049508747,-0.0531609,-0.046558924,-0.015867095,0.035095856,0.022551838,0.11472428,-0.0031193309,0.002632305,-0.0060579553,0.017373294,0.007730623,-0.06088833,-0.043290567,-0.048757747
c1c[nH]cn1,-0.040623195,0.05022999,0.043750018,-0.07802627,0.067235366,1.2906268e-05,7.989025e-05,0.02194999,-0.11499197,-0.010137777,0.0165446,0.03042214,-0.016063284,-0.08031443,-0.013246017,-0.11517528,0.09178184,0.033841178,0.039848205,0.045627967,-0.07960282,-0.0055884607,-0.07918874,-0.08779448,0.09166452,0.013860954,-0.11241831,0.05073651,-0.072401576,-0.010908153,0.028605925,-0.028332852,-0.036925428,0.0056084823,0.032155637,-0.039353423,0.011510065,0.021309711,0.06772643,-0.03188326,0.0030735135,-0.043305114,0.05850381,-0.09546633,-0.019902235,0.0641381,-0.01078441,0.09388591,-0.026441604,-0.044843793,0.057828967,0.0126215,0.07353614,0.0048721656,0.0381997,-0.07409312,-0.12999353,-0.059434004,0.08490318,0.025845498,0.06664351,0.101693586,-0.008321676,-0.13010143,0.071104646,0.0146809565,0.0683788,0.054303963,-0.11859137,-0.017844947,0.031888843,0.049509734,-0.05316838,-0.046556238,-0.015880115,0.035106003,0.022549823,0.11471842,-0.0031307507,0.0026244065,-0.0060410276,0.017377203,0.007749505,-0.060893185,-0.04328037,-0.048751228
c1ccc(N=C(Nc2ccccc2)Nc2ccccc2)cc1,-0.040641733,0.050201733,0.043742664,-0.07803434,0.067222185,1.1139084e-05,6.1420724e-05,0.02192466,-0.11499496,-0.010112525,0.016514076,0.03044673,-0.016056698,-0.08034042,-0.013250424,-0.11515446,0.091739014,0.03381353,0.039844304,0.04564135,-0.07960414,-0.0055932254,-0.07918136,-0.087801635,0.09166397,0.013846869,-0.11241593,0.05071459,-0.07241452,-0.010902997,0.028612195,-0.028331362,-0.036912713,0.0055863196,0.032173865,-0.039329104,0.011528805,0.021336246,0.06774406,-0.031890724,0.0030825213,-0.043309513,0.0584869,-0.0954544,-0.019912522,0.06413481,-0.010798576,0.09388341,-0.026440017,-0.044850636,0.057852767,0.012582371,0.07357758,0.004867103,0.038165387,-0.074105516,-0.12997589,-0.059418138,0.084914036,0.025874238,0.06664891,0.101696745,-0.00832966,-0.13009897,0.071088985,0.014670723,0.06839388,0.054281756,-0.11859727,-0.017843403,0.031894937,0.049502287,-0.053197592,-0.04653413,-0.015895724,0.03511324,0.02254742,0.11471493,-0.0031177234,0.0026316894,-0.0059977174,0.017400503,0.007759956,-0.060903914,-0.043293096,-0.04874522
Nc1ccccc1N,-0.040623184,0.050226238,0.043743856,-0.07802446,0.0672403,9.186566e-06,8.240668e-05,0.021946687,-0.114999644,-0.010135298,0.016539453,0.03042798,-0.016062178,-0.080317445,-0.013249287,-0.11517966,0.09177427,0.033832975,0.039846614,0.045631338,-0.07959905,-0.0055910517,-0.079185404,-0.08780421,0.09165799,0.013856686,-0.11241469,0.050730877,-0.07240276,-0.010905106,0.028610207,-0.02832926,-0.036918417,0.0056042145,0.0321565,-0.03934924,0.011515839,0.02131442,0.06772941,-0.031891234,0.003078755,-0.043296263,0.05850579,-0.09546304,-0.019901264,0.06414294,-0.01079077,0.0938934,-0.026447292,-0.044841435,0.057823807,0.012615715,0.073538005,0.0048651583,0.038197733,-0.07409467,-0.1299906,-0.059432838,0.084905535,0.025849959,0.0666406,0.10170025,-0.008321114,-0.1301054,0.07110223,0.01467619,0.06837933,0.0543039,-0.118590444,-0.017843815,0.03189421,0.04950991,-0.05317752,-0.046551496,-0.015875854,0.035107322,0.022549946,0.11471981,-0.0031239856,0.0026228232,-0.0060319677,0.017378382,0.007750783,-0.06089541,-0.043287963,-0.04874992
