smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54,encoded_mdes_55,encoded_mdes_56,encoded_mdes_57,encoded_mdes_58,encoded_mdes_59,encoded_mdes_60,encoded_mdes_61,encoded_mdes_62,encoded_mdes_63,encoded_mdes_64,encoded_mdes_65,encoded_mdes_66,encoded_mdes_67,encoded_mdes_68,encoded_mdes_69,encoded_mdes_70,encoded_mdes_71,encoded_mdes_72,encoded_mdes_73,encoded_mdes_74,encoded_mdes_75,encoded_mdes_76,encoded_mdes_77,encoded_mdes_78,encoded_mdes_79,encoded_mdes_80,encoded_mdes_81,encoded_mdes_82,encoded_mdes_83,encoded_mdes_84,encoded_mdes_85
NC1CCCC1,-0.04061272,0.05023822,0.043746065,-0.07801987,0.06725111,2.442859e-06,8.7131746e-05,0.021957647,-0.11498835,-0.010137591,0.016558938,0.030411955,-0.01607192,-0.08031403,-0.013250912,-0.11519806,0.09179417,0.033851836,0.03984859,0.0456169,-0.07960647,-0.005593788,-0.07918665,-0.08779762,0.09165821,0.013857926,-0.11242173,0.050750364,-0.07239527,-0.010912767,0.028613677,-0.028326955,-0.036921784,0.005623865,0.032154486,-0.039363887,0.011500467,0.021300722,0.067723185,-0.03188456,0.003071867,-0.043296315,0.058516987,-0.095464855,-0.019897718,0.06414053,-0.01079096,0.09388834,-0.026454765,-0.04484326,0.057820924,0.0126328375,0.07351854,0.004870683,0.038216475,-0.07408102,-0.12999642,-0.05944579,0.08490026,0.025832973,0.06663824,0.10168803,-0.008320205,-0.13011448,0.07111497,0.01468696,0.06836743,0.05430991,-0.11858695,-0.017844368,0.031898987,0.04950554,-0.05315671,-0.046565376,-0.015864909,0.035097558,0.022555163,0.11472568,-0.0031220503,0.0026284112,-0.0060572326,0.01737396,0.0077369455,-0.060889203,-0.043289464,-0.048757296
c1ccc2[nH]c(-c3ccncc3)nc2c1,-0.040644616,0.050212022,0.043741703,-0.07803768,0.067214414,1.054164e-05,6.11078e-05,0.021922022,-0.11499629,-0.010113848,0.016505899,0.03044475,-0.016049702,-0.08033526,-0.013245167,-0.11514586,0.09174876,0.033821046,0.03984885,0.04564438,-0.079603195,-0.0055946074,-0.07918733,-0.08779946,0.09166804,0.013846842,-0.1124184,0.050716367,-0.07241277,-0.010906739,0.028603332,-0.028333522,-0.036926515,0.005573529,0.032174796,-0.039331026,0.011529857,0.021331511,0.06774457,-0.031887565,0.00307969,-0.04331585,0.0584839,-0.0954612,-0.01991515,0.06413141,-0.010796372,0.093875885,-0.02643355,-0.044849925,0.05785258,0.012590859,0.07357884,0.0048683174,0.038166262,-0.07411209,-0.1299876,-0.05941703,0.08490297,0.02587485,0.0666451,0.10169452,-0.008322064,-0.13009103,0.071095355,0.01466976,0.06839935,0.05427969,-0.11859772,-0.017836604,0.0318919,0.04950926,-0.053195473,-0.04652985,-0.015900418,0.035117343,0.022546533,0.114715725,-0.0031345244,0.0026247138,-0.005998604,0.017394297,0.0077659115,-0.06090127,-0.043284416,-0.048744008
Nc1cccc(N)n1,-0.040625434,0.050224803,0.043745313,-0.078023285,0.06724136,7.738359e-06,7.991353e-05,0.02194317,-0.11500176,-0.01012923,0.01653333,0.030430946,-0.01605969,-0.08031827,-0.013253594,-0.11517742,0.091770075,0.033830225,0.039844982,0.045629017,-0.07960533,-0.0055900086,-0.079187155,-0.08780435,0.091653965,0.013855907,-0.112415895,0.05073056,-0.0724089,-0.010905713,0.028608333,-0.028327659,-0.036916338,0.0056047826,0.032162726,-0.03934827,0.011516247,0.021312919,0.067731455,-0.031892203,0.0030821636,-0.043301694,0.05850012,-0.09545761,-0.01990077,0.064145,-0.010791982,0.09388879,-0.026450299,-0.04484305,0.05782592,0.01260585,0.07354226,0.004864756,0.03819659,-0.07409823,-0.12999025,-0.059432223,0.08490878,0.025851421,0.06664282,0.10169909,-0.008322839,-0.13010442,0.071101025,0.014671934,0.06837996,0.05430201,-0.118591495,-0.01784389,0.031896967,0.049510635,-0.0531796,-0.046549793,-0.015877973,0.035106886,0.022545641,0.11471865,-0.0031234566,0.0026240963,-0.006024342,0.017382603,0.007755405,-0.060894094,-0.043289218,-0.048746508
CCCCCCCCCCCCN,-0.040620383,0.050235357,0.043748617,-0.07802358,0.06724972,-6.2147155e-06,9.0577174e-05,0.021946725,-0.11498926,-0.010132561,0.016564755,0.030418798,-0.016078018,-0.080324195,-0.013263632,-0.115193404,0.09178325,0.03384602,0.03984324,0.045613434,-0.07962069,-0.0055913813,-0.079188995,-0.08779484,0.0916523,0.013856188,-0.1124261,0.050751895,-0.072398335,-0.010918841,0.028618818,-0.02832809,-0.03690809,0.005643056,0.032170564,-0.039363377,0.011503577,0.021300225,0.06772306,-0.031890012,0.0030767545,-0.04329422,0.058516514,-0.09545326,-0.019896101,0.06414358,-0.01079212,0.09388673,-0.026466694,-0.04484301,0.057827003,0.012622486,0.07352348,0.0048718713,0.038210586,-0.07408462,-0.12999035,-0.059444934,0.08490795,0.025827803,0.06663449,0.10168968,-0.00832523,-0.13011816,0.07110745,0.014685021,0.06836416,0.054311767,-0.11859146,-0.017852725,0.03190438,0.049502265,-0.053158883,-0.046571113,-0.0158622,0.03509257,0.022549989,0.114725456,-0.0031138994,0.002636957,-0.0060515925,0.017384082,0.007732652,-0.06088967,-0.043299504,-0.0487487
CCCC(C)N,-0.040609416,0.05024131,0.043746658,-0.07801888,0.067254975,-4.5634806e-08,8.840533e-05,0.02195814,-0.114982955,-0.010139778,0.01656442,0.030409273,-0.016076237,-0.08030969,-0.013254164,-0.11520332,0.09180059,0.03385611,0.039847977,0.045616683,-0.07960625,-0.0055969805,-0.07918294,-0.087796964,0.091657996,0.013858998,-0.112423226,0.050755143,-0.07239075,-0.010915436,0.028614622,-0.028326206,-0.036923885,0.005626331,0.032150216,-0.03936901,0.0114991125,0.021299446,0.0677215,-0.031885494,0.0030694082,-0.043291293,0.05852338,-0.09546848,-0.01989445,0.06413956,-0.010792161,0.09389067,-0.026453003,-0.044842616,0.057817318,0.012641841,0.07351457,0.0048696063,0.038225215,-0.07408042,-0.12999749,-0.059446637,0.08489758,0.025828319,0.066634834,0.10168809,-0.008316927,-0.13011877,0.07111776,0.01469127,0.068363704,0.054314926,-0.11858905,-0.017846143,0.0318976,0.049505703,-0.053152297,-0.046566576,-0.015859611,0.035097104,0.022557162,0.1147282,-0.0031231102,0.0026260428,-0.0060642697,0.0173686,0.0077319094,-0.06088742,-0.043286934,-0.048760902
CNCCCN,-0.040611565,0.050242677,0.04375057,-0.07802133,0.06725151,-2.892688e-06,8.721044e-05,0.021959124,-0.1149849,-0.010143003,0.016564243,0.03041194,-0.016073015,-0.08030972,-0.0132568795,-0.11519552,0.09179751,0.03385482,0.039844982,0.045617573,-0.07960832,-0.005588241,-0.079188436,-0.08779674,0.09165848,0.013860403,-0.11242366,0.05075618,-0.0723923,-0.010915998,0.028607702,-0.028326944,-0.036923118,0.0056330375,0.032156654,-0.039372332,0.01150034,0.021298397,0.06772308,-0.03188432,0.0030704811,-0.043296494,0.058518745,-0.09546709,-0.019892603,0.064140625,-0.010791261,0.09388906,-0.026456758,-0.044844985,0.057815112,0.012636238,0.073516,0.00487398,0.038220927,-0.07408096,-0.12999791,-0.059448406,0.08490051,0.025826126,0.06663746,0.101689026,-0.008318011,-0.13011317,0.07111843,0.014690324,0.068362094,0.054315735,-0.11859079,-0.01784519,0.031892423,0.049504247,-0.053152565,-0.046568625,-0.015860416,0.035095304,0.022554254,0.11472399,-0.0031237956,0.0026263818,-0.006059788,0.017369194,0.0077360785,-0.06089073,-0.043283924,-0.04875627
CN(CCCN)CCCN,-0.04061517,0.050238043,0.04375147,-0.07802448,0.06724868,-6.3329935e-06,8.901162e-05,0.021952983,-0.11498869,-0.010141329,0.01656284,0.030417787,-0.016073488,-0.08031579,-0.013259865,-0.115195274,0.09178673,0.03384561,0.039844807,0.045616936,-0.07961242,-0.0055854395,-0.079191014,-0.08779779,0.091655955,0.013856722,-0.112426236,0.05075239,-0.07239824,-0.010915341,0.028607937,-0.028327394,-0.03691694,0.0056381915,0.03216506,-0.039369464,0.011506405,0.021301636,0.0677258,-0.031888235,0.003074795,-0.043294415,0.058517277,-0.095462024,-0.019892957,0.06414046,-0.010791323,0.09389445,-0.026461102,-0.044846524,0.057819378,0.012630336,0.07352013,0.004870016,0.038216908,-0.07408123,-0.12999386,-0.059445947,0.08490619,0.025826432,0.06663738,0.10169369,-0.008319195,-0.13011464,0.071112424,0.014687362,0.06836401,0.05431669,-0.11859492,-0.017848015,0.03189572,0.04950367,-0.053157125,-0.046565678,-0.015863918,0.035094798,0.022552302,0.11472346,-0.0031183586,0.0026304433,-0.0060541183,0.0173732,0.0077353893,-0.060891263,-0.043289505,-0.048752755
Cc1nc2ccccc2[nH]1,-0.040634587,0.050218876,0.043741517,-0.07803112,0.067229755,1.4060177e-05,7.315539e-05,0.021930741,-0.11499186,-0.010123653,0.016523432,0.030431662,-0.016058974,-0.080323,-0.013243645,-0.11516166,0.091762714,0.033829957,0.03985278,0.045638587,-0.07960054,-0.00560306,-0.07918055,-0.08779826,0.091666155,0.013853398,-0.112414666,0.05072259,-0.072406515,-0.010902334,0.02861326,-0.028329901,-0.036924295,0.0055790795,0.032157768,-0.039334558,0.011519965,0.021324214,0.06773353,-0.03188808,0.0030742064,-0.04330437,0.058498997,-0.0954648,-0.01991354,0.064136036,-0.010788159,0.09388217,-0.026432488,-0.04484097,0.057845,0.012607081,0.07355887,0.0048659705,0.03818126,-0.07410569,-0.1299893,-0.05941816,0.08489571,0.025866684,0.06664056,0.10169583,-0.008318633,-0.13009885,0.07109173,0.014677106,0.068391606,0.054289706,-0.118588895,-0.017844824,0.031894527,0.049512193,-0.053186666,-0.046538144,-0.015892733,0.03511425,0.022548908,0.114718854,-0.0031321328,0.0026228214,-0.0060231015,0.017386822,0.007755974,-0.06089517,-0.043284968,-0.048752125
Nc1cc2nc3ccccc3nc2cc1N,-0.04064138,0.050213553,0.043739475,-0.078033954,0.067215465,1.1229888e-05,6.786361e-05,0.021925397,-0.115004756,-0.010121986,0.016509581,0.030444138,-0.016047284,-0.08033562,-0.013241557,-0.1151499,0.09175026,0.033813376,0.039843205,0.04564476,-0.07959688,-0.0055877417,-0.07919047,-0.08780709,0.09166561,0.013849114,-0.11241372,0.05071437,-0.07241452,-0.010904908,0.028601494,-0.028337356,-0.03692069,0.005585328,0.032175913,-0.039331846,0.011531003,0.02133274,0.0677461,-0.031894915,0.00308498,-0.043313146,0.05847945,-0.09546097,-0.019911865,0.06413664,-0.010797831,0.09388216,-0.026441146,-0.044846475,0.057844445,0.012589409,0.07357372,0.004866753,0.03816542,-0.07410723,-0.12998748,-0.05942329,0.084910795,0.025874075,0.06664845,0.101704106,-0.008324865,-0.1300891,0.07109702,0.014664543,0.06839804,0.05428211,-0.118594185,-0.017837439,0.031892903,0.049507186,-0.053198613,-0.046537116,-0.015897583,0.035115782,0.022544958,0.11471167,-0.0031280108,0.0026232665,-0.005994059,0.017396023,0.00777208,-0.060907908,-0.043290712,-0.048741248
C1CC(C2CCNCC2)CCN1,-0.040618826,0.050228134,0.043749902,-0.07802659,0.0672468,2.2798777e-06,8.528307e-05,0.021942008,-0.11499087,-0.01013617,0.016554536,0.030422758,-0.016072102,-0.080318205,-0.013254639,-0.115190044,0.09177384,0.033837654,0.039847285,0.04562572,-0.07960728,-0.005587753,-0.079185285,-0.0877951,0.09166095,0.013856682,-0.11242096,0.050742466,-0.0724041,-0.010909315,0.028615499,-0.028328575,-0.036914952,0.0056215376,0.032159645,-0.039353106,0.011511274,0.021309964,0.067727014,-0.031891245,0.0030751787,-0.043295998,0.0585135,-0.095458806,-0.019901108,0.06413999,-0.010791779,0.09389046,-0.026453935,-0.04484775,0.057829183,0.012619301,0.07353342,0.0048657805,0.038200073,-0.07408951,-0.12999088,-0.059435457,0.08490668,0.025841132,0.06663981,0.1016924,-0.008320518,-0.13011153,0.07110106,0.014682797,0.068370916,0.054309305,-0.1185907,-0.017851066,0.03189594,0.049506504,-0.053168505,-0.04655904,-0.015874099,0.035099167,0.022552,0.11471954,-0.0031135958,0.0026298026,-0.006049555,0.017380068,0.007738024,-0.06089079,-0.04329367,-0.048754133
Nc1ncnc2[nH]cnc12,-0.04063279,0.050209466,0.043746397,-0.07803503,0.067219764,1.0985881e-05,6.83791e-05,0.021932796,-0.11500404,-0.01012336,0.016516201,0.030439995,-0.01604762,-0.08032785,-0.013248377,-0.11515579,0.091752194,0.033814482,0.0398448,0.045645613,-0.07959813,-0.0055823494,-0.07918801,-0.087802984,0.09166629,0.01385009,-0.11241628,0.050713703,-0.07241808,-0.010906009,0.028598469,-0.028332926,-0.036927573,0.0055879573,0.03217118,-0.03933474,0.011526749,0.021327592,0.0677433,-0.031893108,0.0030818656,-0.0433112,0.058481216,-0.09546237,-0.019906241,0.06413621,-0.010800563,0.093882784,-0.02643606,-0.04485093,0.05783997,0.012597673,0.07356995,0.004862886,0.03817159,-0.07410945,-0.12998757,-0.05942151,0.08491334,0.025871225,0.06665012,0.10169967,-0.008321278,-0.13009162,0.07109966,0.0146670705,0.06839387,0.05428508,-0.1185966,-0.017840588,0.031887107,0.04950949,-0.053187683,-0.04653665,-0.015894376,0.03511177,0.022546304,0.11471038,-0.0031264704,0.002622055,-0.0060068592,0.017389176,0.00777012,-0.060903758,-0.04329122,-0.048747834
Cc1ccccc1N,-0.040624578,0.050227232,0.043742515,-0.0780227,0.067242056,1.2631062e-05,8.4043946e-05,0.021946639,-0.1149928,-0.010134125,0.01654259,0.030422464,-0.01606704,-0.08031774,-0.013246212,-0.11517808,0.0917778,0.03384094,0.039852545,0.045629766,-0.07959911,-0.0056041703,-0.07918111,-0.087799385,0.0916578,0.013857476,-0.11241596,0.050733317,-0.072395466,-0.010904178,0.028616963,-0.028329112,-0.0369185,0.0055961874,0.032149043,-0.039347664,0.011510659,0.021313634,0.06772478,-0.031887107,0.0030722246,-0.04329434,0.05851152,-0.09546555,-0.019906627,0.06414325,-0.010784004,0.09389155,-0.026443038,-0.044837184,0.0578295,0.012620945,0.073535025,0.004869867,0.03819996,-0.07409395,-0.12998903,-0.059429348,0.08489661,0.025849339,0.066636376,0.10169756,-0.0083211735,-0.13010663,0.071096435,0.014682422,0.06838094,0.0543007,-0.118586466,-0.017846635,0.03189851,0.049512096,-0.053176496,-0.04655143,-0.015878592,0.035108835,0.022552025,0.11472386,-0.0031288844,0.0026243944,-0.0060399026,0.017379362,0.0077437577,-0.0608907,-0.043284416,-0.048752163
c1cnccn1,-0.04062489,0.05022517,0.04374948,-0.078032926,0.06722725,8.617062e-06,7.545948e-05,0.021943707,-0.11499116,-0.010133407,0.016534166,0.030429343,-0.01605821,-0.08031582,-0.01324616,-0.11517222,0.09177178,0.033828948,0.039846595,0.045637593,-0.07959629,-0.005578829,-0.07919403,-0.08779877,0.09167227,0.01385443,-0.11241947,0.05073017,-0.07240773,-0.010908421,0.028597364,-0.028337479,-0.03693103,0.0055987434,0.032163206,-0.039346553,0.011519406,0.021316096,0.067737885,-0.03188535,0.003078185,-0.043305777,0.05849663,-0.0954687,-0.019904274,0.0641332,-0.010793693,0.09388821,-0.026438586,-0.044851482,0.057832647,0.012615412,0.07354823,0.0048665367,0.038191177,-0.07409599,-0.1299952,-0.05942806,0.08490725,0.025856085,0.06664848,0.10169832,-0.008313909,-0.13009681,0.07110619,0.014680599,0.06838456,0.054303173,-0.118597046,-0.017838277,0.03188541,0.049507927,-0.05317539,-0.046547562,-0.01588576,0.03510791,0.022547932,0.11471439,-0.0031316895,0.0026197396,-0.0060274154,0.01737801,0.007760541,-0.060897805,-0.043281615,-0.04875341
CN(C)C=CCN,-0.040614273,0.05024051,0.04374686,-0.07802224,0.06725491,-4.04194e-07,8.6430926e-05,0.021953791,-0.114986576,-0.010142997,0.016558696,0.030414432,-0.01607252,-0.08030865,-0.013252914,-0.11519683,0.09179069,0.03385037,0.039849374,0.045619145,-0.079606265,-0.0055896435,-0.07918547,-0.08779639,0.09165963,0.013859324,-0.1124219,0.050753385,-0.072395064,-0.0109109655,0.028610038,-0.028324641,-0.03692224,0.005622135,0.032153238,-0.039364513,0.011504587,0.021302838,0.06772404,-0.03188307,0.0030719228,-0.0432948,0.05852175,-0.09546689,-0.019896626,0.06413747,-0.010787222,0.093890734,-0.026453502,-0.04484506,0.057820916,0.012632395,0.073519185,0.004870437,0.038217485,-0.074083135,-0.12999718,-0.059441164,0.08489753,0.02583176,0.066638716,0.101691596,-0.008315511,-0.13011456,0.071111634,0.014689033,0.06836701,0.054318182,-0.11858919,-0.017845115,0.031892594,0.049506444,-0.053157818,-0.046561547,-0.015863363,0.03509845,0.022554029,0.114724785,-0.003123412,0.0026268894,-0.006058134,0.01737098,0.007736585,-0.060888514,-0.043285064,-0.04875678
CN(C)c1ccccc1,-0.040623296,0.050229307,0.04374581,-0.07802406,0.06724632,1.0620803e-05,8.298317e-05,0.021944042,-0.114989646,-0.010135604,0.016547572,0.030420836,-0.016070891,-0.08031495,-0.0132480245,-0.1151824,0.091776125,0.033838607,0.039849043,0.045626074,-0.079601794,-0.005598638,-0.07918071,-0.08779874,0.09166102,0.01385792,-0.11241535,0.050738323,-0.07240012,-0.0109040085,0.028617313,-0.028328173,-0.036915682,0.0056065526,0.032153104,-0.03935028,0.011512101,0.021314878,0.06772601,-0.031888627,0.0030738339,-0.043292984,0.058513407,-0.095464826,-0.019905971,0.06414065,-0.010784407,0.093890235,-0.026446156,-0.044837616,0.05783003,0.012620028,0.07353368,0.0048674643,0.03820063,-0.07409174,-0.12998925,-0.059431143,0.08489806,0.02584486,0.06663861,0.10169853,-0.0083202645,-0.13010767,0.07109788,0.014683765,0.068376325,0.054306496,-0.118586406,-0.01784948,0.031895183,0.04950899,-0.053176098,-0.046554327,-0.015876155,0.035105787,0.022550106,0.11472146,-0.0031228755,0.0026252652,-0.0060416944,0.017380163,0.007743234,-0.060890026,-0.043286655,-0.048753317
CN1C2CCC1CC(N)C2,-0.040618528,0.050231688,0.04374484,-0.07802671,0.06724534,2.3432076e-06,8.286582e-05,0.021951795,-0.11498968,-0.010135775,0.016550815,0.030418132,-0.016070291,-0.080318935,-0.013253037,-0.11518704,0.0917809,0.033836246,0.039850857,0.045622967,-0.07960495,-0.005597677,-0.07918416,-0.08780052,0.09165525,0.013853649,-0.1124249,0.05073651,-0.07240172,-0.010909103,0.028610336,-0.028320935,-0.03692399,0.0056106327,0.03216066,-0.03935977,0.011512846,0.021312946,0.06772401,-0.031881113,0.0030741803,-0.04329247,0.05851577,-0.09546047,-0.019899637,0.06413747,-0.010785499,0.0938966,-0.02644869,-0.044843458,0.057830866,0.0126246745,0.073531695,0.004866313,0.03821067,-0.07408646,-0.12998775,-0.0594356,0.08489938,0.025835585,0.06663455,0.101695634,-0.00831962,-0.13011493,0.07110305,0.0146831935,0.06838036,0.054309446,-0.11859122,-0.01784678,0.03189471,0.04950705,-0.053163838,-0.046550952,-0.01587528,0.035101693,0.022551043,0.11472417,-0.003121296,0.0026339432,-0.006048456,0.017374013,0.007736607,-0.06089054,-0.043288045,-0.048753932
c1nnc[nH]1,-0.04062211,0.05021813,0.043753214,-0.0780309,0.06722734,1.3762154e-05,7.7508856e-05,0.021948032,-0.11500025,-0.010130804,0.016540803,0.030427806,-0.016059794,-0.08032149,-0.013247501,-0.11517979,0.09177236,0.033823606,0.039843716,0.045632035,-0.07960114,-0.005576711,-0.07919108,-0.08779683,0.09166813,0.013856312,-0.11241922,0.050724924,-0.07241551,-0.010909043,0.028604742,-0.028335497,-0.03692604,0.0056124674,0.032163415,-0.039346337,0.011515625,0.02131415,0.06773181,-0.031891163,0.0030797422,-0.04330548,0.058491997,-0.0954612,-0.019900698,0.064136595,-0.0107966,0.09388958,-0.02644118,-0.04485032,0.057829294,0.0126164155,0.07354439,0.0048611015,0.03819222,-0.074096814,-0.12998897,-0.05943139,0.08492105,0.025853215,0.06664917,0.101693384,-0.00832402,-0.13010113,0.07110639,0.0146725075,0.06838087,0.0542981,-0.11859501,-0.017845338,0.031889457,0.04950962,-0.053168498,-0.046552725,-0.015885126,0.035103824,0.022548543,0.11471449,-0.003119329,0.0026237238,-0.006034054,0.01738001,0.007757075,-0.060897134,-0.043293063,-0.048752695
c1ccc(Nc2ccccn2)nc1,-0.040637434,0.050216768,0.043746244,-0.07803273,0.06722635,9.980518e-06,6.653508e-05,0.021927428,-0.11499397,-0.010121763,0.016519304,0.030441657,-0.016055923,-0.08032594,-0.013250601,-0.11515576,0.09175335,0.033826772,0.039844804,0.04563919,-0.079605505,-0.0055903383,-0.07918532,-0.08779944,0.09166689,0.013851239,-0.112415604,0.050725885,-0.07240945,-0.010904571,0.028607234,-0.028333135,-0.036919095,0.005587758,0.032169435,-0.039338134,0.011527238,0.021325586,0.067740105,-0.031889413,0.0030778348,-0.04330889,0.058491953,-0.09546236,-0.019910805,0.06413447,-0.010793275,0.09388068,-0.026441142,-0.044847663,0.05784208,0.012594888,0.07356651,0.0048693493,0.038175058,-0.07410795,-0.1299867,-0.059421103,0.084903695,0.025864795,0.06664415,0.10169745,-0.0083212815,-0.13009445,0.071094766,0.01467378,0.06838801,0.05429169,-0.11859627,-0.01784039,0.03188804,0.04950793,-0.053192962,-0.046538033,-0.015890189,0.035113644,0.022545973,0.114715755,-0.0031279959,0.0026242947,-0.0060086288,0.0173891,0.0077606076,-0.06089852,-0.043283284,-0.048744056
NC1CCCCCC1,-0.040615946,0.050231483,0.043747082,-0.07802087,0.06725402,-2.8545037e-07,8.7990426e-05,0.021951467,-0.114992805,-0.010137415,0.016559616,0.030417819,-0.016073678,-0.08031717,-0.01325557,-0.11519709,0.091783546,0.033845376,0.03984686,0.04561697,-0.079610266,-0.0055917986,-0.0791834,-0.08779871,0.091654874,0.013856337,-0.1124207,0.050750207,-0.072399415,-0.010910494,0.028616618,-0.0283253,-0.03691378,0.0056300093,0.03215799,-0.039361175,0.011503652,0.021304885,0.06772353,-0.03188993,0.003073711,-0.04329259,0.058517985,-0.09546028,-0.019896477,0.06414184,-0.01079121,0.0938918,-0.026458867,-0.044843476,0.05782183,0.012627545,0.073521696,0.0048690178,0.03821259,-0.07408281,-0.1299905,-0.05944288,0.08490543,0.025834305,0.06663781,0.10169034,-0.008321796,-0.13011602,0.071109354,0.014684576,0.06836482,0.05431004,-0.118587494,-0.017848141,0.03190005,0.049505435,-0.05316196,-0.04656463,-0.015864342,0.035095457,0.022554137,0.114724845,-0.0031154286,0.002630257,-0.006054558,0.017376967,0.0077337623,-0.060889155,-0.04329273,-0.048754457
C1CNCCNCCNCCN1,-0.040616803,0.050225727,0.043756314,-0.07803078,0.067241915,-6.507151e-06,8.5276086e-05,0.02195146,-0.11499074,-0.010134414,0.0165608,0.03042413,-0.016071245,-0.0803219,-0.013263993,-0.11518662,0.09176974,0.033830885,0.03984099,0.045623597,-0.0796095,-0.0055735484,-0.0791921,-0.08780066,0.09166035,0.013850611,-0.112426564,0.050745487,-0.07240851,-0.010913216,0.028609259,-0.028329477,-0.036913227,0.0056391633,0.03217664,-0.03936134,0.011514831,0.021309234,0.06772924,-0.031891704,0.0030780807,-0.04329478,0.058506936,-0.09545879,-0.019893888,0.06413886,-0.010797312,0.09389754,-0.026462324,-0.044849098,0.057824258,0.012618488,0.073532194,0.004868239,0.03820244,-0.074087605,-0.12998511,-0.059439633,0.084917635,0.025834426,0.06664194,0.1016961,-0.008323822,-0.13010785,0.07110676,0.0146852555,0.06836414,0.05431191,-0.11859718,-0.01784887,0.03189042,0.049503546,-0.053167194,-0.046563156,-0.015872639,0.035096202,0.022548325,0.11471632,-0.0031089522,0.0026323227,-0.0060449094,0.017376972,0.007743018,-0.06089544,-0.043295093,-0.048751216
C1CNC1,-0.040615674,0.05023826,0.043749463,-0.07802472,0.06724651,5.413778e-06,9.0165995e-05,0.021957856,-0.11498293,-0.010141837,0.016560275,0.030409403,-0.01607605,-0.08031241,-0.013247486,-0.11519358,0.09179614,0.033846475,0.039854124,0.045622256,-0.07959747,-0.0055974238,-0.079188585,-0.08779684,0.09166268,0.013860702,-0.112419575,0.0507415,-0.072393075,-0.010906905,0.028611623,-0.028327934,-0.036925733,0.0056126174,0.032148134,-0.03935987,0.011498693,0.021303847,0.06772052,-0.031880647,0.0030679144,-0.043294553,0.058520786,-0.095465094,-0.019899258,0.06413959,-0.010785093,0.093896106,-0.026442803,-0.044842146,0.057825744,0.012636926,0.07352101,0.0048702694,0.03821844,-0.07407851,-0.12999797,-0.05943721,0.08489874,0.025837816,0.06664184,0.101692066,-0.008313715,-0.1301126,0.07110906,0.014690603,0.068373024,0.054310344,-0.11858318,-0.017846359,0.031897765,0.049505875,-0.05315769,-0.04656155,-0.015874181,0.03509992,0.022552734,0.11472103,-0.0031287689,0.002626229,-0.0060603097,0.01737004,0.0077379365,-0.060887963,-0.04328101,-0.048759636
N=C(N)NN,-0.040614728,0.050223045,0.043755747,-0.07802579,0.06723342,1.077028e-05,8.801604e-05,0.021959338,-0.114987,-0.01013355,0.01656189,0.030417003,-0.016072482,-0.08032136,-0.013256652,-0.115183935,0.091781124,0.033832353,0.039845116,0.045628864,-0.07959962,-0.0055980645,-0.079184115,-0.08779705,0.09165882,0.01385979,-0.112422585,0.05072302,-0.072399035,-0.010910168,0.02862039,-0.028333306,-0.036919422,0.0056157117,0.032154694,-0.03935519,0.011509957,0.02130754,0.06772018,-0.03188934,0.0030726604,-0.04328698,0.05850494,-0.09546167,-0.019899504,0.06414394,-0.01079078,0.09390266,-0.02644515,-0.04483752,0.057825252,0.012628922,0.07352796,0.0048651583,0.03820473,-0.07409479,-0.12998149,-0.059431586,0.08491023,0.02583889,0.066636026,0.10169996,-0.008326527,-0.13010871,0.071098015,0.014686528,0.06837617,0.05430253,-0.11859448,-0.017854435,0.03189386,0.04950718,-0.05316478,-0.046558708,-0.015876818,0.035104334,0.022548562,0.11472135,-0.003116427,0.0026280181,-0.0060495064,0.017374815,0.007743388,-0.060893774,-0.043296084,-0.04875597
