smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54
CN1CCN(C)CC1,-0.06833498,-0.016191486,0.047900338,-0.10147605,0.042488433,0.09634851,-0.10431754,-0.01687395,0.036685325,0.050248716,0.017404763,0.08884686,0.14510041,-0.05736137,0.06977601,0.108021446,-0.1036174,0.020263143,0.1027972,0.025674487,0.11045216,0.053813532,-0.029706804,-0.06291701,-0.013287328,-0.08902286,0.005405941,0.037761755,-0.033882663,-0.12407938,0.0006739041,-0.07331498,-0.037698694,0.078425184,0.037040167,-0.09671489,-0.068658344,0.092628494,0.017437698,-0.012897242,0.077779226,0.08524217,0.10083608,0.034742698,-0.035261128,-0.016503492,0.08600434,0.08355004,0.010760875,0.045488633,0.05062112,-0.072883636,-0.04238473,0.0047981665,-0.033202935
NCCCN,-0.06833586,-0.016190242,0.04789958,-0.10147664,0.042488337,0.09634799,-0.10431791,-0.016873723,0.03668461,0.050248466,0.017404774,0.088845894,0.14509824,-0.05736006,0.0697755,0.10802168,-0.10361813,0.020261895,0.10279681,0.025674852,0.11045171,0.053816095,-0.029707987,-0.06291811,-0.013286596,-0.08902319,0.005405617,0.03776095,-0.033882782,-0.12407982,0.00067466963,-0.07331598,-0.037700478,0.07842386,0.037039414,-0.096714005,-0.06866024,0.09263039,0.01743836,-0.012898849,0.07777966,0.08524295,0.10083688,0.034742184,-0.035259593,-0.016504135,0.08600432,0.08355093,0.010760302,0.04548854,0.050621442,-0.07288313,-0.042384334,0.004798609,-0.033202853
C1CNCCN1,-0.06833556,-0.016190898,0.04790037,-0.10147621,0.04248842,0.09634834,-0.10431752,-0.016873907,0.036685474,0.05024843,0.017404312,0.088846326,0.14509949,-0.05736044,0.069776006,0.10802095,-0.10361816,0.020261977,0.10279651,0.025675045,0.11045241,0.053814493,-0.029707383,-0.06291837,-0.013286347,-0.08902317,0.0054060603,0.037761465,-0.03388242,-0.12407939,0.0006741816,-0.0733159,-0.03769908,0.078425534,0.03703977,-0.09671382,-0.06865833,0.092629865,0.017436882,-0.012898097,0.07777893,0.08524243,0.100836866,0.03474211,-0.03526069,-0.01650342,0.08600446,0.08355064,0.0107605625,0.045487363,0.05062047,-0.072883025,-0.0423844,0.004797709,-0.033202033
Cc1ccncc1,-0.068336345,-0.01618978,0.04789891,-0.10147719,0.042489395,0.09634921,-0.10431772,-0.016873203,0.036684476,0.050248556,0.017404845,0.08884518,0.14509895,-0.057359967,0.06977498,0.10802242,-0.10361819,0.020262025,0.10279723,0.0256748,0.11045249,0.05381657,-0.029707845,-0.06291781,-0.013287647,-0.08902286,0.005405181,0.037761338,-0.033882525,-0.1240807,0.00067431014,-0.073315345,-0.037700716,0.07842308,0.037039783,-0.09671439,-0.068660825,0.09262962,0.017439289,-0.012897862,0.077779,0.0852436,0.10083647,0.0347431,-0.03525987,-0.016503517,0.08600462,0.083550036,0.01076038,0.045488015,0.050621487,-0.072882906,-0.042384453,0.0047983797,-0.033202544
NCCN,-0.068335816,-0.016189892,0.047899447,-0.10147673,0.042488515,0.09634827,-0.10431786,-0.016873647,0.03668469,0.05024889,0.017404523,0.08884579,0.14509836,-0.057359934,0.069775485,0.108021975,-0.10361796,0.020262312,0.10279697,0.025674691,0.11045164,0.053816065,-0.029707313,-0.06291793,-0.013286645,-0.08902304,0.005405399,0.037761196,-0.033882678,-0.12408005,0.0006740531,-0.07331543,-0.037701003,0.07842403,0.0370396,-0.096714176,-0.06866042,0.09263018,0.017438496,-0.012898993,0.077779256,0.08524319,0.100836374,0.034742214,-0.035259854,-0.016503975,0.086004145,0.083550885,0.010760374,0.04548873,0.05062162,-0.07288313,-0.042384505,0.004798156,-0.03320276
NCCCCN,-0.06833598,-0.016190108,0.047899827,-0.101476334,0.04248847,0.09634813,-0.10431777,-0.016873844,0.03668454,0.05024822,0.017405313,0.08884649,0.14509849,-0.05736077,0.06977554,0.108021036,-0.10361815,0.020261765,0.10279643,0.025675325,0.11045158,0.053815667,-0.029708628,-0.062917955,-0.013286788,-0.08902328,0.0054056933,0.037761107,-0.033882752,-0.12407982,0.0006752284,-0.07331587,-0.03770009,0.07842404,0.03703903,-0.096714,-0.06865986,0.09262994,0.017438266,-0.0128984265,0.07778017,0.08524281,0.10083686,0.034742437,-0.035259817,-0.016503777,0.08600472,0.08355058,0.010760291,0.045488395,0.050621074,-0.07288295,-0.042384386,0.0047987625,-0.03320311
NCCCCCN,-0.06833567,-0.016190194,0.047900163,-0.10147599,0.042488605,0.09634814,-0.10431772,-0.016873928,0.03668449,0.050247658,0.017405272,0.08884652,0.14509828,-0.05736065,0.069775455,0.108020976,-0.10361835,0.020261727,0.10279636,0.025675384,0.11045158,0.053815667,-0.029708922,-0.06291784,-0.013286881,-0.08902314,0.005405507,0.03776086,-0.03388287,-0.12407972,0.0006752955,-0.07331597,-0.03769987,0.07842382,0.037039082,-0.09671417,-0.06865989,0.092629604,0.017438207,-0.012898523,0.0777805,0.08524324,0.10083678,0.03474229,-0.035260018,-0.016503552,0.086004674,0.08355062,0.010760279,0.045488294,0.050621014,-0.072882526,-0.042384274,0.0047987215,-0.033203002
CNC,-0.06833506,-0.016192462,0.047899075,-0.10147622,0.042488024,0.096347764,-0.10431775,-0.016874142,0.036685564,0.050250527,0.0174045,0.088846326,0.14510007,-0.05736106,0.06977558,0.10802216,-0.1036172,0.020263419,0.10279836,0.02567331,0.11045148,0.053814135,-0.0297064,-0.06291758,-0.0132874735,-0.08902286,0.0054062223,0.037761405,-0.033882692,-0.12407905,0.0006738184,-0.07331416,-0.03770013,0.07842485,0.03704038,-0.09671439,-0.06865963,0.09262931,0.017439283,-0.012897788,0.07777967,0.08524197,0.1008365,0.034743924,-0.035259422,-0.016505554,0.08600444,0.083549574,0.010760445,0.045489546,0.05062293,-0.07288463,-0.042385094,0.004799133,-0.033202752
Cc1cccc(C)n1,-0.06833619,-0.016189396,0.04789907,-0.10147719,0.04248988,0.09634946,-0.10431809,-0.016873207,0.036684033,0.050248235,0.01740472,0.088845246,0.14509962,-0.05735988,0.06977516,0.108023465,-0.103618115,0.02026271,0.10279711,0.0256749,0.1104526,0.053816378,-0.029707558,-0.06291683,-0.013288142,-0.08902265,0.0054049464,0.037761435,-0.03388255,-0.12408061,0.0006736433,-0.073314816,-0.03770075,0.07842218,0.037040144,-0.09671482,-0.06866153,0.092628755,0.017439717,-0.01289757,0.077778615,0.08524473,0.10083589,0.03474294,-0.035260465,-0.016502831,0.086004145,0.08354977,0.010760633,0.04548868,0.05062153,-0.07288255,-0.042384043,0.0047982167,-0.033202525
c1ccncc1,-0.0683368,-0.016189203,0.047899004,-0.10147707,0.04248943,0.09634959,-0.10431746,-0.016873185,0.036684934,0.050248515,0.017404448,0.08884516,0.14509861,-0.05735975,0.069774784,0.10802132,-0.10361836,0.020261563,0.102796726,0.025675,0.11045263,0.05381697,-0.02970757,-0.06291878,-0.013287049,-0.08902295,0.005405239,0.037761666,-0.03388208,-0.12408081,0.0006743157,-0.07331585,-0.03770093,0.07842442,0.037039287,-0.096714,-0.06866005,0.092630275,0.017438173,-0.012898171,0.0777786,0.08524301,0.100836664,0.034743138,-0.035260227,-0.016503198,0.08600478,0.08355041,0.010760119,0.04548682,0.050620884,-0.07288273,-0.042385086,0.004797509,-0.033202156
CCN,-0.0683356,-0.016190872,0.047898874,-0.10147632,0.042488486,0.096348375,-0.10431773,-0.01687382,0.036684923,0.050248552,0.017404268,0.088844955,0.14509818,-0.05735992,0.06977452,0.10802163,-0.103617325,0.020262498,0.102798216,0.025673663,0.11045159,0.053816583,-0.029707287,-0.062918514,-0.01328766,-0.08902256,0.005405058,0.037760958,-0.03388305,-0.1240802,0.00067433994,-0.07331526,-0.03770086,0.07842355,0.03703978,-0.09671456,-0.0686606,0.09262986,0.017439175,-0.012898272,0.077779815,0.08524234,0.10083698,0.03474362,-0.035259288,-0.016504634,0.086004265,0.08355028,0.010760045,0.045488827,0.050622713,-0.07288337,-0.04238537,0.004798879,-0.033203084
NCCCCCCN,-0.068335816,-0.016190004,0.04790027,-0.10147585,0.042488657,0.09634827,-0.10431768,-0.016873974,0.03668451,0.050247513,0.0174056,0.08884707,0.14509842,-0.057361126,0.06977543,0.10802049,-0.10361838,0.020261612,0.1027959,0.025675843,0.11045141,0.05381547,-0.029709263,-0.06291765,-0.013286818,-0.08902341,0.0054056747,0.037761018,-0.033882786,-0.124079734,0.0006756587,-0.07331597,-0.037699666,0.078424096,0.037038624,-0.09671414,-0.06865955,0.09262952,0.01743796,-0.012898389,0.07778068,0.0852431,0.100836754,0.03474231,-0.03526024,-0.016503295,0.0860049,0.08355046,0.010760309,0.045488156,0.05062058,-0.072882414,-0.04238432,0.004798718,-0.03320315
N=C(N)N,-0.068334125,-0.01619003,0.047900088,-0.101476185,0.04248988,0.0963501,-0.10431797,-0.016873617,0.036683615,0.050247937,0.017403573,0.088845,0.14509895,-0.057359256,0.06977593,0.108024664,-0.10361916,0.02026391,0.102797516,0.025674282,0.110453516,0.053816117,-0.029707469,-0.06291644,-0.013289355,-0.08902243,0.0054053804,0.037761666,-0.033881873,-0.12408128,0.00067276414,-0.07331525,-0.037700653,0.07842165,0.03704203,-0.096715786,-0.068661824,0.092628285,0.01743979,-0.012898669,0.07777845,0.08524707,0.100834146,0.0347418,-0.03526045,-0.016502585,0.08600371,0.08354993,0.010760896,0.04548949,0.05062242,-0.072881386,-0.04238352,0.0047973106,-0.033201355
C1CN2CCN1CC2,-0.06833503,-0.016190998,0.047901012,-0.1014761,0.0424869,0.09634838,-0.10431857,-0.016874423,0.036685698,0.05024773,0.01740389,0.0888464,0.14510077,-0.05736037,0.06977603,0.10802056,-0.103617385,0.020263229,0.1027956,0.025674636,0.11045244,0.053813644,-0.029706428,-0.062918454,-0.0132851675,-0.08902283,0.005406768,0.03776066,-0.03388228,-0.12407877,0.00067302864,-0.073317304,-0.037697833,0.07842655,0.037039146,-0.096714325,-0.06865648,0.09263035,0.017434422,-0.012898352,0.07777755,0.08524053,0.10083733,0.034742102,-0.03526162,-0.01650287,0.086003035,0.083551854,0.0107611455,0.04548686,0.050619796,-0.07288351,-0.042385086,0.004796845,-0.033201322
c1cnc2cccnc2c1,-0.06833705,-0.016189013,0.047898624,-0.10147746,0.042489678,0.09634974,-0.1043176,-0.016873475,0.03668457,0.050249197,0.017404778,0.08884549,0.14509898,-0.05735991,0.06977537,0.10802264,-0.1036181,0.020261623,0.10279652,0.025675168,0.11045273,0.053816684,-0.029707663,-0.06291857,-0.01328663,-0.08902292,0.0054051047,0.037761487,-0.033882044,-0.12408078,0.00067398977,-0.07331542,-0.03770057,0.078424186,0.037039228,-0.09671337,-0.06866055,0.092630364,0.017438402,-0.012898268,0.077778354,0.08524282,0.10083647,0.03474321,-0.035260063,-0.01650301,0.086004585,0.083550096,0.010760559,0.045486804,0.050620858,-0.072882935,-0.042384464,0.004797197,-0.033202376
CCCN(CCC)CCC,-0.06833531,-0.016190521,0.047900993,-0.101475656,0.04248865,0.09634835,-0.10431771,-0.016874589,0.036685202,0.050247487,0.017404605,0.08884696,0.14509961,-0.05736113,0.069775894,0.10802069,-0.103617966,0.02026252,0.10279592,0.025675567,0.11045177,0.05381414,-0.029708065,-0.06291746,-0.013286643,-0.08902307,0.0054057846,0.03776115,-0.03388285,-0.12407927,0.00067450944,-0.073315606,-0.03769876,0.07842477,0.037039064,-0.09671441,-0.06865856,0.09262859,0.017436747,-0.012897868,0.077779494,0.08524299,0.10083639,0.0347421,-0.03526139,-0.016502451,0.08600414,0.08355044,0.010760883,0.045487702,0.050620243,-0.07288233,-0.042384304,0.004797616,-0.03320226
CC1CNCCN1,-0.06833534,-0.016190551,0.04790003,-0.101476096,0.042489268,0.0963486,-0.10431732,-0.016873699,0.036684956,0.05024796,0.01740476,0.08884619,0.14509884,-0.057360392,0.0697754,0.108021654,-0.103618026,0.020262286,0.102797106,0.025675202,0.11045152,0.053815063,-0.029707871,-0.06291722,-0.013286935,-0.089022934,0.0054050507,0.037761316,-0.03388305,-0.12408008,0.0006743828,-0.073314935,-0.037699893,0.078424,0.037039638,-0.09671457,-0.06865988,0.09262879,0.01743857,-0.012898184,0.07777992,0.08524361,0.100836,0.034742326,-0.035260703,-0.016503282,0.086004496,0.08355014,0.010760684,0.045488317,0.050621044,-0.07288246,-0.042384237,0.0047982084,-0.033202857
c1cc(-c2ccncc2)ccn1,-0.06833666,-0.016189232,0.04789935,-0.101476945,0.0424897,0.09634988,-0.104317434,-0.016873706,0.036685143,0.05024731,0.017403852,0.08884457,0.14509818,-0.057359092,0.06977449,0.1080215,-0.10361835,0.020261407,0.10279633,0.025675429,0.1104525,0.053817555,-0.029708,-0.06291881,-0.013286438,-0.08902295,0.00540495,0.037760973,-0.0338825,-0.12408087,0.00067417976,-0.07331644,-0.037700348,0.078423575,0.03703875,-0.09671387,-0.0686603,0.09263038,0.017437564,-0.012898561,0.07777834,0.085242994,0.10083685,0.034742713,-0.03526042,-0.016502572,0.0860042,0.083550625,0.01076035,0.04548626,0.05062027,-0.07288196,-0.042384833,0.004797059,-0.033201754
C1CC2CCC1CNC2,-0.06833452,-0.016191665,0.04790126,-0.1014757,0.04248844,0.09634841,-0.10431815,-0.016873628,0.03668493,0.050245397,0.017403416,0.08884552,0.14509816,-0.057358783,0.06977464,0.10802141,-0.10361868,0.020261433,0.102796555,0.025675258,0.11045256,0.05381576,-0.029707555,-0.06291857,-0.013286509,-0.089022845,0.0054057343,0.037759826,-0.033882566,-0.12407937,0.00067378115,-0.073317334,-0.037698373,0.078423545,0.0370401,-0.09671421,-0.068658546,0.09263068,0.01743638,-0.012899198,0.07777867,0.085243225,0.10083814,0.03474139,-0.035260376,-0.016502878,0.086003825,0.08355097,0.010759693,0.0454875,0.050619427,-0.072881676,-0.04238385,0.004797818,-0.033201467
c1c[nH]cn1,-0.06833561,-0.01618962,0.04789939,-0.10147636,0.042489283,0.0963493,-0.1043177,-0.01687401,0.03668475,0.050249577,0.017404508,0.088846534,0.14509906,-0.057360295,0.06977561,0.108022645,-0.10361834,0.020263068,0.102796555,0.025674293,0.11045247,0.053815443,-0.029707246,-0.0629179,-0.01328703,-0.08902249,0.0054052556,0.037761293,-0.03388182,-0.12408023,0.00067365635,-0.07331501,-0.03770061,0.0784252,0.03703957,-0.09671452,-0.06866023,0.092629,0.017438063,-0.012898821,0.077779025,0.085244,0.100835234,0.034743294,-0.035260867,-0.016503127,0.08600395,0.08355026,0.010761173,0.045487043,0.050621983,-0.07288267,-0.042384773,0.0047964854,-0.033201866
c1ccc(N=C(Nc2ccccc2)Nc2ccccc2)cc1,-0.06833523,-0.01618974,0.047901317,-0.101475425,0.042490773,0.09634933,-0.10431757,-0.016874216,0.036683913,0.050245315,0.017403517,0.08884603,0.1450982,-0.05735907,0.069775395,0.108022,-0.10361919,0.020261597,0.10279563,0.02567607,0.110453665,0.05381632,-0.029709,-0.062918395,-0.013288269,-0.089022696,0.005405017,0.03776063,-0.033882104,-0.12407988,0.0006743865,-0.07331646,-0.037698627,0.078422755,0.037040204,-0.09671401,-0.06866071,0.09262846,0.017437123,-0.0128983725,0.077779114,0.08524573,0.10083661,0.03474163,-0.03526127,-0.016501367,0.08600418,0.08354992,0.010760104,0.045486763,0.050620135,-0.07287988,-0.04238326,0.004796545,-0.03320151
Nc1ccccc1N,-0.06833626,-0.016188785,0.047899447,-0.101477936,0.042489663,0.09634897,-0.104317985,-0.016873252,0.036683723,0.050248582,0.017405476,0.08884534,0.14509806,-0.057359762,0.06977524,0.10802369,-0.103618436,0.020262372,0.10279701,0.025675824,0.110451214,0.053816922,-0.029708173,-0.062915996,-0.013286404,-0.0890232,0.005404887,0.037760787,-0.03388294,-0.12408131,0.0006743511,-0.07331612,-0.03770138,0.07842152,0.037038803,-0.096714765,-0.06866214,0.09262977,0.01744002,-0.012899663,0.07777949,0.08524419,0.100835234,0.034742065,-0.035260003,-0.01650327,0.08600414,0.08355102,0.010760779,0.045489147,0.05062114,-0.072883114,-0.04238402,0.0047982726,-0.03320331
NCCNCCN,-0.06833539,-0.016190328,0.04790024,-0.101476125,0.042488724,0.09634768,-0.10431777,-0.016874067,0.03668449,0.050248735,0.017405069,0.08884698,0.14509855,-0.057360686,0.06977613,0.1080219,-0.103618376,0.020262204,0.102796495,0.025675094,0.110451765,0.05381488,-0.029708251,-0.06291758,-0.013286915,-0.08902311,0.0054055518,0.037761025,-0.033882737,-0.124079406,0.0006747963,-0.07331521,-0.037700027,0.078424275,0.037039652,-0.09671407,-0.06866011,0.092629224,0.017438337,-0.012898749,0.077780224,0.0852439,0.10083622,0.034741953,-0.035260182,-0.016503695,0.0860044,0.0835505,0.010760654,0.045488607,0.050621502,-0.07288274,-0.042383797,0.0047982344,-0.03320284
CC(N)c1ccccc1,-0.06833634,-0.016189095,0.047899008,-0.10147701,0.04248958,0.096348844,-0.10431798,-0.01687302,0.036683414,0.050248034,0.017406013,0.088845834,0.1450983,-0.057360247,0.069774956,0.108022965,-0.10361853,0.020261765,0.10279699,0.025675604,0.1104518,0.053816915,-0.029709313,-0.062916756,-0.013287811,-0.0890231,0.0054047043,0.037760817,-0.033882935,-0.12408081,0.00067522656,-0.07331536,-0.03770112,0.07842146,0.037039217,-0.09671439,-0.06866227,0.09262925,0.017440585,-0.012898503,0.07778059,0.08524481,0.10083625,0.034742925,-0.035259586,-0.016503412,0.08600494,0.08355005,0.010760387,0.045489013,0.050621808,-0.0728824,-0.042383797,0.0047993446,-0.033203453
C1CCNCC1,-0.068335816,-0.016190264,0.04789997,-0.10147609,0.04248865,0.09634885,-0.104317516,-0.016873788,0.036685202,0.05024768,0.017404873,0.08884613,0.1450987,-0.05736058,0.0697751,0.10802059,-0.10361801,0.02026172,0.1027965,0.025675403,0.11045161,0.05381545,-0.029708154,-0.06291817,-0.013286339,-0.08902308,0.005405397,0.037761137,-0.033882856,-0.12408012,0.0006747199,-0.07331582,-0.037699595,0.07842471,0.037038878,-0.09671412,-0.06865882,0.09262985,0.017437443,-0.012898268,0.07777965,0.0852423,0.10083687,0.034742586,-0.03526051,-0.016503118,0.08600462,0.08355051,0.010760402,0.045487415,0.050620336,-0.07288262,-0.042384773,0.0047980845,-0.03320261
NCc1cccc(CN)c1,-0.06833667,-0.016188934,0.047899153,-0.10147775,0.042489007,0.09634858,-0.10431833,-0.016873104,0.036683794,0.050248455,0.017405974,0.08884555,0.14509839,-0.05736018,0.06977504,0.10802305,-0.103618525,0.020261765,0.10279673,0.025675884,0.11045114,0.053816944,-0.029708773,-0.06291652,-0.01328646,-0.089023456,0.005405237,0.0377608,-0.03388296,-0.12408084,0.0006750347,-0.07331613,-0.037701376,0.07842165,0.037038513,-0.09671426,-0.06866169,0.09263043,0.017440114,-0.012899164,0.07777989,0.085243836,0.10083634,0.03474245,-0.035259422,-0.016503641,0.086004555,0.083550766,0.01076051,0.045489155,0.050620966,-0.072883375,-0.04238399,0.0047993716,-0.033203382
CC(CN)CCCN,-0.06833598,-0.016190376,0.047899425,-0.10147635,0.042488463,0.09634812,-0.10431804,-0.016873807,0.03668422,0.05024807,0.017405933,0.08884637,0.1450987,-0.057361107,0.06977498,0.10802127,-0.10361785,0.020262059,0.102796786,0.025675355,0.11045082,0.053815786,-0.0297092,-0.062917285,-0.013287077,-0.08902323,0.005405576,0.037760712,-0.03388316,-0.12407996,0.0006755693,-0.073315546,-0.037700273,0.078422844,0.03703864,-0.09671429,-0.06866051,0.092629634,0.017439403,-0.012898214,0.077780865,0.085242674,0.10083695,0.03474324,-0.035259325,-0.01650417,0.08600483,0.08355012,0.010760197,0.045489237,0.050621442,-0.07288319,-0.042384498,0.004799811,-0.033203565
CCN(CC)CC,-0.06833483,-0.016191483,0.04790087,-0.101475716,0.04248853,0.09634815,-0.10431796,-0.016874494,0.03668503,0.050248127,0.017404445,0.08884689,0.14510037,-0.05736111,0.069776334,0.108021885,-0.1036178,0.020263016,0.10279667,0.0256748,0.11045247,0.053813428,-0.029707447,-0.062917225,-0.013287364,-0.089022815,0.005405967,0.03776118,-0.03388283,-0.124078855,0.0006739879,-0.07331526,-0.037698217,0.07842452,0.03704024,-0.09671447,-0.06865862,0.09262834,0.017437262,-0.012897421,0.07777924,0.085243076,0.10083641,0.034742266,-0.035261136,-0.016502932,0.08600402,0.08355005,0.0107609145,0.045488425,0.050620984,-0.072882876,-0.042383987,0.0047979793,-0.03320224
c1cn(CCCCn2ccnc2)cn1,-0.06833594,-0.016189773,0.04789985,-0.101476386,0.04248905,0.096348874,-0.10431792,-0.016874176,0.036685195,0.05024789,0.017404247,0.088845745,0.1450975,-0.05735986,0.06977469,0.10802159,-0.10361881,0.020261329,0.10279622,0.025675332,0.110452116,0.05381674,-0.029708382,-0.06291884,-0.013286233,-0.0890231,0.0054053115,0.037760437,-0.033882827,-0.12408057,0.0006746454,-0.07331611,-0.03770057,0.0784242,0.037038647,-0.09671418,-0.06865962,0.09263054,0.01743726,-0.012899421,0.07777894,0.08524364,0.1008369,0.034742232,-0.035260286,-0.016502945,0.08600415,0.083550796,0.010760481,0.045486584,0.050620396,-0.07288201,-0.04238446,0.0047972538,-0.033201568
c1ncn(CCCCCCn2cncn2)n1,-0.068335705,-0.016189154,0.04790044,-0.10147569,0.042489782,0.09634906,-0.10431794,-0.016874002,0.036685035,0.050246894,0.017403962,0.088846914,0.14509714,-0.05736009,0.06977453,0.10802097,-0.10361889,0.02026124,0.1027956,0.025675965,0.11045203,0.053816535,-0.029707972,-0.06291856,-0.013286639,-0.08902323,0.005404965,0.03776098,-0.03388278,-0.124080494,0.000674502,-0.073315434,-0.03770065,0.07842493,0.037038714,-0.09671456,-0.06865917,0.09262987,0.017436467,-0.012899376,0.07777876,0.08524465,0.100836545,0.034741424,-0.035261538,-0.016501892,0.08600419,0.08355054,0.010760168,0.04548669,0.050619524,-0.07288093,-0.042384364,0.0047964957,-0.03320187
c1cn(CCCCCCn2ccnc2)cn1,-0.068335794,-0.016189322,0.04790056,-0.10147613,0.042489268,0.09634902,-0.10431802,-0.016874257,0.03668508,0.05024667,0.017404133,0.08884567,0.14509708,-0.057359606,0.069774486,0.10802138,-0.10361902,0.020261101,0.10279582,0.025675965,0.11045193,0.053816937,-0.029708665,-0.06291856,-0.013285957,-0.0890231,0.00540495,0.037760124,-0.033883154,-0.12408065,0.0006746361,-0.07331659,-0.037700273,0.07842364,0.037038334,-0.09671432,-0.06865944,0.09263043,0.017436719,-0.01289976,0.07777904,0.085243985,0.100836925,0.034741573,-0.035260785,-0.016502053,0.08600395,0.08355114,0.01076035,0.045486525,0.050619576,-0.07288134,-0.04238429,0.004797019,-0.033201538
CN1CCNCC1,-0.068335086,-0.016191065,0.047900155,-0.101476036,0.042488813,0.09634847,-0.10431735,-0.016873827,0.03668525,0.05024878,0.017404769,0.0888468,0.14509958,-0.05736097,0.069775864,0.10802147,-0.103617795,0.020262767,0.1027971,0.025674796,0.11045174,0.053814035,-0.029707195,-0.062917195,-0.0132869,-0.08902292,0.005405587,0.03776163,-0.03388276,-0.12407966,0.0006740717,-0.073314756,-0.03769946,0.07842517,0.037039943,-0.09671467,-0.06865892,0.09262867,0.017438002,-0.012897909,0.077779576,0.08524291,0.10083582,0.034742434,-0.03526097,-0.016503561,0.08600447,0.08355014,0.010760823,0.045488354,0.050621115,-0.07288311,-0.042384498,0.0047979616,-0.03320276
c1cc(CCCc2ccncc2)ccn1,-0.06833602,-0.016189579,0.04790006,-0.101476684,0.042489424,0.09634956,-0.10431773,-0.016873866,0.036684923,0.050246336,0.017403817,0.08884445,0.14509767,-0.05735874,0.06977445,0.10802165,-0.10361883,0.020261042,0.10279612,0.025675708,0.1104526,0.053817548,-0.029708665,-0.06291889,-0.013286205,-0.089022934,0.005405017,0.037760064,-0.03388275,-0.12408072,0.00067423005,-0.07331711,-0.037699804,0.078422874,0.037038907,-0.09671391,-0.06866005,0.09263068,0.017437167,-0.012899239,0.07777852,0.08524348,0.100837246,0.034741975,-0.03526024,-0.016502377,0.08600404,0.08355102,0.010760209,0.0454863,0.05061979,-0.07288138,-0.04238423,0.0047972146,-0.033201274
CN,-0.06833519,-0.016191334,0.04789929,-0.10147622,0.04248803,0.09634792,-0.10431821,-0.01687387,0.03668546,0.05024945,0.017404035,0.088845894,0.14509846,-0.0573603,0.06977451,0.10802167,-0.10361734,0.02026299,0.1027982,0.025673432,0.11045095,0.053815536,-0.029705856,-0.062918104,-0.013286874,-0.08902264,0.005405535,0.037761018,-0.033882853,-0.12407966,0.000673593,-0.07331488,-0.037701197,0.07842493,0.037039712,-0.09671488,-0.06865943,0.09263022,0.01743846,-0.012898982,0.07777926,0.0852421,0.100836754,0.034743413,-0.03525981,-0.016504891,0.08600394,0.08355049,0.010759903,0.04548921,0.050622225,-0.07288416,-0.042385742,0.0047984114,-0.0332028
C1CCCNCC1,-0.068335295,-0.016190361,0.047900535,-0.101475775,0.042488456,0.096348554,-0.10431772,-0.01687413,0.036685362,0.050246738,0.017404143,0.08884567,0.14509805,-0.057359684,0.06977491,0.108021006,-0.10361843,0.020261444,0.10279642,0.025675336,0.110452004,0.053815912,-0.029708296,-0.06291859,-0.013286112,-0.08902307,0.0054051066,0.03776034,-0.033883043,-0.124079846,0.00067464355,-0.0733166,-0.037699353,0.078424305,0.03703884,-0.096714035,-0.06865894,0.09263024,0.017436849,-0.012899123,0.07777954,0.08524299,0.100837275,0.034741953,-0.035260674,-0.016502751,0.08600412,0.08355108,0.010760648,0.045486815,0.05062029,-0.07288191,-0.042384423,0.0047977148,-0.033201892
C1CCNC1,-0.068335295,-0.01619038,0.04790002,-0.10147577,0.042488493,0.09634881,-0.10431759,-0.016873967,0.036685176,0.05024787,0.017404955,0.08884622,0.14509846,-0.05736058,0.069775134,0.108021036,-0.103618056,0.020262051,0.10279671,0.02567515,0.11045144,0.053815193,-0.02970825,-0.06291801,-0.01328627,-0.089022934,0.0054051476,0.037760817,-0.03388305,-0.124080196,0.00067468826,-0.073315725,-0.037699565,0.078424826,0.037038893,-0.09671429,-0.068658784,0.092629716,0.017437542,-0.012898773,0.07778008,0.08524248,0.100836486,0.034742594,-0.035260547,-0.016503178,0.086004466,0.083550625,0.010760725,0.045487463,0.050620794,-0.07288254,-0.042384773,0.0047979765,-0.033202518
