smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54
CN(C)C12CC3CC(C)(CC(C)(C3)C1)C2,-0.068335444,-0.016190104,0.04790108,-0.10147679,0.042489313,0.0963486,-0.10431811,-0.016874336,0.036684215,0.050246634,0.017404795,0.08884613,0.14509973,-0.057360455,0.069775715,0.10802225,-0.10361831,0.020261955,0.102795534,0.025676535,0.11045285,0.053814948,-0.029708948,-0.06291723,-0.0132876,-0.089023456,0.005405874,0.03776014,-0.033882685,-0.124079764,0.000674502,-0.07331589,-0.037698165,0.07842201,0.03703946,-0.0967138,-0.06865978,0.09262896,0.017437559,-0.01289805,0.077778615,0.08524385,0.100837074,0.034741577,-0.035260525,-0.016501855,0.08600435,0.08354984,0.010760626,0.045488168,0.050619554,-0.07288158,-0.042382844,0.004797972,-0.033201773
CC(N)CN,-0.06833586,-0.016190164,0.0478989,-0.101476975,0.042488284,0.09634814,-0.10431825,-0.01687359,0.036683995,0.0502493,0.017405711,0.08884592,0.14509898,-0.0573607,0.06977548,0.10802276,-0.103617534,0.020262737,0.10279749,0.025674796,0.110451005,0.053815685,-0.029708162,-0.06291695,-0.013286978,-0.08902317,0.005405451,0.037760966,-0.03388311,-0.1240803,0.0006746249,-0.07331521,-0.037700888,0.078422725,0.037039295,-0.096714295,-0.06866111,0.09262994,0.017439993,-0.0128986575,0.07778022,0.08524278,0.10083632,0.03474307,-0.035259154,-0.016504526,0.086004466,0.08355038,0.010760602,0.04548993,0.050622266,-0.07288382,-0.042384364,0.0047996053,-0.033203624
c1ccc2[nH]cnc2c1,-0.06833679,-0.016189057,0.04789892,-0.101477005,0.042490087,0.09634979,-0.1043173,-0.016873434,0.036684714,0.050248202,0.017404467,0.0888454,0.14509831,-0.057359718,0.069774754,0.10802195,-0.103618436,0.020261563,0.10279652,0.025675436,0.110452406,0.053817265,-0.02970812,-0.06291844,-0.013287101,-0.08902307,0.0054050414,0.03776166,-0.03388208,-0.12408114,0.0006745355,-0.07331549,-0.03770106,0.07842381,0.037038956,-0.096714035,-0.068660975,0.092629954,0.017438697,-0.012898315,0.077778704,0.0852438,0.10083628,0.034743115,-0.03526027,-0.016502943,0.08600463,0.08354996,0.010760531,0.045486744,0.050620794,-0.07288215,-0.04238461,0.004797321,-0.033202358
NCCCNCCN,-0.06833589,-0.01618993,0.047899794,-0.10147634,0.04248859,0.096347935,-0.10431801,-0.016873866,0.036684364,0.050248526,0.017405584,0.088846944,0.14509852,-0.057360917,0.069775596,0.10802161,-0.103618264,0.02026201,0.10279628,0.025675518,0.11045115,0.053815432,-0.029708695,-0.06291732,-0.013286589,-0.08902341,0.0054055983,0.037760973,-0.033882894,-0.12407974,0.00067519676,-0.07331543,-0.03770042,0.07842383,0.037038814,-0.09671408,-0.06866024,0.092629746,0.01743865,-0.012898777,0.07778041,0.085243404,0.10083647,0.034742318,-0.035259914,-0.016503774,0.086004585,0.08355049,0.010760525,0.045488782,0.05062114,-0.07288294,-0.042384088,0.00479884,-0.033203173
NCCCCCCCCCCCCN,-0.06833471,-0.016190689,0.047902327,-0.10147479,0.042489402,0.096348085,-0.10431726,-0.016874783,0.036685076,0.05024556,0.017404757,0.08884797,0.1450978,-0.05736103,0.06977558,0.10801959,-0.103619084,0.02026144,0.10279484,0.025676856,0.11045132,0.053814583,-0.02970964,-0.06291725,-0.013286358,-0.08902362,0.0054059355,0.03776057,-0.033882715,-0.12407917,0.0006758282,-0.07331665,-0.037697874,0.078424595,0.03703837,-0.09671435,-0.06865832,0.092628665,0.01743608,-0.012898896,0.07778081,0.08524386,0.100836426,0.034740906,-0.03526148,-0.016502092,0.0860045,0.083550505,0.010760397,0.045487292,0.0506189,-0.072881006,-0.04238376,0.0047974065,-0.03320248
NC1CCC1,-0.06833612,-0.01619009,0.04789985,-0.10147619,0.042489477,0.096348785,-0.1043172,-0.01687303,0.036684286,0.05024748,0.017405368,0.08884643,0.14509752,-0.057360478,0.06977471,0.10802034,-0.103618205,0.020261269,0.102796964,0.025675336,0.11045155,0.05381641,-0.029708322,-0.0629178,-0.013287287,-0.089022785,0.0054049687,0.03776128,-0.033882715,-0.12408029,0.00067518186,-0.073315874,-0.037700303,0.07842385,0.03703937,-0.0967146,-0.068660095,0.09262938,0.017438633,-0.012898274,0.077780634,0.08524291,0.100836694,0.034742724,-0.035260122,-0.016503597,0.086005226,0.083550446,0.0107592065,0.04548841,0.05062081,-0.07288263,-0.042384982,0.004798537,-0.03320386
C1CN2CCC1CC2,-0.068335734,-0.01619057,0.04789996,-0.1014764,0.042487502,0.096348606,-0.10431846,-0.016873706,0.036685243,0.05024772,0.017404564,0.08884631,0.14509973,-0.05736048,0.06977501,0.10802056,-0.1036174,0.02026245,0.10279617,0.025674941,0.11045171,0.05381494,-0.029706918,-0.062918365,-0.013285721,-0.08902301,0.0054061795,0.03776086,-0.033882543,-0.12407962,0.00067381654,-0.07331656,-0.03769922,0.078425534,0.037038766,-0.09671436,-0.06865766,0.0926307,0.01743609,-0.012898302,0.07777826,0.08524093,0.100837596,0.0347427,-0.035260778,-0.016503304,0.08600381,0.083551146,0.010760477,0.045487493,0.050619937,-0.07288348,-0.0423852,0.004797861,-0.033202283
Nc1nc(N)nc(N)n1,-0.06833539,-0.01618746,0.047900483,-0.10147795,0.042489134,0.096349664,-0.10432003,-0.016874477,0.036682293,0.05024997,0.017405083,0.08884683,0.14510117,-0.057360254,0.069777995,0.10802779,-0.10361884,0.020265296,0.102795064,0.025675477,0.11045334,0.053814232,-0.029707132,-0.06291434,-0.013286553,-0.08902255,0.005405654,0.037760675,-0.033881728,-0.124080434,0.00067165215,-0.073316045,-0.037699904,0.07842155,0.03704013,-0.09671496,-0.06866198,0.09262834,0.017438203,-0.012899872,0.0777771,0.08524675,0.10083313,0.034741126,-0.03526185,-0.016500572,0.08600182,0.08355139,0.010762932,0.04548913,0.050621435,-0.0728827,-0.0423823,0.004795568,-0.033201165
CN(C)CCN,-0.0683355,-0.016191363,0.047898814,-0.10147646,0.042487994,0.096348085,-0.10431805,-0.016873773,0.036684886,0.05025003,0.017405298,0.088846385,0.14509991,-0.057361364,0.069775365,0.10802199,-0.10361701,0.020263366,0.102798,0.02567382,0.1104511,0.05381455,-0.02970705,-0.062917195,-0.01328736,-0.08902283,0.005405792,0.037761427,-0.033882998,-0.1240797,0.0006742133,-0.07331433,-0.037700497,0.07842432,0.03703977,-0.09671473,-0.06865989,0.09262925,0.017439485,-0.012897713,0.07777991,0.08524195,0.10083632,0.034743864,-0.035259623,-0.016505014,0.086004436,0.08354987,0.010760589,0.04548974,0.050622664,-0.07288443,-0.042385153,0.004799422,-0.03320341
c1cnc2c(c1)ccc1cccnc12,-0.06833662,-0.016188372,0.047899235,-0.101477176,0.04248982,0.096349835,-0.104317926,-0.01687383,0.036684513,0.050247114,0.017403847,0.08884425,0.14509872,-0.057358883,0.06977491,0.10802269,-0.10361823,0.020262107,0.102796346,0.025675533,0.110452354,0.053817555,-0.02970807,-0.06291816,-0.013286604,-0.0890228,0.0054046223,0.037761122,-0.03388263,-0.12408114,0.0006737774,-0.07331615,-0.037700877,0.0784226,0.03703883,-0.09671415,-0.06866136,0.09262985,0.017438177,-0.012898482,0.077778004,0.085244186,0.1008362,0.03474251,-0.03526077,-0.016501993,0.0860036,0.08355069,0.01076111,0.045486778,0.050620694,-0.07288165,-0.042384297,0.00479702,-0.033201765
Cc1n[nH]c(C)c1Cc1c(C)n[nH]c1C,-0.06833646,-0.016187504,0.047899753,-0.1014779,0.042489305,0.09634903,-0.104319595,-0.016873514,0.03668329,0.050248165,0.017405277,0.08884594,0.145099,-0.05735989,0.06977499,0.10802485,-0.10361795,0.020263102,0.10279617,0.025676226,0.11045082,0.053816512,-0.029707085,-0.062915206,-0.01328597,-0.08902304,0.005404451,0.03776034,-0.033883307,-0.12408083,0.0006730156,-0.07331546,-0.0377019,0.07842089,0.037038274,-0.096714936,-0.06866205,0.09262981,0.01743922,-0.012900062,0.07777821,0.08524488,0.100835465,0.03474171,-0.03526109,-0.016501687,0.08600297,0.08355122,0.01076095,0.045489922,0.05062028,-0.072882876,-0.04238376,0.0047977967,-0.033203024
C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,-0.0683371,-0.01619156,0.04790042,-0.10147622,0.0424902,0.096347824,-0.1043155,-0.016874854,0.03668648,0.050247293,0.017402556,0.08884747,0.14509721,-0.057359897,0.06977528,0.108016744,-0.10361872,0.020259488,0.10279394,0.025678257,0.11045241,0.053816974,-0.029709736,-0.06292043,-0.013286211,-0.08902642,0.0054087425,0.037761644,-0.03388101,-0.12407948,0.0006765602,-0.07331678,-0.037699036,0.078425676,0.037037745,-0.09671153,-0.068660006,0.09263121,0.017435316,-0.012899026,0.07777833,0.085242614,0.1008386,0.03474107,-0.035259437,-0.016504735,0.08600614,0.08354972,0.010759177,0.045485534,0.05061883,-0.07288019,-0.0423837,0.0047968123,-0.03320095
CCCCCCCCCCCCn1ccnc1,-0.068335146,-0.016188912,0.04790169,-0.101475,0.042489395,0.09634918,-0.10431835,-0.01687539,0.036684714,0.050245885,0.017404456,0.08884746,0.1450983,-0.057360798,0.06977479,0.10802087,-0.10361829,0.020263065,0.1027946,0.025676792,0.11045019,0.053815283,-0.029708656,-0.06291643,-0.013285657,-0.08902316,0.0054051997,0.037760064,-0.03388289,-0.12407991,0.000674163,-0.073316105,-0.037699338,0.078423515,0.03703714,-0.09671481,-0.06865935,0.09262853,0.017436067,-0.012899797,0.077779904,0.08524399,0.100835584,0.034741983,-0.035262074,-0.01650082,0.086003214,0.08355074,0.010760823,0.04548764,0.050619196,-0.07288092,-0.042384572,0.004796314,-0.033202022
NC1CCCNC1,-0.0683358,-0.016190108,0.047899477,-0.10147648,0.042489,0.09634862,-0.104317635,-0.016873427,0.03668453,0.05024816,0.01740537,0.088845946,0.14509852,-0.057360575,0.069775,0.10802165,-0.10361795,0.020262115,0.102797225,0.025675317,0.11045104,0.053815737,-0.0297083,-0.06291727,-0.013286931,-0.08902304,0.0054050656,0.03776124,-0.03388312,-0.12408057,0.0006748,-0.073315054,-0.03770065,0.078423336,0.03703919,-0.09671452,-0.06866033,0.09262945,0.017439317,-0.012898356,0.077780195,0.085243255,0.100836284,0.034742765,-0.03525993,-0.01650367,0.08600473,0.083550155,0.010760395,0.04548884,0.050621167,-0.072882876,-0.042384446,0.0047989693,-0.03320331
Cc1ncc[nH]1,-0.06833571,-0.016189825,0.04789923,-0.1014771,0.042489573,0.096348986,-0.10431805,-0.016873633,0.03668423,0.050249267,0.017404536,0.08884587,0.1450991,-0.057359926,0.069775626,0.1080239,-0.10361841,0.020262837,0.1027971,0.025674617,0.11045279,0.053815912,-0.029707424,-0.062917195,-0.013287643,-0.08902286,0.005405345,0.03776115,-0.03388228,-0.124080524,0.00067370106,-0.07331508,-0.037700623,0.07842317,0.037040137,-0.096714556,-0.06866128,0.09262914,0.017439151,-0.0128986165,0.0777787,0.085244775,0.10083559,0.03474269,-0.035260323,-0.016503323,0.086003974,0.083550066,0.010761065,0.04548817,0.050622024,-0.07288271,-0.042383894,0.0047974847,-0.033202115
NC1CCCCC1N,-0.068335615,-0.016190019,0.047899872,-0.101476334,0.04248838,0.09634876,-0.10431788,-0.01687356,0.036684223,0.05024704,0.01740571,0.08884572,0.14509872,-0.05736074,0.06977479,0.108021244,-0.10361776,0.020262245,0.10279691,0.025675548,0.11045121,0.05381598,-0.029709099,-0.06291704,-0.0132872,-0.08902317,0.005405278,0.03776081,-0.03388319,-0.12408066,0.00067535695,-0.07331627,-0.037699874,0.07842244,0.03703867,-0.09671479,-0.06866022,0.09262956,0.017439097,-0.012898302,0.0777805,0.0852426,0.1008367,0.03474287,-0.035259876,-0.016503416,0.08600461,0.08355055,0.010760572,0.045489024,0.050621092,-0.072882794,-0.04238466,0.0047995457,-0.03320361
CC1CCNCC1,-0.0683357,-0.016190581,0.047899783,-0.10147627,0.04248891,0.09634882,-0.104317464,-0.016873598,0.036684863,0.050247714,0.017405141,0.08884624,0.14509878,-0.057360776,0.069775,0.10802089,-0.10361776,0.0202621,0.10279691,0.025675403,0.110451154,0.053815395,-0.029708117,-0.06291735,-0.013286728,-0.08902308,0.005405416,0.037761256,-0.03388298,-0.124080315,0.00067473296,-0.07331546,-0.037699737,0.078423925,0.037039075,-0.09671454,-0.06865945,0.092629366,0.017438333,-0.012898028,0.07777993,0.08524243,0.100836486,0.034742717,-0.035260286,-0.016503483,0.08600469,0.08355017,0.010760283,0.04548841,0.050620593,-0.07288286,-0.042384706,0.0047986023,-0.033203218
c1cc(N2CCNCC2)ccn1,-0.068336494,-0.016189467,0.04789964,-0.10147722,0.042489357,0.09634904,-0.10431775,-0.016873397,0.03668467,0.050247967,0.017404772,0.08884528,0.1450982,-0.057359647,0.06977514,0.10802228,-0.10361848,0.020261161,0.10279666,0.025675489,0.11045247,0.053816646,-0.029708102,-0.062918104,-0.013286291,-0.089022994,0.0054049185,0.03776083,-0.033882935,-0.12408055,0.00067448895,-0.07331638,-0.03770019,0.07842342,0.037039153,-0.09671396,-0.06866017,0.092630334,0.017438078,-0.012898788,0.07777896,0.08524321,0.10083682,0.034742087,-0.035260346,-0.016502898,0.086004406,0.083550945,0.010760425,0.045487158,0.05062037,-0.072882645,-0.042384222,0.004797817,-0.033202484
c1cc(CCc2ccncc2)ccn1,-0.06833606,-0.01618988,0.047899835,-0.10147689,0.04248946,0.096349604,-0.10431764,-0.016873593,0.0366851,0.050246604,0.01740361,0.0888442,0.1450978,-0.05735859,0.069774404,0.10802178,-0.10361875,0.02026099,0.10279653,0.025675504,0.11045271,0.05381755,-0.029708132,-0.06291896,-0.013286307,-0.089022964,0.0054050693,0.037760362,-0.033882752,-0.12408078,0.0006739842,-0.07331688,-0.03769999,0.07842301,0.037039302,-0.09671392,-0.06865994,0.09263089,0.017437384,-0.012899028,0.077778146,0.085243315,0.100837335,0.034741953,-0.03526013,-0.016502671,0.08600416,0.08355089,0.010760048,0.045486487,0.05061977,-0.07288168,-0.04238429,0.0047973786,-0.0332013
Cc1cccnc1,-0.068336315,-0.016189825,0.047898952,-0.10147711,0.04248944,0.09634918,-0.10431766,-0.016873088,0.036684524,0.05024846,0.017404871,0.0888453,0.14509878,-0.057359986,0.06977488,0.10802224,-0.10361827,0.020261835,0.10279724,0.025674852,0.11045246,0.053816628,-0.029707849,-0.06291787,-0.013287665,-0.089022905,0.0054051476,0.037761405,-0.033882562,-0.12408069,0.0006744126,-0.07331526,-0.037700806,0.07842324,0.037039816,-0.09671443,-0.0686607,0.09262969,0.017439293,-0.012897907,0.077779084,0.08524367,0.10083653,0.03474298,-0.035259914,-0.016503561,0.086004764,0.08355002,0.010760238,0.045488037,0.05062135,-0.07288283,-0.042384464,0.0047984635,-0.033202633
CC(=N)N,-0.06833415,-0.016191095,0.047899473,-0.10147622,0.0424897,0.09634916,-0.10431789,-0.016873786,0.036684036,0.05024784,0.017403383,0.08884466,0.1450992,-0.057359237,0.06977528,0.10802415,-0.10361795,0.020264085,0.10279847,0.025673637,0.110452764,0.053816088,-0.029707015,-0.06291677,-0.013289552,-0.08902243,0.005405319,0.03776139,-0.033882417,-0.12408073,0.00067295786,-0.07331456,-0.0377004,0.07842159,0.037041835,-0.09671561,-0.06866205,0.09262809,0.01744027,-0.012897946,0.07777881,0.08524567,0.100835145,0.034742717,-0.035259936,-0.016503751,0.086003624,0.08354938,0.010760779,0.04549002,0.05062321,-0.07288201,-0.042383946,0.0047982484,-0.033202153
NCCCCCCCN,-0.06833558,-0.016190235,0.04790064,-0.10147555,0.04248885,0.09634822,-0.104317546,-0.016874067,0.03668467,0.050247096,0.017405394,0.088847294,0.14509818,-0.057361104,0.069775395,0.10802012,-0.10361853,0.020261541,0.10279573,0.025675973,0.1104513,0.053815305,-0.029709278,-0.062917665,-0.013286706,-0.08902341,0.005405725,0.037760995,-0.03388275,-0.12407961,0.00067568105,-0.07331602,-0.03769934,0.0784244,0.03703863,-0.09671421,-0.068659194,0.09262935,0.01743754,-0.012898436,0.07778077,0.085243195,0.10083671,0.03474207,-0.035260465,-0.016503157,0.086004846,0.08355043,0.010760209,0.045487966,0.050620228,-0.07288214,-0.04238429,0.004798447,-0.03320307
CCN(CC)CCN,-0.06833558,-0.016190793,0.047900014,-0.1014762,0.042488605,0.0963481,-0.1043179,-0.016873766,0.036684573,0.050248593,0.017405357,0.08884682,0.1450994,-0.057361208,0.069775775,0.108021654,-0.10361785,0.020262271,0.102797,0.025674978,0.1104519,0.05381447,-0.02970797,-0.06291741,-0.013287256,-0.089022934,0.005405565,0.037761256,-0.033883028,-0.124079525,0.0006747218,-0.073315114,-0.03769953,0.07842418,0.037039783,-0.09671436,-0.06865941,0.09262904,0.017438421,-0.012897786,0.07777999,0.08524293,0.100836635,0.034742616,-0.03526037,-0.016503623,0.086004674,0.083550155,0.010760417,0.04548879,0.050621245,-0.072883226,-0.04238426,0.004798835,-0.033203155
Cc1cccc(N)c1,-0.06833621,-0.016189307,0.04789896,-0.101477265,0.04248944,0.09634872,-0.1043184,-0.016873328,0.036683373,0.05024848,0.017405974,0.0888459,0.1450985,-0.057360366,0.06977491,0.10802354,-0.10361839,0.020262267,0.10279695,0.025675496,0.11045146,0.05381676,-0.029709069,-0.06291638,-0.013287563,-0.08902311,0.0054050097,0.03776045,-0.033882983,-0.12408073,0.00067491364,-0.0733153,-0.03770122,0.07842115,0.037039034,-0.096714556,-0.068662375,0.09262937,0.01744064,-0.012898853,0.07778025,0.085244656,0.10083608,0.03474305,-0.03525943,-0.016503632,0.086004555,0.08355004,0.010760481,0.045489434,0.050621856,-0.07288277,-0.042383805,0.0047993027,-0.033203244
C1CNCCNC1,-0.06833552,-0.016190205,0.047900207,-0.10147612,0.04248853,0.09634827,-0.10431773,-0.016874034,0.036685202,0.050247975,0.017404318,0.088846,0.14509839,-0.057359807,0.06977552,0.108021595,-0.10361846,0.020261597,0.10279646,0.02567522,0.11045213,0.05381546,-0.029708048,-0.06291855,-0.013286011,-0.08902311,0.0054052146,0.037760615,-0.03388287,-0.12407969,0.0006744312,-0.073316015,-0.03769982,0.07842471,0.037039183,-0.09671373,-0.06865934,0.09263018,0.017437229,-0.012899194,0.07777939,0.08524333,0.100836895,0.034741905,-0.035260554,-0.016503133,0.086004205,0.08355101,0.010760829,0.045487016,0.05062076,-0.07288225,-0.042384103,0.004797588,-0.03320185
CCCNCCC,-0.06833552,-0.016190495,0.04790032,-0.10147555,0.04248915,0.09634834,-0.10431716,-0.016874187,0.036685105,0.050248247,0.017405048,0.08884728,0.14509898,-0.057361312,0.069775805,0.10802065,-0.103618175,0.020262089,0.10279641,0.025675347,0.110451564,0.053814504,-0.02970833,-0.06291753,-0.013287157,-0.08902305,0.0054053897,0.0377616,-0.033882782,-0.124079466,0.0006749751,-0.07331463,-0.037699707,0.078424975,0.037039362,-0.09671435,-0.06865937,0.09262837,0.017438013,-0.012897767,0.0777804,0.08524362,0.100836046,0.034742467,-0.03526092,-0.016503138,0.086004876,0.0835499,0.010760574,0.045487992,0.05062097,-0.07288234,-0.042384326,0.0047980435,-0.033202857
CC(C)NC(C)C,-0.068334885,-0.016191468,0.047900528,-0.1014758,0.042488977,0.09634816,-0.10431795,-0.01687438,0.036684357,0.050247896,0.017405124,0.088846974,0.14509958,-0.0573612,0.069775924,0.10802193,-0.10361797,0.020262819,0.102796726,0.025675291,0.1104517,0.05381407,-0.029708575,-0.06291681,-0.0132875,-0.089023024,0.0054059653,0.037760727,-0.03388296,-0.12407934,0.00067468826,-0.07331534,-0.03769846,0.07842331,0.037039842,-0.09671437,-0.06865962,0.092628375,0.017438293,-0.012897842,0.07778028,0.08524327,0.1008363,0.03474258,-0.035260264,-0.016503448,0.08600445,0.08354968,0.010760481,0.04548908,0.050621178,-0.07288265,-0.04238382,0.0047986507,-0.03320273
CC1CNCC(C)N1,-0.068335496,-0.016190529,0.047900237,-0.10147616,0.04248909,0.09634871,-0.10431762,-0.016873686,0.03668474,0.05024727,0.01740482,0.08884603,0.14509933,-0.057360463,0.0697753,0.108021475,-0.10361784,0.020262241,0.10279687,0.025675425,0.11045183,0.053815097,-0.029708039,-0.06291725,-0.013287194,-0.089022934,0.0054052575,0.03776118,-0.033883035,-0.124079965,0.0006743958,-0.07331541,-0.037699364,0.07842344,0.03703957,-0.096714556,-0.06865967,0.09262886,0.01743829,-0.012897741,0.077779606,0.085243225,0.10083659,0.03474246,-0.035260733,-0.016502937,0.08600445,0.083550125,0.010760492,0.045488417,0.05062064,-0.072882436,-0.042384222,0.004798496,-0.033202894
CC1CN(C)CC(C)N1,-0.06833532,-0.016190749,0.047900233,-0.10147614,0.042488962,0.09634869,-0.10431806,-0.016873797,0.036684576,0.050247267,0.017404828,0.08884622,0.14509983,-0.0573607,0.069775224,0.10802175,-0.10361758,0.020262681,0.10279685,0.025675235,0.1104519,0.053814743,-0.029707786,-0.06291709,-0.013287483,-0.089022815,0.005405453,0.037761003,-0.03388305,-0.124079786,0.000674122,-0.07331522,-0.03769909,0.07842334,0.03703972,-0.09671474,-0.06865943,0.09262867,0.017438147,-0.0128975045,0.07777928,0.08524306,0.10083672,0.03474268,-0.035260823,-0.016502883,0.08600423,0.08354991,0.010760477,0.045488734,0.050620664,-0.07288256,-0.042384245,0.004798552,-0.033202797
C1N2CN3CN1CN(C2)C3,-0.06833373,-0.016192164,0.04790157,-0.10147515,0.042487346,0.09634829,-0.104319036,-0.016875308,0.0366861,0.05024713,0.017402707,0.08884551,0.1451011,-0.057359956,0.06977546,0.1080223,-0.10361751,0.020264152,0.102796644,0.025673466,0.11045292,0.05381336,-0.02970599,-0.06291849,-0.013286779,-0.08902195,0.005406148,0.037760116,-0.03388284,-0.12407836,0.000672278,-0.07331589,-0.037697773,0.07842505,0.0370403,-0.09671493,-0.06865705,0.09262918,0.017435422,-0.012897935,0.07777737,0.08524237,0.10083738,0.034742706,-0.035261568,-0.016502436,0.086002156,0.083550595,0.010761369,0.04548748,0.050620705,-0.072882876,-0.042384714,0.004797071,-0.03320039
c1c[nH]c(-c2ncc[nH]2)n1,-0.068336666,-0.01618838,0.047899447,-0.10147719,0.042489618,0.09634963,-0.10431786,-0.016874228,0.0366845,0.05024977,0.017405013,0.088846676,0.145099,-0.05736056,0.06977596,0.10802303,-0.10361852,0.020262752,0.10279556,0.025675582,0.11045207,0.0538159,-0.029707795,-0.06291722,-0.013285933,-0.08902307,0.0054054866,0.037761375,-0.033881877,-0.12408078,0.0006738687,-0.07331558,-0.037700776,0.07842444,0.03703838,-0.09671405,-0.06866066,0.09262951,0.017437832,-0.012899242,0.07777867,0.08524389,0.100834996,0.0347428,-0.03526094,-0.016502341,0.086003825,0.08355062,0.01076144,0.04548683,0.05062088,-0.0728828,-0.0423844,0.004796152,-0.033202056
CCN1CCNCC1,-0.068335034,-0.016190886,0.04790036,-0.10147584,0.042489022,0.096348576,-0.104317345,-0.016873881,0.036684986,0.050248373,0.017404739,0.08884664,0.14509939,-0.057360694,0.06977586,0.10802171,-0.10361798,0.02026271,0.102797024,0.025674867,0.11045193,0.053814262,-0.029707544,-0.06291713,-0.013287067,-0.089022666,0.0054052966,0.0377613,-0.03388283,-0.124079645,0.0006739916,-0.07331488,-0.037699416,0.0784245,0.037040062,-0.096714675,-0.06865946,0.09262832,0.01743814,-0.012898028,0.077779844,0.085243545,0.100835815,0.034742426,-0.035260994,-0.016503215,0.08600436,0.0835502,0.010760754,0.0454883,0.05062127,-0.07288263,-0.042384274,0.0047978563,-0.033202633
Cc1nccn1CCCCn1ccnc1C,-0.06833568,-0.016189858,0.047900368,-0.101476446,0.04248985,0.09634861,-0.10431809,-0.01687387,0.03668445,0.050247625,0.0174044,0.088846415,0.14509785,-0.05736006,0.06977522,0.108022556,-0.103618816,0.0202615,0.10279643,0.02567579,0.11045253,0.053815957,-0.029708115,-0.06291778,-0.013287099,-0.08902311,0.0054052034,0.037760682,-0.033883028,-0.12408044,0.00067434926,-0.0733155,-0.037700046,0.07842331,0.03703964,-0.09671439,-0.068660095,0.09262944,0.017437683,-0.012898989,0.07777892,0.08524488,0.10083658,0.0347415,-0.035260808,-0.016502425,0.08600421,0.08355033,0.010760307,0.045487657,0.05062026,-0.072881654,-0.04238354,0.0047973357,-0.033202097
c1cc(Nc2ccncc2)ccn1,-0.06833635,-0.016189378,0.04789979,-0.101477005,0.042489983,0.09634965,-0.104317494,-0.016873695,0.03668487,0.050247468,0.017404016,0.088844955,0.14509828,-0.057359226,0.069774985,0.10802227,-0.103618704,0.020261556,0.102796406,0.025675459,0.110452645,0.053817086,-0.029707916,-0.06291811,-0.013286665,-0.08902289,0.0054050284,0.037761092,-0.03388241,-0.12408069,0.00067409594,-0.073316365,-0.037700206,0.07842329,0.037039235,-0.09671414,-0.0686605,0.09262997,0.017437939,-0.0128986165,0.07777847,0.08524379,0.100836344,0.034742266,-0.0352606,-0.016502492,0.08600415,0.08355056,0.010760445,0.04548678,0.050620236,-0.0728821,-0.042384356,0.004797071,-0.03320192
c1cc(Cn2ccnc2)cc(Cn2ccnc2)c1,-0.06833643,-0.016189639,0.047899965,-0.10147646,0.042488948,0.09634893,-0.104318105,-0.016874202,0.036685117,0.0502468,0.017403893,0.08884527,0.1450972,-0.057359375,0.0697742,0.10802097,-0.10361868,0.020260878,0.10279591,0.025675679,0.11045206,0.053817686,-0.02970849,-0.06291935,-0.0132859945,-0.08902332,0.005405511,0.037760273,-0.033882782,-0.124080494,0.00067481864,-0.073317155,-0.037700355,0.0784236,0.03703815,-0.096713796,-0.06865967,0.09263139,0.017436733,-0.012899436,0.0777787,0.08524287,0.1008379,0.03474226,-0.03525995,-0.01650283,0.086004026,0.08355105,0.010759899,0.045486495,0.050619766,-0.07288197,-0.04238472,0.0047974866,-0.033201747
CCNC1CC(C)(C)NC(C)(C)C1,-0.06833508,-0.016190134,0.047901127,-0.10147594,0.042489268,0.096348345,-0.104318395,-0.016875068,0.036684062,0.050246418,0.017404944,0.088847086,0.14509971,-0.05736123,0.06977595,0.10802171,-0.10361809,0.020262714,0.10279504,0.02567684,0.110451795,0.05381445,-0.029709715,-0.06291683,-0.013287371,-0.089023724,0.005406254,0.037760332,-0.03388296,-0.124079734,0.00067498814,-0.07331563,-0.037698045,0.078422435,0.037038766,-0.096714035,-0.06865971,0.09262836,0.017437201,-0.0128980465,0.07777935,0.085244045,0.10083647,0.034741662,-0.035260823,-0.0165019,0.08600405,0.08354964,0.010761067,0.04548849,0.050619863,-0.07288115,-0.04238297,0.0047979737,-0.033201993
