smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54,encoded_mdes_55,encoded_mdes_56,encoded_mdes_57,encoded_mdes_58,encoded_mdes_59,encoded_mdes_60,encoded_mdes_61,encoded_mdes_62,encoded_mdes_63,encoded_mdes_64,encoded_mdes_65,encoded_mdes_66,encoded_mdes_67,encoded_mdes_68,encoded_mdes_69,encoded_mdes_70,encoded_mdes_71,encoded_mdes_72,encoded_mdes_73,encoded_mdes_74,encoded_mdes_75,encoded_mdes_76,encoded_mdes_77,encoded_mdes_78,encoded_mdes_79,encoded_mdes_80,encoded_mdes_81,encoded_mdes_82,encoded_mdes_83,encoded_mdes_84,encoded_mdes_85,encoded_mdes_86,encoded_mdes_87,encoded_mdes_88,encoded_mdes_89,encoded_mdes_90,encoded_mdes_91,encoded_mdes_92,encoded_mdes_93,encoded_mdes_94,encoded_mdes_95,encoded_mdes_96,encoded_mdes_97,encoded_mdes_98,encoded_mdes_99,encoded_mdes_100,encoded_mdes_101,encoded_mdes_102,encoded_mdes_103,encoded_mdes_104,encoded_mdes_105,encoded_mdes_106,encoded_mdes_107
C1CN=C2NCCCN2C1,-0.06790892,0.05050324,0.03242622,0.002936461,0.014538676,0.05361242,-0.03864378,-0.027718624,0.054689918,-0.011088278,0.043647222,-0.0068135597,-0.0573726,-0.07689278,-0.030944481,-0.03349845,0.06096988,0.00046997704,-0.012161143,-0.06367279,0.08004988,0.05049646,-0.060781177,0.008392651,0.0062722126,-0.051733576,-0.028996835,-0.06754857,0.03177486,0.054814838,-0.03446094,-0.05691912,-0.027698684,0.074370295,-0.073056,-0.039241105,0.008268602,-0.09964242,0.07882186,0.10174459,0.061343353,-0.06112631,0.017932951,-0.07061757,0.051188778,0.04470201,-0.020780731,0.06144819,0.03333825,0.013526637,-0.010964178,0.08330025,-0.03680741,-0.02898027,0.041317064,-0.0069667576,0.1033418,-0.025593493,0.001058273,0.06434059,-0.03217347,0.009327138,0.025231902,0.025551945,0.016741883,0.084637515,-0.043812253,-0.044341236,-0.0016195662,-0.073217794,-0.018300787,-0.021879416,0.028976824,0.056932714,0.041360244,0.07119659,-0.09857239,-0.031024119,-0.103254095,-0.03942793,-0.07342979,-0.085200414,-0.04835195,0.04190436,-0.06428735,0.048586436,-0.0152507685,0.041706264,-0.03590525,0.011880898,0.08922367,-0.075775474,-0.01076982,-0.013123743,0.010439619,-0.028592346,0.097219996,-0.007445922,-0.009706074,-0.03350934,0.08372762,0.01120767,0.012775571,0.03938719,0.014531365,0.051923,0.0484445,0.050975725
C=CCC1(CC=C)CCN2CCC(CC=C)(CC=C)NC2=N1,-0.06777661,0.050853893,0.032403067,0.0028634043,0.014473515,0.053542912,-0.038776368,-0.027892543,0.054766573,-0.0109446235,0.043763164,-0.0069154166,-0.057164706,-0.07678914,-0.031196851,-0.03348769,0.060717646,0.00031512743,-0.012321521,-0.06360958,0.07988879,0.050713018,-0.060830396,0.008527162,0.0064956537,-0.05183774,-0.028961608,-0.06743756,0.031790327,0.05451396,-0.034574028,-0.056731462,-0.027446104,0.074451946,-0.07343476,-0.039282307,0.008141651,-0.09967382,0.07869975,0.1016842,0.061083194,-0.061289623,0.017795797,-0.07056176,0.051212154,0.044895627,-0.020686395,0.061505616,0.03326666,0.013540393,-0.011090608,0.08339316,-0.03673388,-0.02914353,0.041373778,-0.00701781,0.10339862,-0.025428182,0.0009445399,0.06438368,-0.032183267,0.009372463,0.02526721,0.025299322,0.016920773,0.084655814,-0.04356532,-0.044485398,-0.0015200931,-0.07328727,-0.018571023,-0.02186635,0.02904867,0.05681581,0.04157651,0.071346626,-0.098414406,-0.0311083,-0.10334933,-0.039346345,-0.07337649,-0.08507319,-0.048296835,0.041826896,-0.06433811,0.048461024,-0.015616406,0.041543655,-0.035975438,0.011851245,0.08944295,-0.075974815,-0.011084159,-0.013364136,0.010378461,-0.028874764,0.097084224,-0.0073060542,-0.0096291695,-0.03331923,0.08357528,0.011349626,0.012733026,0.039417833,0.014650224,0.051969625,0.04845272,0.050993994
c1ccc(C2(c3ccccc3)CCN3CCC(c4ccccc4)(c4ccccc4)NC3=N2)cc1,-0.06763972,0.05113773,0.032402284,0.0027662525,0.014410766,0.05353141,-0.038877275,-0.028053863,0.054846607,-0.010804345,0.043891016,-0.007050764,-0.056944244,-0.076695435,-0.031459443,-0.033522826,0.06046762,0.00020278525,-0.012486406,-0.063535325,0.079747476,0.05092453,-0.060865052,0.008599542,0.0066373795,-0.051905785,-0.02894618,-0.06735146,0.03176925,0.054301277,-0.0346469,-0.056538094,-0.027169237,0.07457784,-0.07376321,-0.039365657,0.008059355,-0.09976611,0.078522995,0.101668596,0.06082223,-0.061450183,0.017660288,-0.07054765,0.051228937,0.045059375,-0.020635752,0.061539184,0.033182427,0.013531214,-0.011151757,0.08345626,-0.036692858,-0.029303107,0.04140772,-0.007048712,0.10342617,-0.025296267,0.0008288622,0.064427875,-0.032183807,0.009424403,0.025265183,0.025051635,0.017109068,0.08467676,-0.043336768,-0.044618852,-0.0014556386,-0.07340138,-0.018774258,-0.02178901,0.02910654,0.05673191,0.041785568,0.071479365,-0.098292805,-0.03116848,-0.10342958,-0.03928766,-0.07331005,-0.08497236,-0.04827132,0.041708767,-0.06438441,0.04836508,-0.015943289,0.04136017,-0.036079295,0.01186246,0.08960846,-0.07613356,-0.011383986,-0.0136120245,0.010297712,-0.029135982,0.09697125,-0.007229807,-0.00956942,-0.03319883,0.08348243,0.011470629,0.012695012,0.039426297,0.014743198,0.051948816,0.048462987,0.05098291
NCCN1CCNCC1,-0.06796029,0.05033185,0.03244519,0.0029733283,0.014576806,0.053629,-0.03857038,-0.027628442,0.054650478,-0.011169419,0.04359018,-0.0067731887,-0.057470866,-0.07694338,-0.030790687,-0.03350149,0.061081905,0.0005561849,-0.012081943,-0.063703924,0.08009656,0.050384697,-0.060775112,0.008329825,0.0061313016,-0.051680557,-0.029015156,-0.06759282,0.031749874,0.054972652,-0.03440035,-0.056999322,-0.027829835,0.07435877,-0.07286042,-0.03921978,0.008346065,-0.099626705,0.078877166,0.101778775,0.061474867,-0.061055437,0.018020943,-0.07062405,0.051181927,0.044605896,-0.020829473,0.061420534,0.033358246,0.013510624,-0.01089775,0.083232805,-0.036839962,-0.028899329,0.04130346,-0.0069271633,0.10331662,-0.025675673,0.0011198372,0.0643415,-0.03215452,0.009305129,0.025194122,0.025688782,0.016640997,0.08464355,-0.043936253,-0.044275127,-0.001676661,-0.07318766,-0.018162305,-0.02189436,0.028948033,0.05699249,0.04126477,0.07112129,-0.09865722,-0.030982763,-0.10319772,-0.03943792,-0.07346486,-0.08527006,-0.048383787,0.041933514,-0.06427425,0.048636742,-0.0150742605,0.041780308,-0.035873882,0.011898301,0.08911865,-0.07567782,-0.010607009,-0.013002433,0.010467969,-0.028481074,0.097303554,-0.00751751,-0.009768484,-0.033613704,0.08382282,0.011149649,0.01277881,0.039390508,0.014466453,0.051914018,0.048448235,0.05098255
Nc1cccnc1,-0.067869365,0.050580736,0.032436717,0.0029272,0.014528362,0.05358372,-0.038680874,-0.027750554,0.05471378,-0.01105301,0.04366183,-0.0068365075,-0.057342794,-0.07687642,-0.031001987,-0.03347801,0.06092015,0.00043950696,-0.0121890865,-0.06365134,0.07999496,0.05054506,-0.060800884,0.008409429,0.0063019637,-0.05174443,-0.028984189,-0.06751399,0.031749155,0.054752275,-0.03448565,-0.05688198,-0.02765031,0.074386075,-0.073138036,-0.039228316,0.008226599,-0.09966292,0.078794904,0.10174139,0.06129747,-0.0611556,0.017917402,-0.070616126,0.051196136,0.044728838,-0.020777391,0.06147499,0.033317238,0.013528987,-0.010991197,0.08332619,-0.036788233,-0.029016739,0.041335702,-0.006951306,0.10333254,-0.02556295,0.0010105893,0.0643715,-0.03218115,0.009345625,0.025228458,0.025499757,0.01676863,0.08462617,-0.04378172,-0.044373926,-0.0016013863,-0.07323024,-0.018365366,-0.021862313,0.028981816,0.056887437,0.041391715,0.07121824,-0.098535374,-0.03105884,-0.10326903,-0.039417576,-0.07343436,-0.085174754,-0.048329316,0.041871782,-0.0642994,0.0485575,-0.015326556,0.041671537,-0.035913207,0.011858001,0.08926812,-0.07581479,-0.010826006,-0.013171367,0.010425448,-0.02864528,0.097202666,-0.0074301013,-0.009704391,-0.033471648,0.083715394,0.011230137,0.0127786985,0.039398853,0.014555382,0.051919177,0.04845745,0.05097083
CCCN,-0.06801999,0.05020591,0.03246395,0.0029941862,0.014592169,0.053619694,-0.038502146,-0.027561242,0.05461955,-0.011239108,0.043549273,-0.006730549,-0.057545345,-0.07699583,-0.030659545,-0.033482492,0.06116107,0.0006352491,-0.012015738,-0.06371901,0.08013055,0.05031293,-0.060767706,0.008298678,0.006004585,-0.051635806,-0.029034259,-0.06761181,0.0317157,0.055107392,-0.03435341,-0.05705002,-0.027952194,0.07435371,-0.07270063,-0.03920792,0.008411396,-0.09959963,0.078911476,0.10180356,0.061581466,-0.061017532,0.018103022,-0.07061975,0.051181905,0.044531193,-0.02086235,0.06139198,0.03338883,0.013481086,-0.010839485,0.08316256,-0.03685599,-0.028826248,0.04128815,-0.0068763746,0.10330522,-0.025747605,0.0011733174,0.06435332,-0.032122243,0.009306153,0.025163058,0.025788035,0.016549643,0.084665224,-0.044054717,-0.044243466,-0.001729941,-0.07315794,-0.018031798,-0.021921275,0.028921328,0.057044555,0.041159596,0.07107887,-0.09869564,-0.030965012,-0.10315743,-0.039430995,-0.07348131,-0.08532284,-0.048408166,0.041949306,-0.06426774,0.048670154,-0.014938675,0.041822754,-0.035848595,0.011911343,0.08903378,-0.07558605,-0.01047522,-0.012893748,0.010501381,-0.028405203,0.09735419,-0.007573355,-0.009833278,-0.03371658,0.08393055,0.01111944,0.012779753,0.039402932,0.014406875,0.051900283,0.04846189,0.05099141
NC1CN2CCC1CC2,-0.06793351,0.05041081,0.032446515,0.0029668072,0.014563832,0.05363012,-0.038602144,-0.027668571,0.054674923,-0.01112865,0.043608505,-0.0067908205,-0.05742575,-0.07691975,-0.030856855,-0.033497743,0.06103481,0.00051349495,-0.012111571,-0.063693605,0.08006643,0.050440855,-0.060780488,0.008355714,0.006185252,-0.05170939,-0.029011525,-0.06757013,0.03175926,0.05491081,-0.034431774,-0.056965522,-0.027764615,0.07437493,-0.07294115,-0.03922198,0.008316342,-0.09963322,0.07885089,0.10176467,0.061407227,-0.06108827,0.017978992,-0.07061885,0.05118552,0.044646725,-0.020819845,0.06143424,0.033340894,0.013515515,-0.010931,0.08327022,-0.036832552,-0.028932149,0.041303404,-0.006938367,0.10332892,-0.025629554,0.0010909177,0.0643472,-0.03216302,0.00931444,0.02520496,0.025631651,0.016684618,0.08463591,-0.04388045,-0.04430151,-0.0016532387,-0.07319195,-0.018224346,-0.021883892,0.028964574,0.05696651,0.04131089,0.07115765,-0.09861404,-0.030992448,-0.10322906,-0.03942975,-0.073447414,-0.08523183,-0.048365667,0.041918587,-0.06427391,0.048612483,-0.015155289,0.041737944,-0.035890087,0.011888902,0.08917265,-0.07572703,-0.010677176,-0.013062414,0.010455642,-0.028538197,0.097263336,-0.007493042,-0.009739051,-0.033565976,0.08378352,0.011187239,0.012769769,0.039386507,0.014490677,0.051921546,0.04844793,0.050974764
NC1CCNC1,-0.067983046,0.050259493,0.032460544,0.0029860595,0.014596218,0.053624712,-0.03853705,-0.027588284,0.054632004,-0.011206029,0.043567672,-0.006750863,-0.057514157,-0.07696819,-0.030718423,-0.033495758,0.061130412,0.0006004935,-0.012043256,-0.063714564,0.0801139,0.050340123,-0.06077428,0.008305281,0.006054925,-0.0516564,-0.029025374,-0.067608885,0.03173737,0.055048537,-0.034367625,-0.05703495,-0.027897308,0.07436531,-0.07276713,-0.03921196,0.008380359,-0.099607855,0.078895286,0.10179033,0.0615341,-0.061024245,0.018070038,-0.07062651,0.051183302,0.044560116,-0.020855026,0.061402924,0.03336528,0.013503073,-0.010862961,0.08319769,-0.036855623,-0.028862715,0.041299336,-0.0069015175,0.10330439,-0.025714302,0.0011460744,0.06435146,-0.032142926,0.00929912,0.02517565,0.025744624,0.016588852,0.0846447,-0.044003163,-0.044248573,-0.0017048302,-0.07317255,-0.018092344,-0.021904446,0.028927574,0.057018783,0.04120626,0.07109056,-0.098688416,-0.030970417,-0.10317831,-0.03943623,-0.07347907,-0.08530954,-0.04839984,0.041947547,-0.06426943,0.048658196,-0.01499569,0.041810088,-0.035862118,0.0119041735,0.089074925,-0.0756372,-0.010526897,-0.012940478,0.010479182,-0.028437054,0.09733918,-0.0075513194,-0.009802381,-0.033671632,0.08387711,0.011137009,0.012780598,0.039394572,0.014435685,0.05190559,0.048454553,0.050988298
NCCCNCCCCNCCCN,-0.06795198,0.05034227,0.03244079,0.0029662335,0.01456699,0.053630754,-0.038574446,-0.027631499,0.054647204,-0.011161344,0.04359429,-0.0067832656,-0.057457913,-0.07693697,-0.03079979,-0.03349205,0.06107185,0.00054450706,-0.012089014,-0.06370272,0.08009684,0.05039014,-0.060775932,0.008330766,0.006143216,-0.051688854,-0.02900407,-0.06759161,0.03175356,0.05495863,-0.034405675,-0.056987233,-0.027822837,0.07435506,-0.07287788,-0.039229866,0.008341716,-0.09963201,0.07887775,0.10177007,0.061463233,-0.061059125,0.018007351,-0.07062674,0.051168818,0.044613935,-0.020821258,0.061425075,0.03335028,0.013501447,-0.010899957,0.083237804,-0.036834054,-0.028901942,0.0412988,-0.0069257235,0.10331857,-0.025676683,0.0011146776,0.064339116,-0.032152668,0.009312152,0.025202442,0.025674406,0.016638082,0.084643155,-0.043922875,-0.04427788,-0.0016778978,-0.07319781,-0.018162217,-0.02189774,0.028953768,0.056984577,0.04127506,0.07113392,-0.09864791,-0.030988745,-0.10319878,-0.039440423,-0.07346394,-0.08526638,-0.048378948,0.04193891,-0.06427283,0.048626818,-0.015081581,0.041773185,-0.035865843,0.011901435,0.08912924,-0.0756893,-0.010619622,-0.0130100995,0.010465737,-0.028490094,0.09729786,-0.0075114043,-0.0097632725,-0.033599265,0.08380772,0.011154676,0.01277751,0.039389454,0.014481536,0.051912036,0.048450287,0.05098246
NCC1CCCCN1,-0.06797236,0.05028883,0.032457467,0.0029850202,0.014587192,0.053628415,-0.038548753,-0.027604328,0.054642525,-0.011190269,0.04357539,-0.0067599826,-0.057495046,-0.07695846,-0.030744828,-0.033496402,0.061110977,0.0005828398,-0.012060802,-0.06371328,0.08010951,0.050357744,-0.060776163,0.008315256,0.006083386,-0.051666867,-0.029021898,-0.06760144,0.031741355,0.055017885,-0.03438518,-0.057018816,-0.027869638,0.07436411,-0.07280499,-0.03921297,0.008365701,-0.09961565,0.07888718,0.101787165,0.06150996,-0.061040297,0.01804161,-0.07062707,0.051180433,0.044576652,-0.02084405,0.06141048,0.033357456,0.013501093,-0.010876989,0.08321089,-0.036847867,-0.028875079,0.041298345,-0.006909093,0.103309505,-0.025702205,0.0011351854,0.06434605,-0.03214462,0.009302596,0.025184127,0.025722347,0.016607692,0.084644,-0.04397503,-0.044258915,-0.0016981428,-0.07317738,-0.018119087,-0.021901142,0.028936356,0.05700877,0.041231595,0.07110525,-0.09867548,-0.030972037,-0.10318583,-0.03943527,-0.07347404,-0.0852904,-0.048389476,0.041946027,-0.064269245,0.0486481,-0.015021943,0.04179306,-0.03586282,0.0119054215,0.08909453,-0.07565466,-0.0105558485,-0.012967017,0.010475479,-0.028456649,0.097323634,-0.007536689,-0.009786988,-0.03364884,0.08385564,0.011145223,0.012777488,0.039390743,0.014450476,0.051909894,0.048449907,0.050990112
C(=Cc1ccncc1)c1ccncc1,-0.06773258,0.0509123,0.032406688,0.0028479798,0.01446948,0.053547762,-0.03879322,-0.027920337,0.05478599,-0.010921782,0.043778483,-0.0069347993,-0.057132002,-0.07677266,-0.031240363,-0.0334775,0.060682997,0.00028967764,-0.012359265,-0.06359354,0.079864144,0.050747577,-0.060833327,0.008528303,0.0065327715,-0.05183208,-0.028948419,-0.067421265,0.031782717,0.054459743,-0.034579918,-0.056686282,-0.027390538,0.07447964,-0.073503226,-0.039283145,0.008103734,-0.09971142,0.07865868,0.10168,0.061041933,-0.061311483,0.017775582,-0.070590846,0.051204745,0.04491452,-0.020672562,0.061532244,0.033250615,0.0135358125,-0.011100985,0.08340979,-0.036734995,-0.029172651,0.041400906,-0.0070072245,0.1033898,-0.02540681,0.00090258196,0.06440234,-0.032190137,0.009378817,0.02525838,0.025245227,0.01695279,0.08465955,-0.04353325,-0.044498034,-0.0015000738,-0.07332148,-0.018613555,-0.021846632,0.029054357,0.05679176,0.041605998,0.07136876,-0.09839873,-0.031134319,-0.1033771,-0.039341748,-0.073363006,-0.08505272,-0.04828062,0.041790865,-0.06434864,0.048453525,-0.015674371,0.041502394,-0.0359794,0.011849822,0.08948714,-0.076020576,-0.011144839,-0.013407756,0.010354709,-0.028913243,0.097071365,-0.0072989305,-0.009613587,-0.033293568,0.08355795,0.0113581475,0.01274196,0.039418362,0.014675951,0.05196861,0.04844777,0.050995987
Nc1ccccn1,-0.06786842,0.050590158,0.03244153,0.0029256595,0.01452608,0.053585064,-0.038684558,-0.027755126,0.05471933,-0.0110497605,0.04366329,-0.0068407618,-0.057338074,-0.07687791,-0.031003809,-0.033476934,0.060917422,0.00043777144,-0.012189008,-0.063650265,0.079989746,0.050550535,-0.060802314,0.008412439,0.006302106,-0.051744398,-0.028983884,-0.06750663,0.031745825,0.054751944,-0.034489926,-0.056878135,-0.027646665,0.07439276,-0.0731406,-0.03922754,0.008223742,-0.09966569,0.07878883,0.10173828,0.061294563,-0.06115913,0.017914008,-0.07061448,0.051196262,0.044729225,-0.020775728,0.06147623,0.03331462,0.013526739,-0.01098863,0.083329484,-0.03678607,-0.029017735,0.04133485,-0.00695216,0.10333414,-0.025557516,0.0010094047,0.0643744,-0.03218007,0.009344136,0.02522803,0.025495328,0.016771594,0.08463091,-0.04377909,-0.04437737,-0.0015990273,-0.073228166,-0.01837132,-0.021864759,0.028982509,0.056886066,0.04139476,0.071217254,-0.09853216,-0.031059237,-0.103270024,-0.039413832,-0.07343306,-0.08517416,-0.048324067,0.041870974,-0.06430307,0.048556007,-0.015330926,0.041668117,-0.03591068,0.011859209,0.08927435,-0.07581894,-0.010828157,-0.013174098,0.010426469,-0.02865124,0.09720224,-0.0074293786,-0.009706983,-0.03347324,0.08371647,0.011234006,0.012776616,0.03939881,0.014555605,0.051920377,0.048457853,0.05097143
NCCNCCNCCNCCN,-0.06795166,0.05032725,0.032438647,0.0029682955,0.014570039,0.053629857,-0.038570814,-0.027620014,0.054638818,-0.011163831,0.043591365,-0.0067742616,-0.057465736,-0.07693738,-0.030796042,-0.033488765,0.061075546,0.0005513327,-0.0120892115,-0.06370106,0.08010279,0.050380286,-0.060776897,0.008323286,0.0061380137,-0.051688068,-0.029005732,-0.06759925,0.031756245,0.054964222,-0.03440043,-0.05698901,-0.027826509,0.07434875,-0.07287167,-0.039228298,0.008344844,-0.09963219,0.07888777,0.10177809,0.061471384,-0.061048545,0.018013373,-0.070631854,0.051172987,0.04460856,-0.020819625,0.06142291,0.03335274,0.0135025475,-0.010897588,0.08323285,-0.036835995,-0.028897569,0.04130006,-0.006919493,0.10331317,-0.025687061,0.0011128932,0.06433894,-0.0321547,0.009315801,0.025200129,0.025681172,0.016632618,0.08463618,-0.04393464,-0.044270154,-0.0016840859,-0.07319721,-0.01815417,-0.02189481,0.028951094,0.056985866,0.04126212,0.071132004,-0.098655395,-0.030988835,-0.10319589,-0.0394472,-0.07347262,-0.08527187,-0.04838427,0.041943483,-0.06426708,0.04863222,-0.015069813,0.041779004,-0.03586422,0.011898912,0.0891216,-0.07568228,-0.010611197,-0.013006821,0.010465875,-0.028480275,0.09730134,-0.007513706,-0.0097638015,-0.033601586,0.083811715,0.0111474395,0.012783247,0.03938462,0.014480586,0.051906154,0.048451405,0.050978925
CNCCNC,-0.068011686,0.050212476,0.032450736,0.00299004,0.014594482,0.053619023,-0.038514923,-0.027563961,0.05461052,-0.011228772,0.043551892,-0.0067294873,-0.057540126,-0.07698615,-0.030682456,-0.033490103,0.061149884,0.00062942086,-0.012030024,-0.0637199,0.08013698,0.05031156,-0.060768936,0.008302117,0.006024504,-0.05165096,-0.029034944,-0.06762303,0.031730052,0.05508544,-0.034355268,-0.057045802,-0.027936442,0.074344374,-0.0727264,-0.03921042,0.008405468,-0.09959234,0.07891411,0.10180465,0.06157057,-0.06101571,0.018091114,-0.07062301,0.05118204,0.04454445,-0.020857615,0.061389692,0.033389043,0.013488343,-0.010854602,0.08316459,-0.03685911,-0.028842578,0.041288573,-0.0068842806,0.10330786,-0.02574521,0.0011665747,0.06434165,-0.03212893,0.009304477,0.025172733,0.025780775,0.016559228,0.08465223,-0.04403884,-0.044238444,-0.0017218129,-0.073165715,-0.018045982,-0.02191217,0.02892419,0.057036057,0.041176863,0.0710848,-0.09869992,-0.030964922,-0.10316184,-0.039440725,-0.0734873,-0.08532316,-0.048412196,0.04195327,-0.06426275,0.04866953,-0.014950864,0.04182514,-0.03585602,0.011909282,0.08903573,-0.075596824,-0.010492267,-0.012907401,0.010493442,-0.028407028,0.097342126,-0.007562508,-0.00981324,-0.03369984,0.08390294,0.011121213,0.012779937,0.039399087,0.014419444,0.051898472,0.048456464,0.050990216
Cc1ccnc(N)c1,-0.067871995,0.05058907,0.032439895,0.0029243724,0.014524775,0.053584635,-0.038685773,-0.027754886,0.054716855,-0.011049781,0.043662608,-0.006838236,-0.057339262,-0.07687874,-0.031005003,-0.03348245,0.060916997,0.00043214345,-0.012186967,-0.06365456,0.07999076,0.05055051,-0.0608005,0.008412067,0.0063023632,-0.0517464,-0.028984863,-0.0675051,0.03175033,0.0547546,-0.03449111,-0.056884993,-0.027646134,0.07439153,-0.07313543,-0.039227422,0.008227614,-0.09966077,0.07879248,0.10173568,0.06129356,-0.061160054,0.01791,-0.0706065,0.051197007,0.044729166,-0.020779284,0.061472215,0.033315014,0.013529744,-0.010990547,0.08333048,-0.036786243,-0.029021107,0.04133056,-0.0069561247,0.103334814,-0.025560612,0.0010152869,0.06436868,-0.03218262,0.009339938,0.025230955,0.025502987,0.016776076,0.08462876,-0.043773912,-0.04437396,-0.0016006604,-0.07322932,-0.018367263,-0.021864347,0.028988104,0.056888852,0.04139973,0.07121788,-0.09853249,-0.031050975,-0.103266105,-0.039413244,-0.0734306,-0.0851717,-0.048325434,0.04187448,-0.06430062,0.04855334,-0.015326861,0.041670863,-0.03591371,0.011857015,0.089271195,-0.07581799,-0.010825349,-0.013175905,0.010424603,-0.028652454,0.09720208,-0.007430084,-0.009703999,-0.033470128,0.0837133,0.011235932,0.0127717415,0.039395697,0.01455414,0.05192052,0.048458807,0.05096917
CC1CNC(C)CN1,-0.067976445,0.05028794,0.032453854,0.0029824758,0.014587274,0.053630777,-0.038549185,-0.027603637,0.05463707,-0.011188431,0.043574378,-0.0067591444,-0.05749265,-0.07696186,-0.030743994,-0.033501763,0.061110523,0.0005822461,-0.012058105,-0.06371708,0.08011128,0.05035498,-0.060774893,0.008318039,0.006083578,-0.051671002,-0.029021889,-0.06759966,0.031744227,0.05502011,-0.03438636,-0.05702129,-0.027869059,0.07436141,-0.07280197,-0.03921092,0.008369453,-0.09960934,0.078887075,0.10178716,0.06151162,-0.061040908,0.018042903,-0.07061997,0.051185664,0.044577472,-0.020846302,0.061406963,0.033361487,0.013502789,-0.010881247,0.08320689,-0.036848526,-0.028874818,0.04129532,-0.006911002,0.10331123,-0.025702765,0.001140885,0.06434374,-0.032146014,0.009299447,0.025184767,0.025729183,0.016610712,0.084645376,-0.04397446,-0.044258367,-0.0016955226,-0.0731761,-0.018119313,-0.021901498,0.0289401,0.057010997,0.041235834,0.07110467,-0.09867761,-0.030966867,-0.10318284,-0.039436877,-0.07347006,-0.08529223,-0.04839519,0.041946977,-0.064271346,0.04864984,-0.015020389,0.041799314,-0.03586789,0.011904179,0.089091375,-0.0756519,-0.010557694,-0.012968466,0.0104774535,-0.028455507,0.09732106,-0.007537899,-0.009784127,-0.03364906,0.08385227,0.011144824,0.012773364,0.039391138,0.014447936,0.05191148,0.048447587,0.050988283
NCCCCCCCCCN,-0.06798133,0.05026607,0.032456912,0.002989822,0.014584681,0.05362907,-0.03853667,-0.02759601,0.054634307,-0.011202777,0.04357091,-0.006758146,-0.05750027,-0.07696384,-0.030731332,-0.033493396,0.061121427,0.00058486266,-0.012056418,-0.06372243,0.0801198,0.050346468,-0.060771048,0.008310582,0.006073255,-0.05166686,-0.029019658,-0.06760643,0.031742387,0.05503123,-0.034380194,-0.0570231,-0.027890453,0.07435631,-0.07278571,-0.03921566,0.008374302,-0.09960977,0.07889278,0.1017893,0.06152025,-0.061033603,0.018043764,-0.07062494,0.051173,0.04456842,-0.020845378,0.0614039,0.033360563,0.013495302,-0.010868803,0.08320335,-0.03684462,-0.028864622,0.04129129,-0.006902284,0.10331184,-0.025717022,0.0011444986,0.06433767,-0.032144547,0.009301828,0.025187269,0.02572991,0.016592976,0.08464827,-0.043982185,-0.044254225,-0.0017098798,-0.073177755,-0.018100442,-0.021906408,0.028937522,0.057015065,0.041224223,0.07110469,-0.09868166,-0.03096777,-0.103176184,-0.039439194,-0.073472366,-0.08529303,-0.048394334,0.041954223,-0.06426374,0.04865086,-0.015000895,0.041801725,-0.035859056,0.011913474,0.08908047,-0.07564537,-0.010540506,-0.012951888,0.0104781315,-0.02844413,0.09732888,-0.0075389347,-0.009792378,-0.033659104,0.08386158,0.011139546,0.0127768135,0.039389864,0.014448427,0.051909685,0.04844387,0.050991207
