smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54,encoded_mdes_55,encoded_mdes_56,encoded_mdes_57,encoded_mdes_58,encoded_mdes_59,encoded_mdes_60,encoded_mdes_61,encoded_mdes_62,encoded_mdes_63,encoded_mdes_64,encoded_mdes_65,encoded_mdes_66,encoded_mdes_67,encoded_mdes_68
CN1CCN(C)CC1,0.046194937,-0.037739266,-0.0538437,0.06857756,-0.026636537,0.123328805,0.075541556,-0.036701083,0.000715374,0.09025846,-0.019848442,-0.02693268,-0.023086268,0.01595524,-0.013992058,-0.040351234,0.013975825,-0.07905147,-0.050803803,0.12987311,0.052268676,-0.054878317,0.022163488,0.07895487,0.09832053,-0.048127975,-0.043541767,0.0013441574,-0.009557925,0.03417263,-0.007325872,0.037164547,-0.02370471,-0.017952606,-0.07606887,0.07641097,-0.013333272,0.04226055,-0.09048413,-0.05669247,-0.061210815,-0.03920265,0.022318516,0.009708175,0.049014296,0.05049786,-0.047925595,-0.07667066,-0.050552573,-0.06822439,0.042943195,0.0115730865,0.08584368,0.004850189,-0.055619985,-0.097668245,-0.063073575,-0.103289984,-0.032092724,-0.066657014,-0.0795122,-0.054987203,0.011318684,0.015415839,0.02231057,0.10477012,0.0677573,0.09373889,-0.05337178
NCCCN,0.046194367,-0.037735578,-0.053841703,0.068578646,-0.026639333,0.12332933,0.07554391,-0.036703907,0.00071507134,0.09025883,-0.019848015,-0.026930258,-0.023089185,0.015955824,-0.013991473,-0.040353436,0.013978595,-0.07905496,-0.050802704,0.12987344,0.052272104,-0.054878887,0.022163933,0.07895097,0.09831932,-0.048124433,-0.04353624,0.001340583,-0.009555807,0.034167454,-0.0073246625,0.037164167,-0.023702921,-0.017950185,-0.07606595,0.07641444,-0.013334315,0.042258225,-0.09048217,-0.056692112,-0.061209,-0.0392023,0.022317674,0.0097053945,0.049017884,0.05049858,-0.047923848,-0.07667176,-0.050553534,-0.06822364,0.04294347,0.011574489,0.08584377,0.004853906,-0.05561783,-0.097667776,-0.063075036,-0.10329387,-0.032092083,-0.06665896,-0.079509296,-0.054986876,0.011317134,0.01541721,0.022309225,0.104770854,0.06775584,0.09373912,-0.053369883
C1CNCCN1,0.04619371,-0.03773578,-0.053843997,0.06857777,-0.026637767,0.12333055,0.07554468,-0.036702506,0.0007138336,0.09025818,-0.019849002,-0.026931893,-0.023088444,0.015955891,-0.0139906015,-0.04035397,0.013978437,-0.07905497,-0.050803043,0.12987456,0.052271776,-0.054878805,0.022164393,0.07895218,0.098321676,-0.04812566,-0.04353846,0.0013418086,-0.00955499,0.034169324,-0.007325524,0.037164494,-0.02370337,-0.017950308,-0.07606735,0.07641294,-0.013333626,0.042257734,-0.09048139,-0.05669165,-0.06120924,-0.0392024,0.022319317,0.009706356,0.04901816,0.050497588,-0.047923323,-0.07667022,-0.05055183,-0.068224825,0.04294528,0.0115752155,0.08584288,0.0048527606,-0.05561779,-0.097668454,-0.06307445,-0.10329397,-0.03209193,-0.06665863,-0.07951009,-0.05498688,0.011317108,0.01541661,0.022308093,0.10477096,0.06775458,0.09374025,-0.05337019
Cc1ccncc1,0.046193752,-0.03773566,-0.053844947,0.06857873,-0.026638139,0.12332967,0.07554272,-0.036703475,0.0007122271,0.09025782,-0.01984929,-0.026930274,-0.02308717,0.015957065,-0.013992544,-0.040353894,0.013976403,-0.07905541,-0.050803166,0.12987064,0.052269638,-0.054878775,0.022161413,0.07895285,0.09832376,-0.04812535,-0.043538965,0.0013458747,-0.009554531,0.03417007,-0.0073272698,0.03716287,-0.023702446,-0.017948298,-0.076064326,0.076415055,-0.013333816,0.042260103,-0.09048278,-0.056691524,-0.06120874,-0.039203193,0.022317115,0.009709936,0.049019024,0.050497398,-0.04792487,-0.07667121,-0.05055429,-0.06822548,0.042946022,0.011577216,0.08584449,0.004850722,-0.05561971,-0.097666584,-0.063074924,-0.103293605,-0.03209396,-0.06665825,-0.07951096,-0.054988317,0.011319235,0.015419097,0.02230947,0.10476872,0.067755446,0.0937394,-0.053369265
NCCN,0.04619391,-0.037736055,-0.05384183,0.06857884,-0.026639618,0.123330064,0.07554389,-0.036705256,0.000714683,0.09025864,-0.019846968,-0.026929928,-0.023088433,0.01595782,-0.013991308,-0.04035432,0.013978807,-0.079055645,-0.050802622,0.1298748,0.052272588,-0.05487819,0.022163983,0.07895036,0.09831832,-0.048125144,-0.043537416,0.0013408512,-0.009555817,0.034167353,-0.0073262816,0.037164338,-0.023701305,-0.017951054,-0.07606607,0.07641457,-0.013334036,0.042257227,-0.09048149,-0.056693226,-0.061208572,-0.03920257,0.022318002,0.00970575,0.049018487,0.05049781,-0.047924027,-0.07667184,-0.050553434,-0.06822358,0.042944387,0.011575828,0.0858437,0.0048540477,-0.055617195,-0.09766817,-0.0630745,-0.10329401,-0.032091912,-0.06665781,-0.079508685,-0.054986164,0.011316203,0.015415677,0.022309093,0.104771614,0.0677554,0.09374032,-0.053370077
NCCCCN,0.046195135,-0.037736133,-0.053841803,0.06857833,-0.026639279,0.123329006,0.07554294,-0.036703363,0.00071635284,0.09025875,-0.019848034,-0.026930593,-0.02308948,0.015954357,-0.0139918905,-0.04035278,0.013978615,-0.07905425,-0.050802387,0.12987334,0.052271888,-0.0548783,0.022163853,0.07895098,0.09831944,-0.04812418,-0.043536406,0.0013398249,-0.009556888,0.034167558,-0.007324021,0.037163906,-0.023704287,-0.017950157,-0.07606618,0.076414466,-0.0133342855,0.04225804,-0.09048268,-0.056691684,-0.061209142,-0.039201133,0.022317376,0.009704683,0.049016416,0.050499167,-0.047923423,-0.07667168,-0.0505535,-0.06822397,0.042942554,0.011574025,0.08584388,0.00485354,-0.05561829,-0.09766755,-0.06307507,-0.10329259,-0.032092217,-0.066659525,-0.079510145,-0.054986395,0.011317536,0.015418203,0.022309009,0.10477081,0.06775674,0.093737856,-0.053370178
NCCCCCN,0.046195474,-0.03773683,-0.053840987,0.06857868,-0.026639001,0.12332789,0.07554306,-0.036703277,0.00071654934,0.09025937,-0.019847244,-0.026930671,-0.02308919,0.015954088,-0.013992073,-0.040352564,0.013978265,-0.07905414,-0.050802417,0.12987238,0.052271854,-0.054879025,0.022163682,0.078951105,0.09831868,-0.0481246,-0.04353617,0.0013397299,-0.009557638,0.034167733,-0.007323184,0.037164383,-0.02370444,-0.01795093,-0.07606665,0.076413564,-0.01333401,0.042258665,-0.09048308,-0.056691743,-0.06120997,-0.039201193,0.022316866,0.009704413,0.049015686,0.050499618,-0.04792348,-0.07667217,-0.050553877,-0.06822348,0.04294184,0.011573006,0.0858445,0.004853758,-0.05561848,-0.09766725,-0.0630754,-0.10329205,-0.032091927,-0.066659525,-0.07951015,-0.054986805,0.011317853,0.015418041,0.022309663,0.10477054,0.06775746,0.09373738,-0.05337055
CNC,0.046194274,-0.037735607,-0.05384277,0.0685783,-0.026638754,0.12332853,0.07554329,-0.036703944,0.0007115705,0.09025825,-0.019848537,-0.02692965,-0.023090009,0.015956912,-0.013990847,-0.04035654,0.013978848,-0.07905529,-0.050802387,0.12987518,0.05226976,-0.05488088,0.022167804,0.078950174,0.098318845,-0.048126996,-0.04353831,0.001341097,-0.009554766,0.03416878,-0.0073292353,0.03716117,-0.023700418,-0.017949635,-0.07606611,0.076414816,-0.013337132,0.042258542,-0.09048344,-0.05669092,-0.061211426,-0.039204597,0.022318196,0.009709844,0.049020287,0.050498255,-0.047925185,-0.07666992,-0.050551046,-0.0682226,0.0429483,0.011573133,0.08584122,0.0048538195,-0.055618037,-0.0976717,-0.06307464,-0.103296585,-0.032090504,-0.066657975,-0.07950807,-0.054986805,0.011318304,0.0154139055,0.022311775,0.10477277,0.06775269,0.09374115,-0.053369686
Cc1cccc(C)n1,0.04619576,-0.03773553,-0.05384534,0.068576016,-0.026639579,0.12332836,0.07554113,-0.03670194,0.0007131137,0.090259746,-0.019849861,-0.026928458,-0.023087796,0.015953775,-0.013991217,-0.040352724,0.01397494,-0.07905322,-0.05080323,0.12986793,0.052270483,-0.054877684,0.022162708,0.07895584,0.09832501,-0.04812737,-0.04353778,0.0013445094,-0.009557065,0.034169253,-0.0073242877,0.03716237,-0.023706224,-0.0179476,-0.076065876,0.076414,-0.013335153,0.04226014,-0.090483814,-0.056691065,-0.06120916,-0.03920256,0.022318684,0.009705998,0.049016498,0.050496586,-0.04792557,-0.076672204,-0.050554678,-0.068222515,0.04294531,0.011572705,0.0858421,0.0048493473,-0.055619042,-0.09766697,-0.0630767,-0.10329154,-0.03209318,-0.066660576,-0.07951307,-0.054990195,0.011323564,0.015417914,0.02230914,0.10476787,0.067754716,0.093736626,-0.053369552
c1ccncc1,0.046192676,-0.037734795,-0.053846393,0.06857893,-0.026638135,0.12333056,0.07554521,-0.036703773,0.0007106564,0.090259336,-0.019850133,-0.026930867,-0.023087706,0.015957467,-0.013992976,-0.040356357,0.0139777865,-0.07905735,-0.05080175,0.12987041,0.05227121,-0.054879017,0.02216345,0.07895126,0.09832512,-0.048124008,-0.043538496,0.0013456605,-0.009552635,0.0341696,-0.007328908,0.03716243,-0.023700677,-0.017947037,-0.07606564,0.0764137,-0.01333189,0.042260215,-0.090483904,-0.056690607,-0.06120809,-0.03920379,0.022317816,0.009711439,0.049021993,0.050496593,-0.047924705,-0.07667084,-0.05055359,-0.06822566,0.04294974,0.01157789,0.08584424,0.004851642,-0.05561952,-0.09766671,-0.063073665,-0.10329534,-0.032094654,-0.0666556,-0.07951056,-0.054988097,0.011316754,0.015418318,0.022310002,0.10477108,0.067754745,0.093743026,-0.053367283
CCN,0.046194956,-0.037737355,-0.053842604,0.06857903,-0.026639389,0.123330556,0.075541474,-0.036706954,0.0007135095,0.09025787,-0.019845221,-0.02692932,-0.023087658,0.015958428,-0.013991588,-0.040354423,0.013979118,-0.07905667,-0.050803624,0.12987651,0.05227112,-0.054878462,0.02216404,0.07894962,0.098317266,-0.04812546,-0.043538786,0.0013413578,-0.009556651,0.034169033,-0.0073271724,0.03716246,-0.023701493,-0.017951034,-0.07606501,0.07641623,-0.01333344,0.042257175,-0.090484045,-0.056693617,-0.061209403,-0.03920218,0.02231548,0.009707794,0.049018126,0.050498262,-0.04792445,-0.076671794,-0.050553128,-0.06822402,0.042944822,0.011575607,0.08584465,0.0048541008,-0.05561759,-0.097670145,-0.06307606,-0.10329575,-0.032091964,-0.06665651,-0.07950829,-0.054985136,0.01131656,0.01541686,0.022311062,0.10477111,0.067755744,0.09374069,-0.053370725
NCCCCCCN,0.046195783,-0.03773664,-0.053841595,0.06857827,-0.026639085,0.12332862,0.0755426,-0.036703095,0.0007163924,0.09025925,-0.019847691,-0.026930522,-0.023089413,0.015953435,-0.01399242,-0.040352687,0.0139787365,-0.07905376,-0.05080223,0.12987292,0.052271765,-0.05487834,0.022164423,0.07895115,0.09831937,-0.048124477,-0.0435363,0.0013396833,-0.009557266,0.034167558,-0.007323941,0.037163354,-0.023704704,-0.017950557,-0.07606667,0.07641405,-0.0133342035,0.04225845,-0.090483814,-0.05669153,-0.061209522,-0.039201077,0.022317206,0.009704709,0.04901574,0.050499767,-0.04792356,-0.076671496,-0.050553545,-0.068223864,0.042942625,0.011573148,0.08584401,0.0048532924,-0.055618703,-0.097667836,-0.063075036,-0.10329212,-0.03209223,-0.0666594,-0.07951054,-0.054986466,0.011317484,0.01541802,0.02230974,0.104770996,0.06775704,0.09373775,-0.053370357
N=C(N)N,0.04619871,-0.037731625,-0.053851694,0.06857498,-0.02664415,0.123332754,0.07553835,-0.036706124,0.00070897583,0.09025702,-0.01985043,-0.026929718,-0.02308783,0.0159532,-0.013993727,-0.040358786,0.013980167,-0.079056695,-0.050800912,0.12987645,0.052274544,-0.054878414,0.022169743,0.07895158,0.09832892,-0.04812157,-0.043540083,0.001345668,-0.00955477,0.03417257,-0.0073319953,0.03715621,-0.023706028,-0.017944328,-0.07606541,0.07641754,-0.013330914,0.042261172,-0.09049393,-0.05669088,-0.06120859,-0.039198995,0.022322997,0.00971166,0.049019173,0.05049806,-0.0479229,-0.076671824,-0.050550178,-0.068224944,0.04295691,0.011577898,0.08584353,0.00484749,-0.055623807,-0.097672455,-0.06307403,-0.1032977,-0.03209642,-0.066653304,-0.07950949,-0.054986186,0.011318687,0.01542057,0.022308536,0.10477125,0.06775445,0.093746446,-0.053362887
C1CN2CCN1CC2,0.046192292,-0.0377374,-0.053839847,0.06857957,-0.0266366,0.12332744,0.075546436,-0.036703847,0.000713177,0.09025881,-0.019846927,-0.026932001,-0.023084719,0.015961222,-0.0139900055,-0.04035417,0.013975674,-0.07905503,-0.050804377,0.12987323,0.05227136,-0.054882854,0.022162175,0.078953594,0.098317966,-0.048128452,-0.043539762,0.0013448298,-0.009555031,0.03417078,-0.007326632,0.037167978,-0.023699567,-0.017953936,-0.07606671,0.07641157,-0.013333052,0.0422598,-0.09047939,-0.05669447,-0.06121133,-0.039205715,0.022318896,0.0097081885,0.049018003,0.050497286,-0.04792436,-0.076672144,-0.050553586,-0.068222255,0.042943917,0.011575605,0.085845366,0.0048534535,-0.05561882,-0.0976667,-0.06307458,-0.10329332,-0.03209019,-0.06665855,-0.07950811,-0.054989118,0.011318341,0.015413019,0.022309504,0.104769304,0.06775488,0.09374112,-0.053370897
c1cnc2cccnc2c1,0.046191186,-0.037731364,-0.05384748,0.06857815,-0.026640166,0.123329215,0.07554789,-0.036702394,0.0007062787,0.09025998,-0.019853316,-0.026928432,-0.023090165,0.015953232,-0.013993899,-0.040356,0.013975449,-0.07905775,-0.050797757,0.12986502,0.05227109,-0.05487928,0.022164334,0.07895245,0.098330036,-0.048122562,-0.043534562,0.0013472717,-0.009551518,0.034168303,-0.007328574,0.037161905,-0.023699608,-0.017943813,-0.076067306,0.0764128,-0.013333924,0.042263933,-0.09048521,-0.056688458,-0.061208755,-0.039204672,0.022321329,0.009712001,0.04902554,0.05049481,-0.047926277,-0.076668784,-0.050552145,-0.06822545,0.042953856,0.011578131,0.08584219,0.0048483973,-0.055620555,-0.097666696,-0.06307192,-0.10329432,-0.032100055,-0.06665383,-0.07951037,-0.054992333,0.01131618,0.015419629,0.022309054,0.10477139,0.06775376,0.09374509,-0.053366255
CCCN(CCC)CCC,0.04619399,-0.037739042,-0.053842433,0.06857891,-0.026636112,0.12332778,0.075541936,-0.036701538,0.0007176036,0.09025899,-0.019849889,-0.026932843,-0.02308872,0.015953682,-0.013992526,-0.040351473,0.013977386,-0.079051204,-0.050803225,0.12987229,0.052270543,-0.05487931,0.022163533,0.07895316,0.098320484,-0.04812554,-0.04353884,0.0013399944,-0.009556718,0.03417018,-0.007322721,0.03716489,-0.023706473,-0.017950797,-0.07606827,0.076411925,-0.013334647,0.042259842,-0.09048169,-0.056688707,-0.061211117,-0.039202403,0.022317167,0.009706778,0.049015015,0.05049997,-0.047924563,-0.07667062,-0.050552074,-0.06822403,0.04293967,0.011572043,0.085841544,0.0048519373,-0.055618342,-0.097666666,-0.063074246,-0.103290364,-0.03209111,-0.06666,-0.07951211,-0.054986753,0.011317641,0.015416843,0.022308592,0.10476961,0.06775687,0.09373531,-0.05337159
CC1CNCCN1,0.04619675,-0.0377386,-0.053842198,0.06857726,-0.026638309,0.12332997,0.07554173,-0.036702804,0.0007176427,0.09025825,-0.019847086,-0.026930278,-0.023088463,0.015956055,-0.013990302,-0.04035092,0.013976583,-0.079052046,-0.05080632,0.12987322,0.052270174,-0.054877974,0.02216195,0.0789539,0.09831858,-0.04812673,-0.0435378,0.0013409778,-0.009559013,0.034169436,-0.007322658,0.03716456,-0.023706356,-0.01795097,-0.076065674,0.07641529,-0.013333909,0.04225738,-0.090481624,-0.05669237,-0.061209463,-0.03920066,0.02231548,0.009703081,0.049013395,0.050497897,-0.047924146,-0.076672256,-0.05055461,-0.06822375,0.042940777,0.011571878,0.08584407,0.0048526376,-0.055617407,-0.09766698,-0.06307794,-0.1032923,-0.032090716,-0.066661,-0.079510845,-0.054986794,0.011321545,0.015419024,0.022309192,0.10476777,0.06775654,0.093735546,-0.053372223
c1cc(-c2ccncc2)ccn1,0.046190623,-0.03773586,-0.053845692,0.068578824,-0.02663764,0.123330176,0.07554622,-0.036704145,0.0007103593,0.090261675,-0.019851834,-0.026930708,-0.023085356,0.01595713,-0.013994055,-0.04035446,0.013975909,-0.079056166,-0.050800953,0.12986755,0.052273348,-0.05487766,0.022163425,0.07895502,0.09832814,-0.048124302,-0.04353945,0.0013472531,-0.009551566,0.03417025,-0.0073278463,0.037164863,-0.023700967,-0.017948668,-0.0760685,0.076410204,-0.013328023,0.042262577,-0.0904854,-0.056692146,-0.0612071,-0.039205752,0.022319496,0.00971189,0.04902166,0.050495587,-0.047927186,-0.07667059,-0.050554514,-0.06822529,0.042949416,0.011579077,0.085843936,0.004849095,-0.055619963,-0.09766479,-0.063070476,-0.103290915,-0.032097407,-0.06665224,-0.07951264,-0.054989293,0.011312671,0.015415437,0.022308804,0.104771905,0.06775581,0.0937454,-0.053366534
C1CC2CCC1CNC2,0.046193916,-0.037735634,-0.05384326,0.068576366,-0.026637543,0.12332927,0.075543985,-0.036701404,0.0007149265,0.09025996,-0.019851737,-0.026931997,-0.023087181,0.015954882,-0.013989877,-0.040354013,0.013976544,-0.079053715,-0.050802026,0.12987292,0.052271336,-0.05488013,0.022165142,0.07895251,0.09832358,-0.048125736,-0.043539394,0.0013413318,-0.0095541775,0.034170296,-0.0073262923,0.037164923,-0.023704488,-0.017949048,-0.076067924,0.07641192,-0.013332155,0.042259563,-0.09048265,-0.056692176,-0.061209187,-0.039204396,0.022318492,0.009707151,0.049018305,0.050498076,-0.04792294,-0.076671004,-0.050552327,-0.0682231,0.04294513,0.011574286,0.08584319,0.0048530726,-0.055619415,-0.09766835,-0.06307332,-0.10329224,-0.03209109,-0.066659234,-0.079510614,-0.0549876,0.011318203,0.015415081,0.022308605,0.104772106,0.067754224,0.09374045,-0.05336779
c1c[nH]cn1,0.046192233,-0.0377337,-0.053850226,0.06857905,-0.02663825,0.123333,0.07554485,-0.03670388,0.00070834626,0.09025801,-0.019851804,-0.026931806,-0.02308805,0.015956307,-0.013995061,-0.040357318,0.013979189,-0.07905803,-0.050799716,0.1298741,0.052271508,-0.05487889,0.022165928,0.078950845,0.098328084,-0.048121464,-0.043539003,0.001346156,-0.009550482,0.034170326,-0.007330811,0.037159674,-0.023700839,-0.01794494,-0.07606586,0.07641509,-0.013331134,0.042260624,-0.0904859,-0.056688108,-0.06120699,-0.03920254,0.022319525,0.009712594,0.049023952,0.050497472,-0.047923967,-0.07666889,-0.05055145,-0.06822737,0.042952668,0.011580667,0.085842974,0.004850046,-0.05562053,-0.09766804,-0.06307294,-0.10329761,-0.03209666,-0.06665318,-0.07951069,-0.05498664,0.0113144815,0.015420373,0.022309067,0.10477038,0.0677543,0.09374562,-0.053365212
c1ccc(N=C(Nc2ccccc2)Nc2ccccc2)cc1,0.046191543,-0.03773196,-0.05384646,0.06857839,-0.026642738,0.12332312,0.07554617,-0.036696635,0.00070919096,0.090263434,-0.019859493,-0.026929496,-0.023093298,0.015951395,-0.01399231,-0.040355355,0.013972486,-0.07904905,-0.050796866,0.12986496,0.052272312,-0.05488362,0.022170164,0.078955255,0.09833239,-0.048126444,-0.04353661,0.0013442971,-0.009552373,0.034170754,-0.0073252353,0.037162893,-0.023705207,-0.017942794,-0.076074205,0.076407984,-0.013332475,0.042269535,-0.090486035,-0.056685857,-0.061211105,-0.039204232,0.022325445,0.009707579,0.04902225,0.05049463,-0.047926083,-0.076670624,-0.05055067,-0.06822063,0.042950943,0.011570872,0.08583884,0.004846084,-0.055620667,-0.09766625,-0.06306793,-0.10329134,-0.032096595,-0.06665311,-0.079508,-0.054992303,0.011315979,0.015415276,0.022306008,0.1047733,0.0677536,0.093741305,-0.053363256
Nc1ccccc1N,0.04619313,-0.037730694,-0.053844474,0.068577714,-0.02664392,0.12332651,0.07554357,-0.03670507,0.00070957374,0.09025878,-0.01985455,-0.026927643,-0.023090057,0.015954243,-0.013990666,-0.04035826,0.013978849,-0.07905487,-0.05079943,0.12986968,0.052277036,-0.054881915,0.022167332,0.07895194,0.09832862,-0.04812379,-0.043534964,0.0013420731,-0.009551875,0.034167245,-0.007326799,0.037162483,-0.023703387,-0.017941907,-0.07606671,0.07641453,-0.013333965,0.042262293,-0.090485126,-0.05668869,-0.061209925,-0.039204597,0.022324223,0.009708803,0.049023874,0.050496165,-0.047923457,-0.07667197,-0.050552107,-0.0682213,0.04295089,0.011573176,0.08584003,0.0048519447,-0.055620108,-0.09766832,-0.06307307,-0.10329491,-0.032093227,-0.06665902,-0.07950695,-0.054989483,0.01131729,0.015415709,0.022305699,0.10477217,0.0677522,0.09374134,-0.05336263
NCCNCCN,0.046194065,-0.037736587,-0.053842075,0.068578,-0.026639007,0.12332998,0.07554467,-0.036703497,0.000715225,0.09025939,-0.019847572,-0.026929997,-0.023089778,0.015955826,-0.013991425,-0.040352903,0.013977531,-0.07905457,-0.050802626,0.12987167,0.052270997,-0.054878194,0.022163339,0.07895069,0.09831922,-0.048124406,-0.043536164,0.001340758,-0.009556446,0.03416779,-0.007324598,0.037164338,-0.023702519,-0.017950533,-0.07606698,0.076414034,-0.013334658,0.042258892,-0.09048209,-0.0566923,-0.061209366,-0.039202556,0.022316683,0.00970573,0.04901818,0.05049783,-0.04792499,-0.07667139,-0.050553054,-0.068224,0.042943835,0.011574644,0.08584361,0.0048532514,-0.055617075,-0.09766739,-0.06307423,-0.103292845,-0.032093167,-0.0666576,-0.0795095,-0.054987665,0.011316724,0.01541737,0.02230961,0.10477142,0.0677558,0.09373981,-0.053370874
CC(N)c1ccccc1,0.046195563,-0.03773453,-0.053843547,0.06857756,-0.026640888,0.12332636,0.07554231,-0.036702253,0.00071363384,0.09025927,-0.019850047,-0.02692925,-0.023089793,0.01595385,-0.013991361,-0.04035422,0.013975766,-0.079053804,-0.050801832,0.12986806,0.05227071,-0.054880675,0.022163562,0.07895209,0.09832311,-0.0481254,-0.043536,0.0013423823,-0.00955702,0.03416906,-0.007324406,0.03716337,-0.02370483,-0.0179463,-0.076065965,0.076414,-0.013335191,0.042261794,-0.09048379,-0.05669005,-0.06121089,-0.039202183,0.022318128,0.009706603,0.04901815,0.05049739,-0.04792402,-0.076673314,-0.05055376,-0.068222344,0.042945366,0.011571639,0.08584346,0.0048522223,-0.055619974,-0.09766709,-0.0630761,-0.10329286,-0.032092597,-0.06665997,-0.07950937,-0.054989614,0.011322081,0.015418856,0.02230937,0.104769714,0.06775579,0.093737386,-0.05336805
C1CCNCC1,0.046196118,-0.03773749,-0.053843133,0.06857845,-0.026638081,0.123329654,0.075542524,-0.036703855,0.00071575306,0.090258166,-0.019846737,-0.026931241,-0.023087997,0.01595623,-0.013991002,-0.040353972,0.013978502,-0.07905502,-0.05080521,0.12987368,0.05227164,-0.054878518,0.022163194,0.07895234,0.0983199,-0.048126306,-0.043538205,0.0013414845,-0.009557359,0.03416894,-0.007324375,0.037164204,-0.023705173,-0.017950501,-0.07606544,0.07641409,-0.01333214,0.042256743,-0.090482585,-0.056691945,-0.061209854,-0.03920066,0.022315834,0.009705242,0.04901533,0.050498515,-0.04792251,-0.07667226,-0.05055423,-0.06822447,0.042943526,0.011572675,0.085844785,0.004854139,-0.05561816,-0.09766764,-0.063077666,-0.103294045,-0.03208978,-0.06666006,-0.07951043,-0.05498583,0.0113199875,0.015418221,0.022310056,0.10476944,0.06775659,0.09373755,-0.053370252
NCc1cccc(CN)c1,0.046194367,-0.03773233,-0.0538443,0.06857791,-0.026641265,0.123325855,0.075544454,-0.03670118,0.0007119402,0.090259224,-0.019853204,-0.026930299,-0.023090724,0.015952077,-0.013992208,-0.04035488,0.013976963,-0.07905361,-0.050799873,0.12986736,0.05227261,-0.05488157,0.022165647,0.078952886,0.09832667,-0.048123673,-0.04353486,0.0013429001,-0.009554807,0.03416906,-0.0073248395,0.037163414,-0.023704648,-0.017944094,-0.07606745,0.0764126,-0.013333805,0.042263646,-0.0904848,-0.05668861,-0.061210416,-0.03920218,0.02232175,0.009707272,0.049020305,0.050496988,-0.04792382,-0.07667227,-0.05055257,-0.068223305,0.04294803,0.011572364,0.085843,0.0048512826,-0.055621374,-0.097666666,-0.063073866,-0.103292786,-0.03209471,-0.06665843,-0.079509065,-0.054990016,0.011319011,0.015419192,0.022307534,0.10477104,0.06775557,0.09373985,-0.053365182
CC(CN)CCCN,0.046196043,-0.0377358,-0.053841423,0.06857836,-0.026639767,0.123327844,0.075542435,-0.036702737,0.00071650604,0.090259105,-0.019848567,-0.026929762,-0.023090377,0.015952788,-0.013992387,-0.04035224,0.013977792,-0.07905321,-0.05080238,0.12987125,0.052271318,-0.05487913,0.022164052,0.078951485,0.098319426,-0.048124235,-0.043534677,0.0013391003,-0.009557467,0.034166805,-0.0073226956,0.03716347,-0.0237057,-0.017948987,-0.0760658,0.07641506,-0.013335943,0.042259358,-0.090483084,-0.056689978,-0.061209798,-0.039200883,0.022317015,0.009703176,0.04901571,0.050499644,-0.047923885,-0.076671764,-0.050553873,-0.0682229,0.042941585,0.011571989,0.08584323,0.0048529394,-0.055618927,-0.097667195,-0.06307645,-0.10329219,-0.032092463,-0.06666089,-0.07951023,-0.054987464,0.011319615,0.015418927,0.022309203,0.10476956,0.06775735,0.09373586,-0.053370137
CCN(CC)CC,0.04619409,-0.037738245,-0.053843252,0.06857809,-0.026636686,0.12332928,0.075542085,-0.036702737,0.00071606506,0.0902577,-0.019849144,-0.026931034,-0.023088738,0.015955044,-0.013991357,-0.0403519,0.01397742,-0.07905224,-0.050804686,0.12987193,0.052270286,-0.054877877,0.022162015,0.07895382,0.098320685,-0.048126295,-0.04353796,0.0013420247,-0.009556852,0.034169413,-0.007323833,0.037163995,-0.02370549,-0.017949687,-0.076066285,0.07641386,-0.013335712,0.042258203,-0.0904812,-0.05668954,-0.06121069,-0.0392024,0.022317205,0.009707261,0.04901616,0.05049795,-0.04792489,-0.0766702,-0.050552797,-0.068224,0.0429418,0.011571865,0.0858413,0.004851684,-0.055617474,-0.09766729,-0.06307599,-0.10329227,-0.032091293,-0.06666088,-0.07951203,-0.054987535,0.011320014,0.015417344,0.022309551,0.10476872,0.06775534,0.09373565,-0.053372025
