smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54,encoded_mdes_55,encoded_mdes_56,encoded_mdes_57,encoded_mdes_58,encoded_mdes_59,encoded_mdes_60,encoded_mdes_61,encoded_mdes_62,encoded_mdes_63,encoded_mdes_64,encoded_mdes_65,encoded_mdes_66,encoded_mdes_67,encoded_mdes_68
CCc1cccnc1,0.046192728,-0.037735734,-0.05384448,0.068579175,-0.026637722,0.12332799,0.0755435,-0.036702678,0.0007116762,0.09025912,-0.01984975,-0.026930626,-0.0230879,0.015956584,-0.013992851,-0.0403542,0.0139759,-0.07905552,-0.050801624,0.12986934,0.052268844,-0.054880045,0.022162754,0.07895217,0.09832314,-0.048125602,-0.0435388,0.0013451017,-0.009554453,0.03417031,-0.0073271603,0.037163205,-0.023701606,-0.017948199,-0.07606583,0.0764132,-0.013334263,0.042261627,-0.09048271,-0.05669074,-0.0612097,-0.039204206,0.022316972,0.009710569,0.0490203,0.050497383,-0.0479257,-0.07667161,-0.050553378,-0.06822451,0.04294591,0.01157605,0.085843936,0.0048514577,-0.055619553,-0.097666904,-0.063074134,-0.103293374,-0.03209388,-0.066657,-0.0795107,-0.05498898,0.011318475,0.015417612,0.02231038,0.104770094,0.067755505,0.09373988,-0.05336891
NCCCN1CCN(CCCN)CC1,0.046193838,-0.03773849,-0.053842276,0.06857914,-0.026638243,0.12332824,0.0755447,-0.03670246,0.0007143719,0.09026149,-0.019846788,-0.026931055,-0.023087706,0.015954837,-0.0139933545,-0.040352385,0.013974832,-0.07905298,-0.050800726,0.12987082,0.052270595,-0.054879434,0.022163583,0.07895165,0.0983199,-0.04812598,-0.043538064,0.0013422705,-0.009557296,0.03416979,-0.007324125,0.03716544,-0.02370334,-0.01795334,-0.07607057,0.076410435,-0.013331972,0.042262312,-0.0904843,-0.056692425,-0.061210833,-0.039201804,0.02231729,0.009705748,0.049015924,0.050498378,-0.04792448,-0.07667082,-0.050552562,-0.06822332,0.042943176,0.011574713,0.085844785,0.0048503727,-0.055618808,-0.097666934,-0.063072294,-0.103290245,-0.032094974,-0.06665424,-0.07950971,-0.054988597,0.011314824,0.015416832,0.022310114,0.10477131,0.067758024,0.09374042,-0.053371903
CCCN(C)CCC,0.04619417,-0.037739173,-0.053842157,0.06857939,-0.026636384,0.12332836,0.07554237,-0.036702204,0.00071711745,0.090258196,-0.0198487,-0.026931811,-0.023089208,0.015955012,-0.013992544,-0.040351298,0.013977239,-0.079052016,-0.05080435,0.12987167,0.05226939,-0.054878592,0.022162251,0.078952864,0.09831914,-0.048125684,-0.043538176,0.0013412796,-0.009557335,0.034169592,-0.007323404,0.03716448,-0.023705132,-0.01795081,-0.07606671,0.07641329,-0.013335206,0.042259272,-0.090481564,-0.05668943,-0.061210908,-0.03920211,0.022315715,0.009706991,0.049015313,0.050499037,-0.047925383,-0.076670595,-0.050553232,-0.06822451,0.042940356,0.011572278,0.08584254,0.0048520686,-0.055617973,-0.09766643,-0.0630752,-0.10329125,-0.032091722,-0.066659674,-0.07951173,-0.054986835,0.011318531,0.015417912,0.022309996,0.104769096,0.06775747,0.09373534,-0.05337221
CC(C)(CN)CN,0.046193182,-0.037734978,-0.053840518,0.06857974,-0.02663875,0.12332601,0.07554351,-0.036701687,0.00071653724,0.09025888,-0.019852139,-0.026931636,-0.023089651,0.015953794,-0.013992346,-0.0403521,0.013977995,-0.079052135,-0.050801754,0.12987188,0.05227318,-0.05488026,0.02216522,0.078953765,0.09832113,-0.048124675,-0.043535996,0.0013390817,-0.00955506,0.03416735,-0.007322533,0.03716603,-0.023705222,-0.01794897,-0.076067224,0.076412275,-0.013334893,0.042260595,-0.09048066,-0.0566891,-0.061209366,-0.03920314,0.022320809,0.00970416,0.049016632,0.05049932,-0.047924668,-0.07667175,-0.050553344,-0.068222746,0.04294034,0.011572496,0.08584139,0.004852825,-0.055619333,-0.097666115,-0.063074075,-0.103290744,-0.032091733,-0.066660866,-0.079510264,-0.05498721,0.011316933,0.015415615,0.022306623,0.10477014,0.06775712,0.09373622,-0.053368222
CNCCN,0.04619397,-0.037736394,-0.0538427,0.06857809,-0.026638575,0.123330705,0.075543426,-0.036703818,0.0007149591,0.09025853,-0.019848041,-0.02692987,-0.023089286,0.01595559,-0.01399166,-0.040352546,0.013977731,-0.0790548,-0.050802812,0.12987301,0.0522703,-0.05487766,0.022162925,0.07895069,0.098319516,-0.048124425,-0.04353645,0.0013407618,-0.009555852,0.0341678,-0.0073250756,0.03716381,-0.023702715,-0.017949902,-0.0760659,0.07641492,-0.013335235,0.042258043,-0.09048178,-0.05669162,-0.06120883,-0.039202847,0.022316225,0.009706339,0.049018417,0.050498188,-0.047924675,-0.07667076,-0.050553106,-0.06822444,0.042943295,0.01157472,0.085843,0.0048534237,-0.055617265,-0.09766816,-0.06307513,-0.10329361,-0.032092884,-0.066658676,-0.07951001,-0.054987125,0.011317428,0.015417685,0.022309847,0.104770616,0.06775535,0.09373908,-0.053371288
CC1(C)CC(N)CC(C)(C)N1,0.046197344,-0.037735056,-0.05384092,0.068575785,-0.026639635,0.12332503,0.07554063,-0.036700048,0.00071701314,0.09026049,-0.019850848,-0.026929766,-0.023089346,0.015950324,-0.013990458,-0.040350206,0.013977673,-0.07905007,-0.050802965,0.12987164,0.052273307,-0.05487974,0.022166125,0.07895701,0.098321274,-0.04812713,-0.04353626,0.0013381522,-0.009558652,0.0341683,-0.0073191463,0.037164107,-0.023709007,-0.017950017,-0.0760678,0.07641222,-0.013337411,0.04225962,-0.09048297,-0.056690186,-0.061209515,-0.039202213,0.022322755,0.009700771,0.049012296,0.05049943,-0.047924995,-0.07667241,-0.05055385,-0.068220526,0.04293968,0.011568961,0.0858399,0.004851169,-0.05561871,-0.09766799,-0.0630766,-0.103289336,-0.032091163,-0.066664636,-0.079513244,-0.05498845,0.011322461,0.015416195,0.02230604,0.10476795,0.067755535,0.093732744,-0.053370707
CN(C)CCN(C)C,0.04619447,-0.037737437,-0.053844564,0.06857756,-0.026637152,0.123329125,0.07554241,-0.03670015,0.0007143519,0.09025823,-0.019850735,-0.026931794,-0.023089431,0.015953299,-0.013992668,-0.04035181,0.013977312,-0.07905197,-0.05080284,0.12987202,0.052268434,-0.054877207,0.02216598,0.07895457,0.09832179,-0.048126847,-0.043540113,0.0013430454,-0.009556809,0.034170657,-0.007326677,0.037162572,-0.023704365,-0.017950239,-0.07606864,0.07641177,-0.0133356005,0.042260263,-0.09048426,-0.05669026,-0.06120988,-0.039202876,0.02231951,0.009708144,0.04901629,0.050497424,-0.047927465,-0.07666926,-0.050551824,-0.06822507,0.042945363,0.011572906,0.08584135,0.004849759,-0.05561946,-0.09766877,-0.06307298,-0.10329051,-0.03209405,-0.06665683,-0.07951302,-0.054987155,0.011317857,0.015415718,0.022310369,0.10477159,0.06775686,0.09373893,-0.05337054
CCCCN(CCCC)CCCC,0.04619463,-0.0377389,-0.05384341,0.068578795,-0.026637007,0.12332682,0.07554111,-0.036700986,0.00071706437,0.090260245,-0.01985005,-0.026932718,-0.0230886,0.01595265,-0.013993338,-0.040352035,0.013976295,-0.07905039,-0.050801694,0.12987165,0.05227061,-0.054879464,0.02216494,0.0789532,0.09832148,-0.04812632,-0.043539397,0.0013399906,-0.009557463,0.03417086,-0.007323137,0.03716456,-0.023707423,-0.017950669,-0.076070264,0.076410405,-0.013333432,0.042261727,-0.09048335,-0.056688562,-0.06121133,-0.039201505,0.022318207,0.009706093,0.04901424,0.050499834,-0.04792413,-0.07667105,-0.05055156,-0.068223365,0.042940624,0.011571226,0.08584162,0.0048506083,-0.055619337,-0.09766714,-0.06307352,-0.103289425,-0.03209186,-0.06665805,-0.07951181,-0.05498689,0.011317305,0.015416211,0.02230868,0.10477053,0.06775744,0.09373592,-0.05337073
N=c1cccc[nH]1,0.046193022,-0.03773309,-0.053845845,0.06857882,-0.02664012,0.12332978,0.07554381,-0.036704127,0.0007096473,0.090258434,-0.019853376,-0.026929252,-0.023087826,0.015955849,-0.0139931,-0.040355485,0.013977567,-0.0790554,-0.05080122,0.12987211,0.052273292,-0.054880418,0.022165064,0.07895317,0.09832802,-0.048123155,-0.043537788,0.0013452508,-0.009551313,0.034169644,-0.007327917,0.0371617,-0.02370276,-0.017945273,-0.07606552,0.07641541,-0.013331816,0.042262156,-0.09048576,-0.05668957,-0.061207708,-0.039204046,0.022320833,0.0097101275,0.049021572,0.050497215,-0.047924653,-0.076669544,-0.050553385,-0.0682247,0.04294973,0.011578039,0.08584266,0.00484927,-0.0556209,-0.09766738,-0.063072935,-0.10329486,-0.03209615,-0.06665629,-0.079509504,-0.054987974,0.011315744,0.015418434,0.022307146,0.1047696,0.0677546,0.093742244,-0.053365298
NCCCNCCNCCCN,0.04619478,-0.03773568,-0.053843606,0.06857778,-0.026639663,0.12332859,0.07554395,-0.036701135,0.0007144073,0.090260245,-0.019849192,-0.026930355,-0.02309138,0.015952203,-0.013992678,-0.040353272,0.013976908,-0.07905347,-0.05080017,0.12987065,0.05227006,-0.054879203,0.022165284,0.07894994,0.09832157,-0.048124038,-0.04353601,0.00134027,-0.00955648,0.034168385,-0.0073244553,0.037162658,-0.023704264,-0.017949294,-0.076069,0.07641308,-0.013335537,0.042261448,-0.09048441,-0.05668998,-0.06121037,-0.03920154,0.02231788,0.009705991,0.049017802,0.050498918,-0.04792432,-0.07667033,-0.05055132,-0.068224065,0.042944837,0.01157374,0.08584278,0.0048513617,-0.05561866,-0.09766814,-0.0630729,-0.10329224,-0.032094587,-0.066656806,-0.07950966,-0.054988332,0.011316504,0.015418607,0.022309508,0.10477218,0.06775622,0.093739286,-0.05337038
CC(C)N,0.046196084,-0.03773739,-0.05384094,0.068578124,-0.026639517,0.12332985,0.07554142,-0.03670618,0.0007160567,0.090258494,-0.019844443,-0.026929172,-0.023087401,0.015957318,-0.01399048,-0.040353138,0.013978723,-0.07905616,-0.05080472,0.12987496,0.052271757,-0.054877196,0.022162944,0.078950934,0.0983154,-0.048126444,-0.043538213,0.0013401452,-0.009558998,0.03416778,-0.007324931,0.037164293,-0.023703162,-0.017952496,-0.076064706,0.07641544,-0.013334602,0.042255595,-0.090482496,-0.056694567,-0.06120902,-0.039201476,0.02231596,0.009704579,0.049015086,0.050497726,-0.04792464,-0.07667296,-0.05055446,-0.06822277,0.042942215,0.011573893,0.085844584,0.0048544407,-0.05561723,-0.0976691,-0.063077636,-0.10329345,-0.03209118,-0.06665951,-0.07951014,-0.054986,0.011319447,0.015416297,0.022310507,0.10477057,0.06775709,0.09373763,-0.053372238
Cc1ccc(C)c(N)c1,0.04619539,-0.03773239,-0.05384408,0.06857679,-0.02664262,0.12332694,0.075540565,-0.036703844,0.0007122783,0.090257235,-0.019852487,-0.026927564,-0.023089971,0.015952818,-0.013989995,-0.04035469,0.013977685,-0.079053834,-0.050801978,0.12987015,0.0522735,-0.054879893,0.02216423,0.07895311,0.09832616,-0.048125193,-0.04353582,0.0013419874,-0.00955558,0.03416825,-0.0073246914,0.037162438,-0.023706146,-0.017943647,-0.0760649,0.07641598,-0.013335727,0.042260244,-0.09048403,-0.0566898,-0.061209947,-0.039202526,0.022321183,0.009706963,0.049019285,0.05049666,-0.0479234,-0.0766722,-0.05055291,-0.06822259,0.042946525,0.011571857,0.08584119,0.0048514875,-0.055619784,-0.09766873,-0.06307614,-0.1032936,-0.0320926,-0.06666224,-0.07950915,-0.05498918,0.011321496,0.015418808,0.022306569,0.10476959,0.06775372,0.093736514,-0.053366587
CN(C)c1ccncc1,0.046192836,-0.037737537,-0.053845555,0.06857866,-0.026637202,0.12332911,0.07554214,-0.036703136,0.0007117763,0.09025857,-0.01984796,-0.026931131,-0.023085501,0.015957236,-0.013993335,-0.040353313,0.013974972,-0.079055384,-0.050801978,0.12987,0.052268498,-0.05487867,0.022161193,0.07895278,0.09832321,-0.04812681,-0.043540753,0.0013464652,-0.009555321,0.03417166,-0.007327606,0.037163887,-0.023701737,-0.01795021,-0.07606682,0.076412335,-0.0133334845,0.0422616,-0.09048337,-0.05669185,-0.061209984,-0.039204244,0.022317102,0.009711057,0.049018823,0.05049749,-0.047925822,-0.076671205,-0.050553374,-0.06822526,0.042945538,0.011576894,0.08584448,0.004850109,-0.05562011,-0.09766697,-0.06307371,-0.10329164,-0.032094304,-0.06665597,-0.07951139,-0.054988742,0.011318322,0.015416783,0.022310592,0.10476936,0.06775615,0.09374079,-0.053370494
CC(C)(C)N,0.046196535,-0.03773562,-0.053841837,0.0685781,-0.026640292,0.123327196,0.07554156,-0.036703296,0.0007161442,0.090258315,-0.019847957,-0.026930865,-0.023088094,0.01595489,-0.013991082,-0.040352512,0.01397845,-0.079054445,-0.050803963,0.12987283,0.052272864,-0.054878235,0.02216411,0.078953646,0.098319456,-0.048125736,-0.0435384,0.0013414584,-0.009559203,0.034169607,-0.007323668,0.03716501,-0.023705358,-0.017950738,-0.076066226,0.07641286,-0.013332717,0.042258684,-0.090484224,-0.056693364,-0.061209258,-0.039200474,0.022319928,0.009704664,0.04901381,0.050497517,-0.047924515,-0.076673776,-0.050554615,-0.06822349,0.042943377,0.011572839,0.085844874,0.004852483,-0.05561983,-0.09766764,-0.06307595,-0.10329135,-0.032092556,-0.06665908,-0.07951076,-0.05498638,0.011319578,0.015417694,0.022308469,0.104770385,0.06775871,0.09373756,-0.053369343
NCCCCCCCCN,0.046196204,-0.037736014,-0.053842083,0.06857864,-0.02663897,0.123327196,0.07554255,-0.036702037,0.0007162085,0.090259634,-0.019848362,-0.026931232,-0.023090042,0.015951991,-0.01399324,-0.040353067,0.013978903,-0.079053566,-0.050801057,0.12987268,0.052271854,-0.05487962,0.022165427,0.07895098,0.09831989,-0.048124034,-0.043535832,0.0013389438,-0.009557433,0.03416787,-0.007323319,0.037162997,-0.023705509,-0.017949842,-0.076067366,0.076413326,-0.013334554,0.042259656,-0.090484254,-0.05668971,-0.061209995,-0.039200358,0.022318361,0.009704335,0.049015265,0.050500628,-0.047922865,-0.076671444,-0.050552946,-0.06822372,0.042942613,0.011572392,0.08584366,0.0048529124,-0.055619657,-0.09766776,-0.06307529,-0.103292175,-0.03209247,-0.06665966,-0.07951062,-0.05498652,0.011317894,0.01541883,0.022309318,0.10477059,0.0677575,0.09373702,-0.0533698
CCNCCNCC,0.046194535,-0.03773831,-0.053843003,0.06857749,-0.02663733,0.12333004,0.07554191,-0.03670302,0.000716534,0.09025901,-0.019848635,-0.026930813,-0.023089346,0.015954437,-0.013991475,-0.040352087,0.0139779635,-0.07905347,-0.05080311,0.12987399,0.052270085,-0.054877836,0.022164159,0.0789514,0.098319665,-0.04812506,-0.043538585,0.0013395473,-0.009556819,0.034169257,-0.0073244083,0.03716307,-0.023705017,-0.017950486,-0.076067165,0.07641434,-0.013334855,0.04225774,-0.09048274,-0.05669077,-0.06120973,-0.039202277,0.022315636,0.009706439,0.04901643,0.05049908,-0.047924854,-0.07667018,-0.050552048,-0.06822413,0.04294213,0.011573753,0.08584198,0.00485262,-0.055617098,-0.09766853,-0.06307469,-0.10329218,-0.03209187,-0.066658884,-0.07951164,-0.054986056,0.011317417,0.015417174,0.02230957,0.10477091,0.06775567,0.09373732,-0.053371627
CCNCCN(C)C,0.046195094,-0.037738457,-0.05384335,0.068578094,-0.026637431,0.123328984,0.07554245,-0.036701597,0.00071591046,0.09025885,-0.019848518,-0.026930824,-0.02308945,0.015954744,-0.013992157,-0.04035163,0.013975734,-0.07905259,-0.050803605,0.12987101,0.05226797,-0.05487813,0.022163095,0.07895241,0.0983197,-0.048126094,-0.0435385,0.001342237,-0.009558227,0.03417027,-0.00732515,0.03716339,-0.023704767,-0.017950531,-0.07606731,0.07641343,-0.013334662,0.042260084,-0.090483375,-0.05669087,-0.061210558,-0.03920159,0.022315443,0.009706736,0.049015436,0.050497912,-0.047925733,-0.07667059,-0.050553005,-0.068224326,0.04294326,0.011572857,0.085843526,0.0048507527,-0.055618595,-0.09766753,-0.06307483,-0.10329138,-0.032093305,-0.06665754,-0.079511344,-0.054987498,0.011319444,0.015418281,0.022311036,0.104770124,0.06775744,0.09373734,-0.053371646
N#CN=C(N)N,0.046195913,-0.037728205,-0.05385732,0.06857387,-0.026643375,0.123333536,0.07553763,-0.0367047,0.0007038079,0.09025649,-0.019861145,-0.02692912,-0.023089152,0.01594773,-0.013996155,-0.04035932,0.013983227,-0.07905404,-0.050797783,0.12987736,0.05227934,-0.054878302,0.022175461,0.078956924,0.09834268,-0.048119113,-0.04353894,0.0013461001,-0.009547349,0.034172863,-0.0073324037,0.0371516,-0.023710145,-0.017935976,-0.07606786,0.07641742,-0.013328362,0.042264223,-0.090498514,-0.05668354,-0.06120627,-0.039200895,0.022330772,0.009714857,0.0490237,0.050498154,-0.047923595,-0.07666559,-0.050546937,-0.06822677,0.04296259,0.011577687,0.08583614,0.0048418688,-0.05562557,-0.09767396,-0.063070506,-0.10329814,-0.03209998,-0.066652596,-0.07951231,-0.054985404,0.01131314,0.015420648,0.02230365,0.104770854,0.067750074,0.09374867,-0.053356294
CCNCC,0.046195235,-0.03773835,-0.053842433,0.068577975,-0.026638076,0.123329274,0.07554119,-0.036704067,0.0007164567,0.09025854,-0.019847479,-0.026930254,-0.02308885,0.015955541,-0.013990959,-0.040352475,0.013978034,-0.079053834,-0.05080432,0.12987375,0.052270584,-0.054878257,0.022163551,0.07895173,0.09831861,-0.048125967,-0.04353787,0.0013398938,-0.009557677,0.034168996,-0.0073240767,0.03716342,-0.023705065,-0.017950164,-0.076066166,0.07641473,-0.013334431,0.04225733,-0.090482645,-0.056691155,-0.06121037,-0.039202016,0.022315178,0.009705994,0.049016073,0.050498802,-0.047924418,-0.07667172,-0.050553065,-0.068223335,0.04294185,0.011571831,0.08584271,0.004853728,-0.055617176,-0.09766857,-0.06307673,-0.10329337,-0.0320903,-0.06665977,-0.07951062,-0.054986194,0.0113193765,0.015417079,0.022310466,0.104769975,0.0677557,0.093736805,-0.05337135
CN(C)C12CC3CC(C)(CC(C)(C3)C1)C2,0.04619812,-0.03773448,-0.053842224,0.06857659,-0.026642036,0.12332228,0.075538,-0.036698412,0.00071394816,0.09025878,-0.019850489,-0.026929656,-0.023090191,0.015948817,-0.013991361,-0.040351346,0.013973765,-0.0790483,-0.05079963,0.12987119,0.05226804,-0.05488232,0.022167496,0.07895512,0.098321885,-0.048129678,-0.04353752,0.001341112,-0.009560373,0.034171045,-0.007322984,0.03716255,-0.023708384,-0.017948603,-0.07606959,0.07641167,-0.013338007,0.04226417,-0.09048506,-0.05669049,-0.061213706,-0.03920057,0.022322092,0.009703213,0.049013585,0.05049944,-0.047922835,-0.07667343,-0.05055075,-0.068220206,0.04294201,0.01156666,0.08584173,0.004850298,-0.055621866,-0.097671166,-0.06307577,-0.10329043,-0.032090954,-0.06666122,-0.07950881,-0.054989964,0.011324212,0.015416841,0.022309246,0.10476947,0.0677555,0.093734145,-0.05336965
CC(N)CN,0.046195053,-0.037735686,-0.053841814,0.06857824,-0.026640274,0.123330355,0.07554205,-0.03670497,0.00071582245,0.09025748,-0.019847484,-0.02692869,-0.02308971,0.015955677,-0.013991522,-0.040352117,0.013977999,-0.07905492,-0.0508032,0.12987384,0.052271135,-0.05487767,0.022162471,0.07895035,0.09831842,-0.048123915,-0.0435355,0.0013393909,-0.009556897,0.03416668,-0.0073240874,0.037163667,-0.023703527,-0.017949414,-0.07606411,0.07641742,-0.013336394,0.042257186,-0.09048131,-0.056691676,-0.061208446,-0.039201558,0.022316277,0.009704046,0.04901717,0.050498545,-0.047924336,-0.07667144,-0.050553787,-0.06822402,0.042941928,0.011575221,0.08584305,0.0048533604,-0.055617433,-0.09766793,-0.06307654,-0.103293434,-0.032092936,-0.06666046,-0.07950915,-0.05498656,0.011318669,0.015419065,0.022308195,0.10476926,0.06775611,0.09373711,-0.053371392
c1ccc2[nH]cnc2c1,0.046191797,-0.0377329,-0.053846896,0.068579294,-0.026640123,0.123329796,0.07554585,-0.036703277,0.0007084566,0.090258695,-0.019853454,-0.026929015,-0.023089543,0.015955523,-0.013993774,-0.040355872,0.013976576,-0.07905629,-0.050799295,0.12986967,0.052271545,-0.054880507,0.022164024,0.078951165,0.098328486,-0.048121963,-0.043535963,0.0013457313,-0.009551082,0.034168974,-0.00732854,0.037161328,-0.023700498,-0.01794386,-0.07606603,0.07641532,-0.013332922,0.042262957,-0.09048483,-0.056688044,-0.06120825,-0.039204154,0.022319736,0.009711506,0.049024213,0.050496634,-0.047924746,-0.07666895,-0.050552864,-0.06822564,0.042951293,0.0115786875,0.08584257,0.004849321,-0.055620298,-0.09766649,-0.063072264,-0.10329556,-0.032097686,-0.06665511,-0.079508826,-0.054989412,0.01131564,0.015420745,0.022308085,0.10476975,0.06775397,0.09374325,-0.053365868
NCCCNCCN,0.046195436,-0.037736315,-0.053842653,0.06857764,-0.026639875,0.12333038,0.075543486,-0.036703467,0.00071532745,0.09025889,-0.019847512,-0.026929135,-0.023090377,0.015954463,-0.013991746,-0.040352568,0.013977535,-0.079054296,-0.05080293,0.12987164,0.05227063,-0.054877754,0.022163138,0.07895048,0.09831984,-0.048124082,-0.04353536,0.001340691,-0.009557102,0.034167394,-0.007324348,0.03716305,-0.023703903,-0.017949536,-0.076066054,0.0764156,-0.013334904,0.042258635,-0.09048349,-0.056691807,-0.06120927,-0.039201226,0.022315823,0.009704929,0.04901726,0.05049818,-0.047924384,-0.07667107,-0.05055344,-0.06822432,0.042944077,0.011574001,0.08584398,0.0048526237,-0.0556177,-0.09766774,-0.0630753,-0.10329318,-0.032093585,-0.06665851,-0.079509616,-0.054987587,0.011318084,0.015419482,0.022309888,0.10477057,0.06775627,0.0937387,-0.053370964
NCCCCCCCCCCCCN,0.04619698,-0.03773482,-0.053842932,0.06857876,-0.026638798,0.123324804,0.075543344,-0.03669934,0.0007160939,0.090261325,-0.01984983,-0.026933009,-0.02309132,0.015949288,-0.013994201,-0.04035432,0.013978796,-0.079052806,-0.05079897,0.12987143,0.052271903,-0.054881595,0.02216781,0.078950845,0.09832136,-0.048123553,-0.043535672,0.001338359,-0.009557657,0.034168907,-0.00732281,0.037162654,-0.023706706,-0.01794921,-0.076069616,0.076410666,-0.013334308,0.04226216,-0.090485424,-0.056687497,-0.061210994,-0.03919934,0.022320641,0.009704493,0.049014553,0.050501578,-0.04792165,-0.07667181,-0.050551753,-0.0682233,0.042943723,0.011570842,0.08584345,0.0048524514,-0.05562126,-0.097667575,-0.063074514,-0.10329203,-0.032092735,-0.06665899,-0.07951092,-0.054987088,0.0113181695,0.015419156,0.022309236,0.10477163,0.06775795,0.09373698,-0.053368565
NC1CCC1,0.04619696,-0.037734896,-0.05384015,0.0685784,-0.026640385,0.12332679,0.075543806,-0.036703996,0.0007150546,0.09025886,-0.019846685,-0.026929304,-0.023089215,0.015956024,-0.0139897885,-0.040354602,0.013977891,-0.07905507,-0.050804995,0.1298716,0.0522727,-0.054881357,0.02216365,0.07895277,0.09831841,-0.048126843,-0.04353505,0.0013407841,-0.009557532,0.03416676,-0.0073228003,0.037164852,-0.023704361,-0.017949594,-0.07606381,0.07641532,-0.013335463,0.042257503,-0.09048127,-0.05669193,-0.061210684,-0.039201275,0.022317428,0.009702412,0.049015936,0.050498273,-0.04792244,-0.07667379,-0.050555408,-0.06822128,0.042943064,0.011570915,0.08584475,0.0048554335,-0.05561844,-0.09766713,-0.06307961,-0.103294976,-0.03208911,-0.06666319,-0.07950868,-0.054988153,0.011323191,0.015417364,0.022309437,0.10476853,0.06775582,0.09373591,-0.053369723
C1CN2CCC1CC2,0.046194863,-0.037738618,-0.05383979,0.0685793,-0.026637807,0.12332752,0.075544566,-0.03670447,0.00071495306,0.09025878,-0.01984468,-0.026930742,-0.02308591,0.015959991,-0.013989633,-0.04035414,0.013975961,-0.07905464,-0.05080588,0.12987223,0.05227097,-0.0548816,0.022161327,0.07895269,0.09831655,-0.048129007,-0.04353802,0.0013432726,-0.009557622,0.03416925,-0.0073247794,0.037167005,-0.023701701,-0.01795316,-0.07606557,0.07641298,-0.013333231,0.042257898,-0.09048,-0.056693994,-0.061212186,-0.039203454,0.022315564,0.009705832,0.04901619,0.05049778,-0.047922976,-0.0766736,-0.05055502,-0.06822181,0.042942565,0.011571796,0.08584589,0.004855291,-0.055617835,-0.097666785,-0.06307788,-0.10329408,-0.032087907,-0.06666067,-0.07950798,-0.054988537,0.011321701,0.015415101,0.02231133,0.104768425,0.06775543,0.09373823,-0.053371906
Nc1nc(N)nc(N)n1,0.046188343,-0.037725374,-0.053853445,0.068575315,-0.026644679,0.12333064,0.07554223,-0.036704294,0.0006974512,0.09025717,-0.019862734,-0.02692627,-0.023088068,0.015951883,-0.013995099,-0.04036112,0.013979681,-0.079053834,-0.050792806,0.12987362,0.05227762,-0.05488316,0.022174593,0.07895477,0.09834173,-0.04812222,-0.043536194,0.0013490468,-0.009540573,0.034169145,-0.007336255,0.037153557,-0.023700295,-0.017936796,-0.076069064,0.07641619,-0.0133374855,0.042268354,-0.0904929,-0.056683958,-0.06120906,-0.03921125,0.022334488,0.009719577,0.049033947,0.05049776,-0.047926545,-0.07666387,-0.05054522,-0.06822188,0.042963542,0.0115795,0.08583182,0.004842448,-0.05562414,-0.09767415,-0.063064896,-0.103298925,-0.032098997,-0.0666537,-0.07950761,-0.054992538,0.011311438,0.01541167,0.022304753,0.1047719,0.0677432,0.09375231,-0.05335727
CN(C)CCN,0.04619436,-0.037736144,-0.05384316,0.06857777,-0.02663853,0.123329684,0.0755433,-0.036701955,0.00071466016,0.090257995,-0.019849673,-0.026929513,-0.023090802,0.0159545,-0.0139915515,-0.04035207,0.013977068,-0.079053134,-0.050803274,0.1298717,0.052269112,-0.054877438,0.02216386,0.078952596,0.098320425,-0.048125688,-0.043536462,0.0013415273,-0.009556666,0.034168057,-0.0073253443,0.037162967,-0.023703601,-0.017949058,-0.076066226,0.076414734,-0.013336629,0.04225874,-0.09048187,-0.056690462,-0.061209377,-0.039202474,0.022317555,0.009706255,0.049017496,0.050497204,-0.04792593,-0.07666989,-0.050552808,-0.06822443,0.042944312,0.011572969,0.08584164,0.0048515936,-0.055617634,-0.09766829,-0.06307515,-0.10329286,-0.032093294,-0.0666592,-0.07951081,-0.05498782,0.011319179,0.0154178,0.02230994,0.10477035,0.06775534,0.09373773,-0.053371258
