identifier,comment,SDES_CompositionFormula,SDES_Dimension,SDES_FormalCharge,SDES_LatticeVolume
TOQCAD,,Al2 V2 P4 O18,3.0,-2.0,469.7435142371782
TOQCIL,,Zn8 P6 O26,3.0,0.0,746.4203251847085
TOQLAP,,V2 C4 S2 O18,1.0,-4.0,618.0795016247084
TOQLET,,Mn16 H16 C32 S8 O104,3.0,-16.0,3978.408219398138
TORWED,,P4 W36 O124,0.0,-12.0,4604.977181520663
TOVJAP,,V16 Fe2 P16 H8 O92,3.0,-10.0,2679.5375689695725
TOWLAU,,Al4 P8 H4 O32,1.0,-8.0,1284.020565562177
TOWLEY,,Al8 P8 H8 O40,2.0,-8.0,1493.2169312412027
TOYKEA,,Co6 H18 C18 O36,3.0,0.0,1282.4487875770521
TOZDOB,,Al6 P10 H2 O40,1.0,-9.0,2701.1553001013276
TOZFIX,,V32 P32 O176 F8,0.0,-32.0,7651.232423962056
TUCKEI,,Mo16 O52,0.0,-8.0,2308.2590445615356
TUCKOS,,Mo8 O26,1.0,-4.0,1195.0920287318972
TUFQUJ,,Cr2 Cl2 O6,0.0,-2.0,633.5249845926955
TUKDUZ,,Hf4 P4 W32 O126,0.0,-12.0,4198.181431143601
TULROJ,,U8 H8 Se12 O68,2.0,-8.0,2129.5733435792763
TULRUP,,U8 Se12 O68,2.0,-8.0,2169.4638380417405
TULSAW,,U16 Se24 O144,2.0,-16.0,4746.07478321503
TULSEA,,U6 Se10 O52,2.0,-7.0,1775.3126434169228
TULSIE,,U6 Se10 O54,2.0,-7.0,1946.3894518458274
TULSOK,,U12 Se20 O104,2.0,-16.0,3869.94194529624
TUMTOK,,Zn8 P12 O48,3.0,-8.0,1522.1709900000003
TUMWUT,,La2 N12 O36,0.0,-6.0,2786.2507704206064
TURXIN,,Zn12 P12 O48,2.0,-8.0,1823.9047872366073
TURXOT,,Zn12 P12 O48,2.0,-8.0,1741.2607054971563
TUWFUN,,Ga32 P32 O132 F14,3.0,-18.0,4698.107449090001
TUXBAQ,,P4 H4 W10 O46,0.0,-8.0,1469.8864959439275
TUYLIJ,,Al24 P24 O96 F16,3.0,-16.0,2877.7139697001235
UBEPOG,,Ge36 O76,3.0,-8.0,2103.1912753827123
UBEPUM,,Zn16 P16 O64,2.0,-8.0,1803.0578374807278
UCEWAA,,Mo4 As8 H8 O40,1.0,-8.0,1232.3460282307249
UCEWEE,,Mo2 P4 H4 O20,1.0,-4.0,629.4399053662073
UCEWII,,Mo4 As4 C8 O40,1.0,-8.0,1288.8515246230531
UCUDIF,,Fe24 As24 H16 O96 F32,3.0,-16.0,3674.572312766447
UDEZIP,,Cu1 Mo10 P4 H12 O50,0.0,-6.0,1341.5440182871862
UDEZOV,,Mo10 P4 O46,0.0,-12.0,2297.168780347285
UDEZUB,,Mo40 P16 O184,0.0,-32.0,6838.307156638231
UDICUG,,Zr2 P8 W60 O224,0.0,-24.0,7059.892730001497
UDIJEX,,Cu2 H4 C8 O18,0.0,-4.0,917.5513561923991
UDIJIB,,Co4 H16 C16 O40,0.0,-8.0,2166.6398795565938
UDIJOH,,Zn4 H16 C16 O40,0.0,-8.0,2170.0526502628
UDOJAY,,Al36 P48 O192,2.0,-34.0,6837.900756179876
UDUVIB,,Zn4 C16 O32,1.0,-8.0,1246.4152042222518
UFITEJ,,Fe8 H4 C16 Cl8 O36,3.0,-4.0,1660.7602998843277
UFITIN,,Fe8 C16 Cl16 O32,1.0,-8.0,1988.1998010520385
UFITOT,,Fe4 C8 Cl8 O16,1.0,-4.0,1238.0736089605086
UFUNER,,La6 N36 O108,0.0,-18.0,6853.950509163671
UGAFIT,,Zn2 H16 S4 O24,0.0,-4.0,1332.501618392277
UGELIB,,Ga32 P32 O128 F16,3.0,-16.0,4866.672754944
UGEZOW,,Co3 Mo12 P8 O68,1.0,-4.0,2100.804588911444
UGIGAS,,Sc4 P8 H8 O32,3.0,-3.0,736.8297593712194
UGISAE01,,Zn20 P20 O80,3.0,-18.0,2591.62659924
UGIVIR,,Sn2 H4 C4 Cl6 O10,0.0,-2.0,669.0520351371932
UGUPER,,W12 O42,0.0,-10.0,1758.575228546623
UJEGUN,,Cd4 P24 H16 O80,1.0,-16.0,3336.9101200519617
UJEJAW,,K2 B14 H8 O28,2.0,-4.0,752.0056159395917
UJEJEA,,Co4 P16 H32 O64,0.0,-8.0,2725.3780775738555
UKETOT,,V4 Mo24 P2 O84,0.0,-6.0,3428.286643099358
UKUPOF,,V28 Ge16 O100,0.0,-16.0,3952.8920833920006
UKUTIE,,Hf2 P2 W22 O82,0.0,-8.0,2467.191304533711
ULAFIW,,U4 Se8 O32,2.0,-4.0,949.687306629892
ULAFOC,,U8 Se16 O64,2.0,-8.0,2434.6773674496003
ULAHEV,,Hf2 P4 W34 O126,0.0,-14.0,4263.244042343522
ULESIN,,Fe8 P8 O36,2.0,-8.0,1008.5887096845229
ULOCED,,V16 Ge8 H8 O56,2.0,-16.0,2051.6710304798403
ULOLUC,,Mo48 P4 O160,0.0,-14.0,5802.906743318964
UMEVUD,,Zn8 P12 H12 O48,3.0,-8.0,1437.2539799546046
UNABUI,,Mn2 H16 S4 O24,0.0,-4.0,1197.6559495840459
UNEQIP,,Mo72 As8 O248,0.0,-24.0,7805.3983430770695
UNEQOV,,Mo72 P8 O248,0.0,-24.0,7726.533714528108
UNERUB,,Co12 P16 W16 O112,3.0,0.0,3144.3591701709006
UNOBUV,,Ce4 H8 S16 O68,1.0,-16.0,2321.706120604516
UPETOZ,,Zr2 C16 O32,0.0,-8.0,1982.197458116571
UPETUF,,Zr2 C16 O32,0.0,-8.0,2391.0090934320674
UPEVAN,,Zr2 C14 O28,0.0,-6.0,1654.6486161035753
UPEVIV,,Zr2 C16 O32,0.0,-8.0,1875.7466101842324
UPEVOB,,Zr4 C32 O64,0.0,-16.0,3655.3014435239998
UPEXOE,,Cu4 C16 O32,2.0,-8.0,1492.6128652738796
UPORAU,,Si8 W96 O320,0.0,-32.0,32533.351668
UQUDIV,,Ge142 O344,3.0,-62.0,14967.103555202835
UQUXOV,,Cr8 O28,0.0,-8.0,4161.289564225378
URIRAP,,W12 O38,0.0,-8.0,2132.9731041517966
USAKEG,,Zn2 S4 O16,1.0,-4.0,689.2048041658132
USAKOQ,,Zn4 S8 O32,1.0,-8.0,1280.0667585192857
USUWUC,,In8 C24 O52,3.0,-2.0,2139.869589601417
UTEBAX,,V6 As4 H2 O24 F6,2.0,-6.0,964.5129654516211
UTEBEB,,V16 As8 O44 F28,2.0,-12.0,2556.8445120621204
UTULIF,,Zn12 P16 H16 O48,3.0,-10.0,1948.312662768888
UTUNAZ,,Al2 B10 O20,3.0,-4.0,707.5830718195947
UWOFET,,Cu4 C16 O32,1.0,-8.0,1346.0132383896612
UXEDEH,,Er2 H8 C8 O16,3.0,-2.0,457.21510521614783
UXEDIL,,Er4 H16 C16 O32,3.0,-4.0,1030.333037386608
UXEDOR,,Er4 H16 C16 O32,3.0,-4.0,1083.5591655489122
UXEDUX,,Er4 H16 C16 O32,3.0,-4.0,1126.1311397825823
UXEFAF,,Er2 H8 C8 O16,3.0,-2.0,541.9896711407359
UXIHEQ,,Nd2 H4 N10 O32,0.0,-4.0,1543.0678081306824
UXINAR,,Zn24 P32 H32 O96,3.0,-16.0,4083.8877530948253
UZIFOZ,,Al44 P48 O192,3.0,0.0,4773.312683703679
UZIHAN,,V4 C4 O28,0.0,-8.0,864.3527262368169
VABFEJ,,Sr8 P32 H56 O128,1.0,-16.0,3586.721648239
VACFAJ,,P6 W72 O240,0.0,-18.0,6800.787052214764
VACGEO,,Ce2 P4 W44 O156,0.0,-10.0,4757.847033521272
VACWUS,,Zn24 P24 H4 O96,2.0,-20.0,3387.133137824937
VADZAC,,Ce4 P4 S4 O36,2.0,-4.0,852.4875389540263
VAFJER,,Mo8 H2 C2 O30,0.0,-6.0,1242.7987301972678
VAFWAB,,Zn24 P32 H32 O96,3.0,-16.0,4063.592272610715
VAGJOD,,U2 H4 S4 O22,1.0,-5.0,625.4183231804889
VAGJUJ,,U8 H8 S12 O68,2.0,-8.0,1922.0671378084833
VAGYUZ,,U20 V16 O108,3.0,-8.0,3004.8795600206404
VAGZAG,,U5 V4 O27,3.0,-2.0,802.8480656493614
VAGZEK,,U16 V12 O88,3.0,-4.0,2415.0352978392502
VAGZIO,,U16 V12 O88,3.0,-4.0,2423.5602892124643
VAGZUA,,U8 V6 O44,3.0,-2.0,1297.3060300689638
VAHBAJ,,U16 V12 O86,3.0,-4.0,2545.9212057861037
VAHDUE,,Fe4 P2 H2 C6 O22,3.0,-2.0,574.3357828508093
VAHFAM,,Fe8 P4 H4 C12 O40,3.0,-4.0,1073.7492154391894
VAHHIW,,Al6 P8 O32,2.0,-6.0,1110.8450400208221
VAHHUI,,Ti4 C16 O36,0.0,-8.0,1161.0668306696568
VAHJAQ,,Ti16 C64 O144,0.0,-32.0,5738.300797671
VAHJEU,,Ti8 C32 O72,0.0,-16.0,3215.388775331785
VAHJIY,,Ti4 C14 O32,1.0,-6.0,1080.9296053418764
VAHSED,,Al6 P6 O24 F2,2.0,-2.0,769.4817980072797
VAHSON,,Ga8 P10 H2 O40,3.0,-4.0,1070.3870922817541
VAHSUT,,Ga4 P8 H4 O32,1.0,-8.0,1231.0587005752013
VAHTAA,,Ga4 P8 H4 O32,1.0,-8.0,1268.5814990163708
VAHVIK,,Fe8 P16 O64 F8,1.0,-8.0,2049.11896459791
VAHVOQ,,Fe24 P24 O104 F24,3.0,-18.0,3509.143663706708
VAHWUY,,Zr2 C16 O32,0.0,-8.0,1833.7675147124007
VAHXAF,,Zr2 C16 O32,0.0,-8.0,1799.670744352
VAHXEJ,,Zr2 C16 O32,0.0,-8.0,1808.0977091348166
VAJLAU,,Re2 O8,0.0,-2.0,762.9619828869443
VAJLEY,,Re4 O16,0.0,-4.0,1615.805681594495
VAMQIJ,,V12 P8 O56,2.0,-12.0,1603.2269026495799
VAMQIK,,Ge36 H16 O88,3.0,-16.0,2712.2234385668407
VANWIQ,,Zn8 As8 O32,3.0,-8.0,1053.71065390806
VANXUD,,Co8 P8 O32,3.0,-8.0,972.2891139239522
VAPHOM,,Zn12 P16 H16 O48,3.0,-8.0,2026.4824826495137
VAPHUS,,Cr16 O56,0.0,-16.0,2247.626574827875
VAPNOQ,,Fe4 S4 O16 F12,1.0,-8.0,801.6084560611712
VAPNUW,,Fe4 S8 O32 F4,1.0,-10.0,1239.7438899186636
VAPPAE,,Fe4 S8 O32 F4,1.0,-12.0,1224.3907599716351
VAPPIM,,Fe2 H4 S2 O10 F2,2.0,-2.0,309.9723649266449
VAQPIM,,Si2 Mo24 O80,0.0,-8.0,2661.610472570537
VARHAZ,,Fe1 Mo6 H6 O24,0.0,-3.0,862.2913601350167
VASBUO,,Cr4 Mo24 O96,0.0,-8.0,4906.328945837675
VASYAR,,Mn1 Mo12 P8 H4 O62,0.0,-16.0,1942.833334184669
VATWOE,,Al4 B48 H48 O104,0.0,-4.0,2200.622057228123
VAVDUU,,Nd2 C16 O16 F24,1.0,-2.0,983.0256716330164
VAVFOQ,,Ho4 C32 O32 F48,1.0,-4.0,1933.3452657848259
VAVGAD,,Yb2 C16 O16 F24,1.0,-2.0,1215.0786798631138
VAWKAF,,V16 O40,2.0,-4.0,1449.6501443191532
VAWKEJ,,V10 H2 O28,0.0,-4.0,1154.1845183569178
VAWXUN,,Ba2 V12 B6 P12 O82,1.0,-15.0,2787.5887498107977
VAZFIM,,Mo8 O26,0.0,-4.0,983.0314209644871
VECKOF,,Re20 O80,0.0,-20.0,5851.483158356798
VECZAE,,V4 O14,0.0,-8.0,870.4573992714846
VEDNIE,,Ti8 Ni8 Mo40 P4 O168,1.0,-20.0,5439.192368969498
VEDWUX,,Ge12 H16 O36,2.0,-8.0,1000.5708163731344
VEFKID,,Mn8 P4 W36 O140,0.0,-20.0,5632.509690695903
VEGPUV,,Co4 Mo32 O104,2.0,-8.0,3143.9665241354123
VEGXAH,,Sb2 Mo12 P1 O40,0.0,0.0,982.4917413751372
VEHLAW,,Zn12 P16 H16 O48,3.0,-8.0,2086.512249645244
VEHLEA,,Zn12 P16 O48,3.0,-8.0,1986.4109423887242
VEHWEM,,Na8 Ce16 Mn32 Si16 H96 W144 C64 O648,2.0,0.0,23012.588186656867
VEKWAJ,,V16 O48,1.0,-16.0,2226.685915048
VEKZET,,V4 W48 O160,0.0,-16.0,6742.5636949374375
VENRAI,,Cr8 O28,0.0,-8.0,2083.511699541688
VEQYUM,,Mo24 P2 O80,0.0,-6.0,3271.9728900054306
VETGAF,,Nb4 C24 O52,0.0,-12.0,2764.335061081441
VETGEJ,,Nb4 C24 O52,0.0,-12.0,3898.653630751828
VETGIN,,Nb2 C12 O26,0.0,-6.0,1367.2906475211053
VEVQOD,,Mo16 O52,0.0,-8.0,2412.508848987479
VEVQUJ,,Mo8 O26,0.0,-4.0,1357.422794584429
VEWFIP,,Cr8 O28,0.0,-8.0,1658.5820587265455
VEXBAC,,Mo24 P2 O80,0.0,-8.0,2128.7184822849854
VEYJIV,,V8 Cu4 Mo16 As2 O80,0.0,-6.0,3001.1884489594845
VEYQUN,,Fe12 W36 O140,0.0,-20.0,4390.848954144299
VEYTEZ,,Sn16 P12 H4 O52,2.0,-8.0,2028.8001611554978
VEZJAN,,Na12 V24 B36 H14 O144,3.0,-12.0,3455.217415278721
VEZQEX,,In12 P24 H24 O96,3.0,-12.0,2435.1524869196514
VIFJUR,,Na8 Si4 W36 O160,3.0,0.0,4800.107909693887
VIFTOW,,Cr4 C24 O48,0.0,-12.0,4512.114705850988
VIJSAI,,Th2 N12 O36,0.0,-4.0,1396.0331594284382
VILDUP,,U8 C24 O64,2.0,-8.0,2967.3997513600007
VILWOD,,Sr4 C24 O24 F36,1.0,-4.0,2217.3386523599997
VINROZ,,Cu4 H12 C12 O24,3.0,-4.0,794.9241633599999
VIPRET,,V12 O36,1.0,-12.0,1635.2164761088086
VIPWUO,,Sn8 C32 Cl16 O64,0.0,-16.0,6421.194954228012
VIQZON,,Na1 Sr2 Fe1 Mo36 P12 H12 O152,1.0,-12.0,5224.909520207269
VIRJEM,,Mn4 H12 C12 O24,3.0,-4.0,902.607031468328
VIRJIQ,,Co4 H12 C12 O24,3.0,-4.0,850.766671792523
VIRKIQ,,Mn4 P4 H12 C4 O28,3.0,-4.0,843.8551790162057
VIRQAO,,Mn4 P4 H12 C4 O28,3.0,-4.0,737.2150094665905
VIRQES,,Mn4 P2 H6 C6 O22,3.0,-3.0,578.388382295722
VISFUB,,Sr2 Mo36 P12 O146,0.0,-16.0,5415.61445756529
VOBDUO,,Mo8 O26,1.0,-4.0,911.6733694339348
VOBXAM,,Ta24 O36 F72,0.0,-24.0,4209.150797015663
VOCFAW,,Mn8 W68 Cl8 O236,0.0,-24.0,8801.112614049
VOFQUC,,Nb12 Si4 O40,3.0,-2.0,1107.3714653987374
VOFYAQ,,Nb12 Ge4 O40,3.0,0.0,1127.404428140019
VOHQEO,,Ga6 P6 O24 F2,3.0,-2.0,778.8926944953336
VOHQIS,,Ga16 P16 H8 O68 F8,3.0,-8.0,2254.547561772326
VOJQOC,,V48 B72 H24 O240,0.0,-40.0,7016.223509647516
VOKJIQ,,Al12 P12 H2 O52,3.0,-4.0,1314.34201947929
VOKWUQ,,Th12 H36 Cl40 O28,0.0,-12.0,5776.74674293898
VONHUE,,Zn12 Mo60 P24 O324,1.0,-48.0,9391.940259708226
VONXUS,,Mo2 H8 Cl4 O8,0.0,0.0,576.4985006733764
VORZAG,,Mo8 O26,0.0,-2.0,1921.6642398845395
VOXVEL,,Be20 P28 H28 O112,3.0,-16.0,3516.0634585988273
VOXVIP,,Be6 P6 H2 O26,3.0,-2.0,639.203669143519
VUCBIG,,Mo48 H32 Pt8 O192,0.0,0.0,6523.814810473422
VUCTOE,,Mn10 P6 H14 C12 O52,3.0,-4.0,1304.7243217208259
VUCTUK,,Mn4 P2 H6 C6 O22,3.0,-2.0,582.8589672957811
VUFBEE,,Mn2 V8 P8 H8 O48,3.0,-8.0,1418.7202046422865
VUFFOU,,Si40 O84,2.0,0.0,2135.489168941026
VUJPOI,,Zn4 P8 H8 O24,1.0,-8.0,2241.2553600354886
VULREA,,Mn4 P4 H12 C4 O24,3.0,-4.0,681.1438946666487
VULVII,,Ta4 C32 O64,0.0,-12.0,2309.4982497514566
VUQLEZ,,Eu20 S48 O192,3.0,-34.0,6698.032992957961
VURREG,,V18 O54,1.0,-18.0,5418.602410587072
VUVLOP,,Co1 B12 H12 O26,0.0,-2.0,788.7886817760485
VUXJED,,Mn4 H32 S8 O48,0.0,-8.0,1617.1049617081694
VUYHIH,,Ce2 H4 S6 O26,2.0,-6.0,768.4641861869894
WABHIR,,Fe1 H8 S2 O12,0.0,-2.0,321.5501994224156
WABJAM,,Cd6 H18 C18 O36,3.0,-3.0,1443.3559307345777
WABVIF,,Cu4 C8 O24,3.0,-10.0,1023.7694886543362
WACKOB,,Co12 Mo16 P16 O112,3.0,0.0,3137.5372492800007
WADJIV,,Cr8 O28,0.0,-8.0,1866.8547045112355
WADKOC,,Co1 Mo6 O24,0.0,-3.0,783.2571906740764
WAFDEN,,Mo72 As8 O248,0.0,-24.0,12456.057165898628
WAJJUN,,Cd1 H8 S2 O12,0.0,-2.0,386.5983779314046
WAJKEY,,Mn1 H8 S2 O12,0.0,-2.0,378.5527661887678
WAJKOI,,V4 H32 S4 O36,0.0,0.0,1675.7819859270292
WAQJEE,,U2 S2 O12 F4,1.0,-4.0,629.6152106106513
WAQJII,,U4 S4 O24 F4,2.0,-4.0,847.9047293298471
WAQJOO,,U8 S8 O48 F8,2.0,-8.0,1610.989144536
WAQJUU,,U8 H16 S8 O56 F8,2.0,-8.0,1934.9649864031624
WAQKAB,,U8 S8 O48 F8,2.0,-8.0,1824.733815515146
WAQKEF,,U4 S4 O24 F4,2.0,-4.0,791.5407431524939
WAQVOZ,,Nd4 C16 O52,0.0,-20.0,2781.5097546831353
WARTAL,,Bi4 Pb4 C32 O72,2.0,-12.0,2186.0459229391063
WASCID,,Zn4 P4 H4 Cl4 O16,2.0,-4.0,1310.0723780697554
WASDEC,,Mo20 P8 O92,0.0,-24.0,5571.061229210401
WASWUJ,,Mo16 O52,1.0,-8.0,1967.915851603292
WAVBUQ,,Co8 P8 O32,3.0,-16.0,981.6726256140162
WAVQUF,,Co16 P16 O64,3.0,-16.0,1994.162254520832
WAVREQ,,Co24 P32 H12 O128,3.0,-36.0,4223.363191812637
WAXQUJ,,Mo96 P8 O320,0.0,-24.0,9155.839239304754
WEBQEB,,Co8 P8 O32,2.0,-4.0,1384.7235105132002
WEBQIF,,Co20 P20 O80,3.0,-22.0,2582.4195980930003
WEBQOL,,Co10 P10 O40,3.0,-9.0,1301.4927952000003
WEBROK,,In4 P8 H8 O32,3.0,-4.0,748.5556897055344
WECBEN,,Zn8 C24 O48,3.0,-8.0,2643.393075521397
WECBIR,,Co8 C24 O48,2.0,0.0,2558.585341067029
WECBOX,,Mn16 P16 H32 C32 O128,3.0,-16.0,4173.912490063801
WECJOD,,Mn4 P4 H12 C4 O28,3.0,-4.0,778.6928678942895
WEFWIO,,Nd2 H4 N10 O32,0.0,-4.0,937.9859797933144
WEGJUP,,Al36 P54 O216,3.0,-57.0,8170.237015166603
WEJDIZ,,Gd4 H28 C24 Cl24 O32,1.0,0.0,2623.3342655851434
WEJMII,,Mo10 P4 O46,0.0,-12.0,1520.7778437770965
WEJNOP,,Mo6 O20,1.0,-4.0,826.2534222801536
WEMBOG,,V2 Te2 O10,2.0,-2.0,287.73429549502873
WEMLIM,,Si2 Mo24 O80,0.0,0.0,2454.648563860183
WEMLOS,,Si4 Mo48 O160,0.0,0.0,5539.233248570464
WEMLUY,,Si2 Mo24 O80,0.0,0.0,2580.520554962892
WEMMEJ,,Si8 Mo96 O320,0.0,0.0,11736.02471417021
WEPCIG,,Mo8 O26,0.0,-4.0,805.5534719682012
WEPHOR,,Mn2 Ga2 H12 C12 O24,3.0,-1.0,818.0001484768101
WEPJAF,,Mn2 Ga2 H12 C12 O24,3.0,0.0,811.728657947816
WEPJIN,,Mn2 Ga2 H12 C12 O24,3.0,0.0,827.6845404157418
WEPJUZ,,Mn2 Ga2 H12 C12 O24,3.0,-2.0,838.9551277981467
WERHAC,,Ga24 P24 O104,3.0,-8.0,2455.28301681
WETZUQ,,Al8 P8 H8 O40,2.0,0.0,1250.7720246959998
WEWLIW,,Mo8 O26,0.0,-4.0,1206.073786574445
WEWMUJ,,Cu4 C16 O32,1.0,-8.0,2615.3931397456013
WEXQOF,,Co4 P6 H6 O24,3.0,-4.0,783.8375290831997
WEXQUL,,Zn16 P12 H4 O52,3.0,-8.0,1451.9579927901432
WEZDEM,,Na1 Fe1 Mo12 P8 H4 O62,1.0,-9.0,1923.2674902163526
WEZQOJ,,U2 Se4 O16,1.0,-4.0,577.833280404672
WEZYEG,,Mo12 As4 O52,0.0,-12.0,2307.8693300041505
WEZYIK,,Mo24 As8 O108,0.0,-24.0,4864.744749009525
WEZYOQ,,Mo12 As4 O54,0.0,-12.0,2172.7336187353503
WEZZAC,,Mo4 As4 H2 O26,0.0,-4.0,971.9283981763721
WIBCAN,,Mo20 P8 O92,0.0,-20.0,3941.2692772747796
WIDMOL,,Mo16 O52,0.0,-8.0,2291.6664280076566
WIFVEN,,Mo16 O52,0.0,-8.0,1866.1587337695144
WIFVIR,,Mo32 O106 F4,0.0,-24.0,3928.9306959704063
WIGDOH,,Ge48 H8 O108,3.0,-16.0,3220.673283545561
WIHNAD,,Re2 O8,0.0,-2.0,309.0948684208839
WIHSEN,,Yb4 H16 C16 O32,3.0,-4.0,1016.3081607080971
WIHSUD,,Tb4 H16 C16 O32,3.0,-4.0,1053.5553515573963
WIHTAK,,Gd4 H16 C16 O32,3.0,-4.0,1055.7422370236
WIHTEO,,Eu4 H16 C16 O32,3.0,-4.0,1074.8439491726003
WIHTIS,,Y4 H16 C16 O32,3.0,-2.0,1038.4414754615623
WIJDUP,,Mo10 S4 O42,0.0,-8.0,1716.4065435479338
WIJFAY,,V24 B88 H40 O216,0.0,-40.0,6126.257737781764
WIJFEC,,V24 B88 H40 O216,0.0,-32.0,6149.0151691245765
WIJFIG,,V36 B54 H18 O180,0.0,-42.0,5533.993327220597
WIJLIK,,V16 B8 P20 O104,2.0,-22.0,3473.577262882519
WIJTOY,,Ga8 P12 C4 O56,2.0,-8.0,1847.842473610572
WILWUK,,V40 O112,0.0,-24.0,5828.336808030001
WIMZAV,,Zn6 P10 H10 O30,2.0,-8.0,2757.7370138742344
WINDIG,,Mo24 O96,0.0,-48.0,6292.322769125967
WINFOP,,Mo32 O104,0.0,-16.0,5105.718056027378
WISWED,,Zn8 P12 H16 O36,3.0,-4.0,1427.2672507202574
WISWON,,Ga8 P12 H20 O40 F4,2.0,-4.0,1509.4874415678685
WISWUT,,Zr2 P4 H4 O12 F4,1.0,-4.0,827.8509781398857
WISXAA,,Nd16 P16 H24 C48 O144,3.0,-24.0,5717.446844616001
WITJAN,,Si4 W48 O160,0.0,-16.0,4739.582947097219
WIVZOS,,Al4 B20 O40,3.0,-8.0,1624.4136204576002
WIWPAV,,Co2 H16 S4 O24,0.0,-4.0,1333.1242408420696
WIWPEZ,,Cu2 H16 S4 O24,0.0,-4.0,1358.6782245845795
WIWPID,,Fe2 H16 S4 O24,0.0,-4.0,1344.2161364959775
WIWPOJ,,Ni2 H16 S4 O24,0.0,-4.0,1323.8820143429123
WIXDIR,,V2 O10,1.0,-4.0,326.513705628825
WIXDOX,,V8 O20,2.0,-8.0,613.08845472
WIXRUQ,,Mn4 Ga10 P16 H2 O66,3.0,0.0,1633.1677710728356
WOBFAW,,Cr2 C8 O16,1.0,-2.0,784.6291056272171
WOBFEA,,Zn8 C24 O48,2.0,-6.0,2571.454967842865
WOBFOK,,Cd8 C32 O64,3.0,-16.0,2217.4082556733397
WOBVUE,,Cr2 O8,0.0,-4.0,460.6494224847869
WOCJOO,,Zr4 C32 O64,0.0,-16.0,2679.717853151092
WOCJUU,,Zr4 C32 O64,0.0,-16.0,2971.2429938629243
WOCLIJ,,Al4 P8 H4 O32,1.0,-8.0,1319.8989729698897
WOCNEH,,Ge18 H8 O44,3.0,-8.0,1338.913990230678
WODFIH,,In4 C16 O32,3.0,-4.0,1086.8251735902363
WODPIO,,Al12 P16 O64,2.0,-12.0,2184.998190639821
WOFKOS,,Mn2 Mo18 As2 O66,0.0,-10.0,2732.172126532901
WOFVOE,,U4 Se8 O44,2.0,-10.0,1473.7376345393034
WOFVUK,,U8 Se16 O88,2.0,-16.0,3338.414758752529
WOFWAR,,U8 Se16 O88,2.0,-16.0,4103.3570856885
WOGDIH,,U24 Mo28 O168,3.0,-6.0,5509.725034464001
WOGDII,,Cr32 H32 S64 O288,0.0,-64.0,11617.968589956108
WOGHOP,,Fe8 P12 H12 C8 O64,3.0,-8.0,1704.4431954396352
WOGHUV,,Zn28 P24 O104,3.0,-16.0,2948.4368599688437
WOGKUY,,Zn8 As6 O26,3.0,-6.0,945.1860025581321
WOGLAF,,Zn8 P6 O26,3.0,-6.0,892.7627145086906
WOJQOD,,V4 As6 H6 O30,0.0,-4.0,1071.3930371732208
WONRUM,,Co14 P12 O48,3.0,-10.0,1269.3122882668788
WOPWAA,,U4 I12 O44,1.0,-4.0,2011.420043348809
WOQFOX,,Ge12 B8 O44,2.0,-16.0,1175.4545045183734
WOQLUL,,Zn12 P16 H8 O48,3.0,-6.0,1834.9126195787846
WOQYUW,,Co8 P4 H4 C12 O40,3.0,-4.0,1024.1773986194253
WORJOF,,Ni1 P4 H8 O16,0.0,-2.0,692.2445842654305
WORJUL,,Zn1 P4 H8 O16,0.0,-2.0,693.5621187977298
WORKAS,,Mn1 P4 H8 O16,0.0,-2.0,703.1291452089316
WOSBOV,,Co4 B8 P12 H4 O52,3.0,-8.0,1341.898527852855
WOSBUB,,Zn4 B8 P12 H4 O52,3.0,-8.0,1344.6913404960003
WOSMUO,,Mg8 H24 C24 O48,3.0,-8.0,1702.6194232311987
WOVSUX,,Cr1 Mo6 O24,0.0,-2.0,872.0763904271805
WOVVUB,,Mo20 Se8 O84,0.0,-16.0,4443.18674547527
WOVWEM,,Mo20 Se8 O84,0.0,-16.0,4700.699439631502
WOWGUK,,Zn8 P8 O32,3.0,-4.0,1205.2925488694875
WOXRIK,,Ti16 P24 O96 F8,3.0,-2.0,2335.7399037498
WOXSAD,,Al4 P8 O32 F4,1.0,-4.0,1268.2242283950002
WOYJOJ,,Ti21 P36 H18 O144,3.0,-12.0,2995.036746652221
WOZLAY,,Mn8 P16 H24 O64 F8,1.0,-8.0,2262.2738375007616
WOZLEC,,Mn2 P4 H6 O16 F2,1.0,-2.0,597.445445985384
WUCROB,,V36 O90,2.0,-24.0,3604.440577978128
WUDBUU,,Sr4 Cu8 Mo72 P24 H16 O300,2.0,-16.0,8775.69044079096
WUDCAB,,Sr2 Fe2 Mo36 P12 H8 O150,1.0,-12.0,4780.541455901904
WUDCEF,,Sr2 Co2 Mo36 P12 H8 O150,1.0,-12.0,4887.9804950052085
WUDCIJ,,Sr2 Ni2 Mo36 P12 H8 O150,1.0,-12.0,4761.276856460941
WUDYAV,,Zn8 P16 O64,1.0,-16.0,2907.045423282
WUGCAC,,Zn16 P24 H24 O96,3.0,-16.0,2805.1013567288724
WUGFEJ,,V20 O56,0.0,-8.0,1698.324772909843
WUJHUF,,Co4 Te4 Mo24 H16 O104,1.0,-20.0,3582.2368285704
WUKYUW,,Re4 H4 O16,0.0,0.0,787.9553690832778
WULQIF,,V10 O28,0.0,-6.0,1393.4294108860483
WULQOL,,V28 O76 F4,0.0,-16.0,3945.536299342001
